,Sport,Year,NOC,count
22155,Swimming,2012,TOG,1
22156,Swimming,2012,TPE,4
22157,Swimming,2012,TTO,2
22158,Swimming,2012,TUN,6
22159,Swimming,2012,TUR,8
22160,Swimming,2012,UAE,1
22161,Swimming,2012,UGA,2
22162,Swimming,2012,UKR,23
22163,Swimming,2012,URU,2
22164,Swimming,2012,USA,97
22165,Swimming,2012,UZB,2
22166,Swimming,2012,VEN,17
22167,Swimming,2012,VIE,2
22168,Swimming,2012,VIN,1
22169,Swimming,2012,ZAM,2
22170,Swimming,2012,ZIM,3
22171,Swimming,2016,ALB,2
22172,Swimming,2016,ALG,2
22173,Swimming,2016,AND,1
22174,Swimming,2016,ANG,2
22175,Swimming,2016,ANT,2
22176,Swimming,2016,ARG,10
22177,Swimming,2016,ARM,1
22178,Swimming,2016,ARU,2
22179,Swimming,2016,AUS,83
22180,Swimming,2016,AUT,8
22181,Swimming,2016,AZE,2
22182,Swimming,2016,BAH,6
22183,Swimming,2016,BAN,2
22184,Swimming,2016,BAR,2
22185,Swimming,2016,BDI,2
22186,Swimming,2016,BEL,21
22187,Swimming,2016,BEN,2
22188,Swimming,2016,BER,2
22189,Swimming,2016,BIH,2
22190,Swimming,2016,BLR,9
22191,Swimming,2016,BOL,2
22192,Swimming,2016,BOT,2
22193,Swimming,2016,BRA,62
22194,Swimming,2016,BRN,2
22195,Swimming,2016,BUL,4
22196,Swimming,2016,BUR,2
22197,Swimming,2016,CAF,2
22198,Swimming,2016,CAM,2
22199,Swimming,2016,CAN,61
22200,Swimming,2016,CAY,2
22201,Swimming,2016,CGO,2
22202,Swimming,2016,CHI,3
22203,Swimming,2016,CHN,75
22204,Swimming,2016,CIV,2
22205,Swimming,2016,COK,2
22206,Swimming,2016,COL,5
22207,Swimming,2016,COM,2
22208,Swimming,2016,CRC,1
22209,Swimming,2016,CRO,4
22210,Swimming,2016,CUB,2
22211,Swimming,2016,CYP,2
22212,Swimming,2016,CZE,17
22213,Swimming,2016,DEN,27
22214,Swimming,2016,DJI,1
22215,Swimming,2016,DOM,2
22216,Swimming,2016,ECU,3
22217,Swimming,2016,EGY,10
22218,Swimming,2016,ESA,4
22219,Swimming,2016,ESP,43
22220,Swimming,2016,EST,2
22221,Swimming,2016,ETH,2
22222,Swimming,2016,FIJ,2
22223,Swimming,2016,FIN,15
22224,Swimming,2016,FRA,54
22225,Swimming,2016,FSM,2
22226,Swimming,2016,GAB,1
22227,Swimming,2016,GAM,1
22228,Swimming,2016,GBR,54
22229,Swimming,2016,GEO,2
22230,Swimming,2016,GER,52
22231,Swimming,2016,GHA,2
22232,Swimming,2016,GRE,24
22233,Swimming,2016,GRN,2
22234,Swimming,2016,GUA,3
22235,Swimming,2016,GUI,2
22236,Swimming,2016,GUM,2
22237,Swimming,2016,GUY,2
22238,Swimming,2016,HAI,2
22239,Swimming,2016,HKG,12
22240,Swimming,2016,HON,2
22241,Swimming,2016,HUN,60
22242,Swimming,2016,INA,2
22243,Swimming,2016,IND,2
22244,Swimming,2016,IOA,2
22245,Swimming,2016,IRI,1
22246,Swimming,2016,IRL,7
22247,Swimming,2016,ISL,6
22248,Swimming,2016,ISR,17
22249,Swimming,2016,ISV,2
22250,Swimming,2016,ITA,60
22251,Swimming,2016,IVB,1
22252,Swimming,2016,JAM,2
22253,Swimming,2016,JOR,2
22254,Swimming,2016,JPN,68
22255,Swimming,2016,KAZ,4
22256,Swimming,2016,KEN,2
22257,Swimming,2016,KGZ,2
22258,Swimming,2016,KOR,11
22259,Swimming,2016,KOS,2
22260,Swimming,2016,LAO,2
22261,Swimming,2016,LAT,2
22262,Swimming,2016,LBA,2
22263,Swimming,2016,LCA,1
22264,Swimming,2016,LIB,2
22265,Swimming,2016,LIE,2
22266,Swimming,2016,LTU,12
22267,Swimming,2016,LUX,7
22268,Swimming,2016,MAD,2
22269,Swimming,2016,MAR,2
22270,Swimming,2016,MAS,5
22271,Swimming,2016,MAW,2
22272,Swimming,2016,MDA,2
22273,Swimming,2016,MDV,2
22274,Swimming,2016,MEX,3
22275,Swimming,2016,MGL,2
22276,Swimming,2016,MHL,2
22277,Swimming,2016,MKD,2
22278,Swimming,2016,MLI,2
22279,Swimming,2016,MLT,2
22280,Swimming,2016,MNE,2
22281,Swimming,2016,MOZ,2
22282,Swimming,2016,MRI,2
22283,Swimming,2016,MYA,2
22284,Swimming,2016,NCA,2
22285,Swimming,2016,NED,30
22286,Swimming,2016,NEP,2
22287,Swimming,2016,NGR,2
22288,Swimming,2016,NIG,2
22289,Swimming,2016,NOR,5
22290,Swimming,2016,NZL,16
22291,Swimming,2016,PAK,2
22292,Swimming,2016,PAN,2
22293,Swimming,2016,PAR,2
22294,Swimming,2016,PER,2
22295,Swimming,2016,PHI,2
22296,Swimming,2016,PLE,2
22297,Swimming,2016,PLW,2
22298,Swimming,2016,PNG,1
22299,Swimming,2016,POL,37
22300,Swimming,2016,POR,7
22301,Swimming,2016,PUR,1
22302,Swimming,2016,QAT,2
22303,Swimming,2016,ROT,4
22304,Swimming,2016,ROU,9
22305,Swimming,2016,RSA,25
22306,Swimming,2016,RUS,74
22307,Swimming,2016,RWA,2
22308,Swimming,2016,SAM,2
22309,Swimming,2016,SEN,2
22310,Swimming,2016,SEY,2
22311,Swimming,2016,SGP,6
22312,Swimming,2016,SLE,2
22313,Swimming,2016,SLO,14
22314,Swimming,2016,SRB,8
22315,Swimming,2016,SRI,2
22316,Swimming,2016,SUD,2
22317,Swimming,2016,SUI,16
22318,Swimming,2016,SUR,2
22319,Swimming,2016,SVK,6
22320,Swimming,2016,SWE,29
22321,Swimming,2016,SYR,2
22322,Swimming,2016,TAN,2
22323,Swimming,2016,TGA,2
22324,Swimming,2016,THA,2
22325,Swimming,2016,TJK,2
22326,Swimming,2016,TKM,2
22327,Swimming,2016,TOG,2
22328,Swimming,2016,TPE,2
22329,Swimming,2016,TTO,2
22330,Swimming,2016,TUN,5
22331,Swimming,2016,TUR,6
22332,Swimming,2016,UAE,2
22333,Swimming,2016,UGA,2
22334,Swimming,2016,UKR,8
22335,Swimming,2016,URU,2
22336,Swimming,2016,USA,99
22337,Swimming,2016,UZB,3
22338,Swimming,2016,VEN,13
22339,Swimming,2016,VIE,4
22340,Swimming,2016,VIN,2
22341,Swimming,2016,YEM,1
22342,Swimming,2016,ZAM,2
22343,Swimming,2016,ZIM,3
22344,Synchronized Swimming,1984,AHO,4
22345,Synchronized Swimming,1984,AUS,4
22346,Synchronized Swimming,1984,AUT,4
22347,Synchronized Swimming,1984,BAR,1
22348,Synchronized Swimming,1984,BEL,4
22349,Synchronized Swimming,1984,BRA,4
22350,Synchronized Swimming,1984,CAN,5
22351,Synchronized Swimming,1984,DOM,4
22352,Synchronized Swimming,1984,EGY,5
22353,Synchronized Swimming,1984,ESP,5
22354,Synchronized Swimming,1984,FRA,5
22355,Synchronized Swimming,1984,FRG,5
22356,Synchronized Swimming,1984,GBR,5
22357,Synchronized Swimming,1984,ITA,1
22358,Synchronized Swimming,1984,JPN,5
22359,Synchronized Swimming,1984,MEX,5
22360,Synchronized Swimming,1984,NED,5
22361,Synchronized Swimming,1984,NZL,4
22362,Synchronized Swimming,1984,SUI,5
22363,Synchronized Swimming,1984,USA,5
22364,Synchronized Swimming,1984,VEN,1
22365,Synchronized Swimming,1988,ARU,4
22366,Synchronized Swimming,1988,AUS,4
22367,Synchronized Swimming,1988,BEL,1
22368,Synchronized Swimming,1988,BRA,5
22369,Synchronized Swimming,1988,CAN,5
22370,Synchronized Swimming,1988,CHN,5
22371,Synchronized Swimming,1988,ESP,5
22372,Synchronized Swimming,1988,FRA,5
22373,Synchronized Swimming,1988,FRG,5
22374,Synchronized Swimming,1988,GBR,5
22375,Synchronized Swimming,1988,JPN,5
22376,Synchronized Swimming,1988,KOR,5
22377,Synchronized Swimming,1988,MEX,5
22378,Synchronized Swimming,1988,SUI,5
22379,Synchronized Swimming,1988,SWE,1
22380,Synchronized Swimming,1988,URS,5
22381,Synchronized Swimming,1988,USA,5
22382,Synchronized Swimming,1988,VEN,1
22383,Synchronized Swimming,1992,AUS,4
22384,Synchronized Swimming,1992,AUT,4
22385,Synchronized Swimming,1992,BRA,5
22386,Synchronized Swimming,1992,CAN,5
22387,Synchronized Swimming,1992,CHN,5
22388,Synchronized Swimming,1992,ESP,5
22389,Synchronized Swimming,1992,EUN,5
22390,Synchronized Swimming,1992,FIN,1
22391,Synchronized Swimming,1992,FRA,5
22392,Synchronized Swimming,1992,GBR,5
22393,Synchronized Swimming,1992,GER,4
22394,Synchronized Swimming,1992,GRE,1
22395,Synchronized Swimming,1992,IOA,5
22396,Synchronized Swimming,1992,ITA,4
22397,Synchronized Swimming,1992,JPN,5
22398,Synchronized Swimming,1992,MEX,5
22399,Synchronized Swimming,1992,NED,5
22400,Synchronized Swimming,1992,RSA,4
22401,Synchronized Swimming,1992,SUI,5
22402,Synchronized Swimming,1992,TCH,1
22403,Synchronized Swimming,1992,USA,5
22404,Synchronized Swimming,1992,VEN,1
22405,Synchronized Swimming,1996,CAN,9
22406,Synchronized Swimming,1996,CHN,8
22407,Synchronized Swimming,1996,FRA,8
22408,Synchronized Swimming,1996,ITA,10
22409,Synchronized Swimming,1996,JPN,9
22410,Synchronized Swimming,1996,MEX,9
22411,Synchronized Swimming,1996,RUS,9
22412,Synchronized Swimming,1996,USA,10
22413,Synchronized Swimming,2000,AUS,11
22414,Synchronized Swimming,2000,BLR,2
22415,Synchronized Swimming,2000,BRA,2
22416,Synchronized Swimming,2000,CAN,10
22417,Synchronized Swimming,2000,CHN,11
22418,Synchronized Swimming,2000,CUB,2
22419,Synchronized Swimming,2000,CZE,2
22420,Synchronized Swimming,2000,EGY,2
22421,Synchronized Swimming,2000,ESP,2
22422,Synchronized Swimming,2000,FRA,10
22423,Synchronized Swimming,2000,GRE,2
22424,Synchronized Swimming,2000,HUN,2
22425,Synchronized Swimming,2000,ITA,11
22426,Synchronized Swimming,2000,JPN,11
22427,Synchronized Swimming,2000,KAZ,2
22428,Synchronized Swimming,2000,KOR,2
22429,Synchronized Swimming,2000,MEX,2
22430,Synchronized Swimming,2000,PRK,2
22431,Synchronized Swimming,2000,RUS,10
22432,Synchronized Swimming,2000,SUI,2
22433,Synchronized Swimming,2000,SVK,2
22434,Synchronized Swimming,2000,UKR,2
22435,Synchronized Swimming,2000,USA,11
22436,Synchronized Swimming,2000,VEN,2
22437,Synchronized Swimming,2004,AUS,2
22438,Synchronized Swimming,2004,BLR,2
22439,Synchronized Swimming,2004,BRA,2
22440,Synchronized Swimming,2004,BUL,2
22441,Synchronized Swimming,2004,CAN,10
22442,Synchronized Swimming,2004,CHN,10
22443,Synchronized Swimming,2004,CZE,2
22444,Synchronized Swimming,2004,EGY,2
22445,Synchronized Swimming,2004,ESP,10
22446,Synchronized Swimming,2004,FRA,2
22447,Synchronized Swimming,2004,GRE,11
22448,Synchronized Swimming,2004,ISR,2
22449,Synchronized Swimming,2004,ITA,11
22450,Synchronized Swimming,2004,JPN,11
22451,Synchronized Swimming,2004,KAZ,2
22452,Synchronized Swimming,2004,KOR,2
22453,Synchronized Swimming,2004,MEX,2
22454,Synchronized Swimming,2004,NED,2
22455,Synchronized Swimming,2004,PUR,2
22456,Synchronized Swimming,2004,RUS,11
22457,Synchronized Swimming,2004,SUI,2
22458,Synchronized Swimming,2004,SVK,2
22459,Synchronized Swimming,2004,UKR,2
22460,Synchronized Swimming,2004,USA,11
22461,Synchronized Swimming,2008,AUS,11
22462,Synchronized Swimming,2008,AUT,2
22463,Synchronized Swimming,2008,BLR,2
22464,Synchronized Swimming,2008,BRA,2
22465,Synchronized Swimming,2008,CAN,10
22466,Synchronized Swimming,2008,CHN,11
22467,Synchronized Swimming,2008,CZE,2
22468,Synchronized Swimming,2008,EGY,10
22469,Synchronized Swimming,2008,ESP,10
22470,Synchronized Swimming,2008,FRA,2
22471,Synchronized Swimming,2008,GBR,2
22472,Synchronized Swimming,2008,GRE,2
22473,Synchronized Swimming,2008,ISR,2
22474,Synchronized Swimming,2008,ITA,2
22475,Synchronized Swimming,2008,JPN,11
22476,Synchronized Swimming,2008,KAZ,2
22477,Synchronized Swimming,2008,MEX,2
22478,Synchronized Swimming,2008,NED,2
22479,Synchronized Swimming,2008,NZL,2
22480,Synchronized Swimming,2008,PRK,2
22481,Synchronized Swimming,2008,RUS,11
22482,Synchronized Swimming,2008,SUI,2
22483,Synchronized Swimming,2008,UKR,2
22484,Synchronized Swimming,2008,USA,11
22485,Synchronized Swimming,2012,ARG,2
22486,Synchronized Swimming,2012,AUS,10
22487,Synchronized Swimming,2012,AUT,2
22488,Synchronized Swimming,2012,BRA,2
22489,Synchronized Swimming,2012,CAN,11
22490,Synchronized Swimming,2012,CHN,11
22491,Synchronized Swimming,2012,CZE,2
22492,Synchronized Swimming,2012,EGY,10
22493,Synchronized Swimming,2012,ESP,10
22494,Synchronized Swimming,2012,FRA,2
22495,Synchronized Swimming,2012,GBR,11
22496,Synchronized Swimming,2012,GRE,2
22497,Synchronized Swimming,2012,HUN,2
22498,Synchronized Swimming,2012,ISR,2
22499,Synchronized Swimming,2012,ITA,2
22500,Synchronized Swimming,2012,JPN,11
22501,Synchronized Swimming,2012,KAZ,2
22502,Synchronized Swimming,2012,KOR,2
22503,Synchronized Swimming,2012,MEX,2
22504,Synchronized Swimming,2012,PRK,2
22505,Synchronized Swimming,2012,RUS,11
22506,Synchronized Swimming,2012,SUI,2
22507,Synchronized Swimming,2012,UKR,2
22508,Synchronized Swimming,2012,USA,2
22509,Synchronized Swimming,2016,ARG,2
22510,Synchronized Swimming,2016,AUS,11
22511,Synchronized Swimming,2016,AUT,2
22512,Synchronized Swimming,2016,BLR,2
22513,Synchronized Swimming,2016,BRA,11
22514,Synchronized Swimming,2016,CAN,2
22515,Synchronized Swimming,2016,CHN,11
22516,Synchronized Swimming,2016,COL,2
22517,Synchronized Swimming,2016,CZE,2
22518,Synchronized Swimming,2016,EGY,11
22519,Synchronized Swimming,2016,ESP,2
22520,Synchronized Swimming,2016,FRA,2
22521,Synchronized Swimming,2016,GBR,2
22522,Synchronized Swimming,2016,GRE,2
22523,Synchronized Swimming,2016,ISR,2
22524,Synchronized Swimming,2016,ITA,11
22525,Synchronized Swimming,2016,JPN,10
22526,Synchronized Swimming,2016,KAZ,2
22527,Synchronized Swimming,2016,MEX,2
22528,Synchronized Swimming,2016,RUS,11
22529,Synchronized Swimming,2016,SUI,2
22530,Synchronized Swimming,2016,SVK,2
22531,Synchronized Swimming,2016,UKR,10
22532,Synchronized Swimming,2016,USA,2
22533,Table Tennis,1988,ARG,1
22534,Table Tennis,1988,AUS,5
22535,Table Tennis,1988,AUT,3
22536,Table Tennis,1988,BEL,2
22537,Table Tennis,1988,BRA,4
22538,Table Tennis,1988,BUL,2
22539,Table Tennis,1988,CAN,4
22540,Table Tennis,1988,CHI,5
22541,Table Tennis,1988,CHN,12
22542,Table Tennis,1988,DOM,5
22543,Table Tennis,1988,EGY,3
22544,Table Tennis,1988,FRA,4
22545,Table Tennis,1988,FRG,10
22546,Table Tennis,1988,GBR,7
22547,Table Tennis,1988,GHA,1
22548,Table Tennis,1988,HKG,11
22549,Table Tennis,1988,HUN,8
22550,Table Tennis,1988,INA,1
22551,Table Tennis,1988,IND,5
22552,Table Tennis,1988,IRQ,1
22553,Table Tennis,1988,ITA,1
22554,Table Tennis,1988,JAM,1
22555,Table Tennis,1988,JOR,1
22556,Table Tennis,1988,JPN,12
22557,Table Tennis,1988,KOR,12
22558,Table Tennis,1988,MAS,4
22559,Table Tennis,1988,MRI,4
22560,Table Tennis,1988,NED,4
22561,Table Tennis,1988,NGR,10
22562,Table Tennis,1988,NZL,3
22563,Table Tennis,1988,PAK,1
22564,Table Tennis,1988,PER,1
22565,Table Tennis,1988,POL,5
22566,Table Tennis,1988,SWE,7
22567,Table Tennis,1988,TCH,6
22568,Table Tennis,1988,TPE,11
22569,Table Tennis,1988,TUN,5
22570,Table Tennis,1988,URS,8
22571,Table Tennis,1988,USA,5
22572,Table Tennis,1988,VEN,2
22573,Table Tennis,1988,YUG,9
22574,Table Tennis,1992,ARG,3
22575,Table Tennis,1992,AUS,3
22576,Table Tennis,1992,AUT,3
22577,Table Tennis,1992,BEL,3
22578,Table Tennis,1992,BRA,8
22579,Table Tennis,1992,BUL,1
22580,Table Tennis,1992,CAN,2
22581,Table Tennis,1992,CHI,5
22582,Table Tennis,1992,CHN,14
22583,Table Tennis,1992,CRO,3
22584,Table Tennis,1992,CUB,8
22585,Table Tennis,1992,ECU,1
22586,Table Tennis,1992,EGY,2
22587,Table Tennis,1992,ESP,7
22588,Table Tennis,1992,EST,1
22589,Table Tennis,1992,EUN,11
22590,Table Tennis,1992,FRA,9
22591,Table Tennis,1992,GBR,8
22592,Table Tennis,1992,GER,8
22593,Table Tennis,1992,GHA,4
22594,Table Tennis,1992,HKG,6
22595,Table Tennis,1992,HUN,1
22596,Table Tennis,1992,INA,5
22597,Table Tennis,1992,IND,5
22598,Table Tennis,1992,IOA,7
22599,Table Tennis,1992,IRI,1
22600,Table Tennis,1992,ITA,1
22601,Table Tennis,1992,JAM,1
22602,Table Tennis,1992,JOR,1
22603,Table Tennis,1992,JPN,14
22604,Table Tennis,1992,KOR,14
22605,Table Tennis,1992,KSA,1
22606,Table Tennis,1992,LBA,1
22607,Table Tennis,1992,MAR,1
22608,Table Tennis,1992,NED,5
22609,Table Tennis,1992,NGR,11
22610,Table Tennis,1992,NZL,5
22611,Table Tennis,1992,PER,6
22612,Table Tennis,1992,POL,4
22613,Table Tennis,1992,PRK,14
22614,Table Tennis,1992,ROU,6
22615,Table Tennis,1992,RSA,2
22616,Table Tennis,1992,SLO,1
22617,Table Tennis,1992,SWE,10
22618,Table Tennis,1992,TCH,6
22619,Table Tennis,1992,TUN,5
22620,Table Tennis,1992,UGA,1
22621,Table Tennis,1992,USA,9
22622,Table Tennis,1996,AUS,7
22623,Table Tennis,1996,AUT,6
22624,Table Tennis,1996,BEL,2
22625,Table Tennis,1996,BIH,1
22626,Table Tennis,1996,BLR,3
22627,Table Tennis,1996,BRA,7
22628,Table Tennis,1996,CAN,8
22629,Table Tennis,1996,CHI,6
22630,Table Tennis,1996,CHN,14
22631,Table Tennis,1996,CRO,6
22632,Table Tennis,1996,CZE,4
22633,Table Tennis,1996,DOM,1
22634,Table Tennis,1996,FRA,9
22635,Table Tennis,1996,GBR,5
22636,Table Tennis,1996,GER,11
22637,Table Tennis,1996,GHA,3
22638,Table Tennis,1996,GRE,2
22639,Table Tennis,1996,HKG,7
22640,Table Tennis,1996,HUN,6
22641,Table Tennis,1996,INA,2
22642,Table Tennis,1996,IND,2
22643,Table Tennis,1996,ITA,4
22644,Table Tennis,1996,JAM,4
22645,Table Tennis,1996,JPN,14
22646,Table Tennis,1996,KOR,14
22647,Table Tennis,1996,KUW,1
22648,Table Tennis,1996,LIB,1
22649,Table Tennis,1996,LTU,1
22650,Table Tennis,1996,MEX,1
22651,Table Tennis,1996,NED,10
22652,Table Tennis,1996,NGR,8
22653,Table Tennis,1996,NZL,1
22654,Table Tennis,1996,PER,3
22655,Table Tennis,1996,POL,3
22656,Table Tennis,1996,PRK,12
22657,Table Tennis,1996,QAT,1
22658,Table Tennis,1996,ROU,6
22659,Table Tennis,1996,RUS,8
22660,Table Tennis,1996,SCG,5
22661,Table Tennis,1996,SGP,1
22662,Table Tennis,1996,SUD,1
22663,Table Tennis,1996,SUI,1
22664,Table Tennis,1996,SVK,1
22665,Table Tennis,1996,SWE,11
22666,Table Tennis,1996,TKM,1
22667,Table Tennis,1996,TPE,10
22668,Table Tennis,1996,TTO,1
22669,Table Tennis,1996,TUN,1
22670,Table Tennis,1996,UGA,5
22671,Table Tennis,1996,USA,8
22672,Table Tennis,1996,VEN,1
22673,Table Tennis,2000,ALG,2
22674,Table Tennis,2000,ARG,3
22675,Table Tennis,2000,AUS,14
22676,Table Tennis,2000,AUT,7
22677,Table Tennis,2000,BEL,4
22678,Table Tennis,2000,BLR,9
22679,Table Tennis,2000,BRA,4
22680,Table Tennis,2000,CAN,10
22681,Table Tennis,2000,CHI,8
22682,Table Tennis,2000,CHN,14
22683,Table Tennis,2000,CRO,6
22684,Table Tennis,2000,CUB,7
22685,Table Tennis,2000,CZE,4
22686,Table Tennis,2000,DEN,2
22687,Table Tennis,2000,EGY,8
22688,Table Tennis,2000,FRA,8
22689,Table Tennis,2000,GBR,1
22690,Table Tennis,2000,GER,12
22691,Table Tennis,2000,GRE,4
22692,Table Tennis,2000,HKG,8
22693,Table Tennis,2000,HUN,5
22694,Table Tennis,2000,INA,3
22695,Table Tennis,2000,IND,4
22696,Table Tennis,2000,IRI,1
22697,Table Tennis,2000,JOR,1
22698,Table Tennis,2000,JPN,14
22699,Table Tennis,2000,KOR,14
22700,Table Tennis,2000,LTU,3
22701,Table Tennis,2000,LUX,3
22702,Table Tennis,2000,MRI,1
22703,Table Tennis,2000,NED,4
22704,Table Tennis,2000,NGR,10
22705,Table Tennis,2000,NZL,5
22706,Table Tennis,2000,POL,4
22707,Table Tennis,2000,QAT,1
22708,Table Tennis,2000,ROU,5
22709,Table Tennis,2000,RUS,5
22710,Table Tennis,2000,SCG,3
22711,Table Tennis,2000,SGP,4
22712,Table Tennis,2000,SWE,11
22713,Table Tennis,2000,THA,1
22714,Table Tennis,2000,TKM,1
22715,Table Tennis,2000,TPE,11
22716,Table Tennis,2000,TUN,1
22717,Table Tennis,2000,UGA,1
22718,Table Tennis,2000,UKR,1
22719,Table Tennis,2000,USA,13
22720,Table Tennis,2000,VEN,3
22721,Table Tennis,2004,ALG,7
22722,Table Tennis,2004,ARG,4
22723,Table Tennis,2004,AUS,11
22724,Table Tennis,2004,AUT,5
22725,Table Tennis,2004,BEL,1
22726,Table Tennis,2004,BIH,1
22727,Table Tennis,2004,BLR,6
22728,Table Tennis,2004,BRA,7
22729,Table Tennis,2004,CAN,6
22730,Table Tennis,2004,CHI,6
22731,Table Tennis,2004,CHN,14
22732,Table Tennis,2004,COD,4
22733,Table Tennis,2004,CRO,5
22734,Table Tennis,2004,CZE,6
22735,Table Tennis,2004,DEN,3
22736,Table Tennis,2004,DOM,2
22737,Table Tennis,2004,ESP,1
22738,Table Tennis,2004,FRA,1
22739,Table Tennis,2004,GER,12
22740,Table Tennis,2004,GRE,7
22741,Table Tennis,2004,HKG,14
22742,Table Tennis,2004,HON,1
22743,Table Tennis,2004,HUN,5
22744,Table Tennis,2004,IND,2
22745,Table Tennis,2004,IRI,1
22746,Table Tennis,2004,ISR,1
22747,Table Tennis,2004,ITA,8
22748,Table Tennis,2004,JOR,1
22749,Table Tennis,2004,JPN,12
22750,Table Tennis,2004,KOR,14
22751,Table Tennis,2004,KSA,1
22752,Table Tennis,2004,NED,4
22753,Table Tennis,2004,NGR,12
22754,Table Tennis,2004,NZL,3
22755,Table Tennis,2004,PER,1
22756,Table Tennis,2004,POL,4
22757,Table Tennis,2004,PRK,6
22758,Table Tennis,2004,ROU,6
22759,Table Tennis,2004,RUS,9
22760,Table Tennis,2004,SCG,5
22761,Table Tennis,2004,SEN,1
22762,Table Tennis,2004,SGP,7
22763,Table Tennis,2004,SWE,5
22764,Table Tennis,2004,THA,1
22765,Table Tennis,2004,TPE,7
22766,Table Tennis,2004,TUN,4
22767,Table Tennis,2004,USA,11
22768,Table Tennis,2004,UZB,1
22769,Table Tennis,2004,VEN,3
22770,Table Tennis,2004,VIE,1
22771,Table Tennis,2008,ALG,1
22772,Table Tennis,2008,ARG,2
22773,Table Tennis,2008,AUS,12
22774,Table Tennis,2008,AUT,11
22775,Table Tennis,2008,BEL,1
22776,Table Tennis,2008,BLR,4
22777,Table Tennis,2008,BRA,6
22778,Table Tennis,2008,CAN,7
22779,Table Tennis,2008,CGO,2
22780,Table Tennis,2008,CHN,12
22781,Table Tennis,2008,CMR,1
22782,Table Tennis,2008,COL,1
22783,Table Tennis,2008,CRO,11
22784,Table Tennis,2008,CZE,2
22785,Table Tennis,2008,DEN,1
22786,Table Tennis,2008,DOM,6
22787,Table Tennis,2008,EGY,5
22788,Table Tennis,2008,ESP,7
22789,Table Tennis,2008,FRA,4
22790,Table Tennis,2008,GER,11
22791,Table Tennis,2008,GRE,5
22792,Table Tennis,2008,HKG,12
22793,Table Tennis,2008,HUN,4
22794,Table Tennis,2008,IND,2
22795,Table Tennis,2008,IRI,1
22796,Table Tennis,2008,ITA,3
22797,Table Tennis,2008,JOR,1
22798,Table Tennis,2008,JPN,12
22799,Table Tennis,2008,KAZ,1
22800,Table Tennis,2008,KOR,12
22801,Table Tennis,2008,KUW,1
22802,Table Tennis,2008,LTU,1
22803,Table Tennis,2008,LUX,1
22804,Table Tennis,2008,MEX,1
22805,Table Tennis,2008,NED,5
22806,Table Tennis,2008,NGR,10
22807,Table Tennis,2008,PAR,1
22808,Table Tennis,2008,POL,6
22809,Table Tennis,2008,POR,3
22810,Table Tennis,2008,PRK,5
22811,Table Tennis,2008,ROU,6
22812,Table Tennis,2008,RUS,7
22813,Table Tennis,2008,SGP,11
22814,Table Tennis,2008,SLO,1
22815,Table Tennis,2008,SRB,1
22816,Table Tennis,2008,SVK,1
22817,Table Tennis,2008,SWE,5
22818,Table Tennis,2008,THA,1
22819,Table Tennis,2008,TPE,7
22820,Table Tennis,2008,TTO,1
22821,Table Tennis,2008,TUR,2
22822,Table Tennis,2008,UKR,3
22823,Table Tennis,2008,USA,7
22824,Table Tennis,2008,VAN,1
22825,Table Tennis,2008,VEN,1
22826,Table Tennis,2008,VIE,1
22827,Table Tennis,2012,ARG,1
22828,Table Tennis,2012,AUS,10
22829,Table Tennis,2012,AUT,10
22830,Table Tennis,2012,BEL,1
22831,Table Tennis,2012,BLR,3
22832,Table Tennis,2012,BRA,10
22833,Table Tennis,2012,CAN,6
22834,Table Tennis,2012,CGO,3
22835,Table Tennis,2012,CHI,1
22836,Table Tennis,2012,CHN,10
22837,Table Tennis,2012,CMR,1
22838,Table Tennis,2012,COL,1
22839,Table Tennis,2012,CRO,4
22840,Table Tennis,2012,CUB,1
22841,Table Tennis,2012,CZE,2
22842,Table Tennis,2012,DEN,3
22843,Table Tennis,2012,DJI,1
22844,Table Tennis,2012,DOM,1
22845,Table Tennis,2012,EGY,10
22846,Table Tennis,2012,ESP,7
22847,Table Tennis,2012,FRA,3
22848,Table Tennis,2012,GBR,8
22849,Table Tennis,2012,GER,10
22850,Table Tennis,2012,GRE,2
22851,Table Tennis,2012,HKG,10
22852,Table Tennis,2012,HUN,4
22853,Table Tennis,2012,IND,2
22854,Table Tennis,2012,IRI,2
22855,Table Tennis,2012,ITA,2
22856,Table Tennis,2012,JPN,10
22857,Table Tennis,2012,KOR,11
22858,Table Tennis,2012,KUW,1
22859,Table Tennis,2012,LAT,1
22860,Table Tennis,2012,LIB,1
22861,Table Tennis,2012,LUX,1
22862,Table Tennis,2012,MEX,1
22863,Table Tennis,2012,NED,5
22864,Table Tennis,2012,NGR,4
22865,Table Tennis,2012,PAR,1
22866,Table Tennis,2012,POL,6
22867,Table Tennis,2012,POR,6
22868,Table Tennis,2012,PRK,10
22869,Table Tennis,2012,QAT,1
22870,Table Tennis,2012,ROU,3
22871,Table Tennis,2012,RUS,7
22872,Table Tennis,2012,SGP,10
22873,Table Tennis,2012,SLO,1
22874,Table Tennis,2012,SRB,2
22875,Table Tennis,2012,SWE,5
22876,Table Tennis,2012,THA,1
22877,Table Tennis,2012,TOG,1
22878,Table Tennis,2012,TPE,3
22879,Table Tennis,2012,TUR,2
22880,Table Tennis,2012,UKR,4
22881,Table Tennis,2012,USA,6
22882,Table Tennis,2012,VAN,2
22883,Table Tennis,2012,VEN,1
22884,Table Tennis,2016,AUS,10
