,Sport,Year,NOC,count
2797,Athletics,1992,ZIM,10
2798,Athletics,1996,AFG,2
2799,Athletics,1996,AHO,1
2800,Athletics,1996,ALB,2
2801,Athletics,1996,ALG,8
2802,Athletics,1996,AND,1
2803,Athletics,1996,ANG,3
2804,Athletics,1996,ANT,14
2805,Athletics,1996,ARG,9
2806,Athletics,1996,ARM,2
2807,Athletics,1996,ARU,1
2808,Athletics,1996,ASA,2
2809,Athletics,1996,AUS,72
2810,Athletics,1996,AUT,13
2811,Athletics,1996,AZE,4
2812,Athletics,1996,BAH,29
2813,Athletics,1996,BAN,2
2814,Athletics,1996,BAR,5
2815,Athletics,1996,BDI,7
2816,Athletics,1996,BEL,14
2817,Athletics,1996,BEN,7
2818,Athletics,1996,BER,4
2819,Athletics,1996,BIH,2
2820,Athletics,1996,BIZ,4
2821,Athletics,1996,BLR,38
2822,Athletics,1996,BOL,3
2823,Athletics,1996,BOT,6
2824,Athletics,1996,BRA,50
2825,Athletics,1996,BRN,1
2826,Athletics,1996,BUL,23
2827,Athletics,1996,BUR,4
2828,Athletics,1996,CAF,5
2829,Athletics,1996,CAM,2
2830,Athletics,1996,CAN,47
2831,Athletics,1996,CAY,1
2832,Athletics,1996,CGO,2
2833,Athletics,1996,CHA,4
2834,Athletics,1996,CHI,4
2835,Athletics,1996,CHN,36
2836,Athletics,1996,CIV,7
2837,Athletics,1996,CMR,12
2838,Athletics,1996,COD,2
2839,Athletics,1996,COK,1
2840,Athletics,1996,COL,18
2841,Athletics,1996,COM,4
2842,Athletics,1996,CPV,3
2843,Athletics,1996,CRC,2
2844,Athletics,1996,CRO,3
2845,Athletics,1996,CUB,50
2846,Athletics,1996,CYP,13
2847,Athletics,1996,CZE,29
2848,Athletics,1996,DEN,7
2849,Athletics,1996,DJI,3
2850,Athletics,1996,DMA,5
2851,Athletics,1996,DOM,3
2852,Athletics,1996,ECU,4
2853,Athletics,1996,ESA,2
2854,Athletics,1996,ESP,62
2855,Athletics,1996,EST,13
2856,Athletics,1996,ETH,17
2857,Athletics,1996,FIJ,11
2858,Athletics,1996,FIN,29
2859,Athletics,1996,FRA,57
2860,Athletics,1996,GAB,6
2861,Athletics,1996,GAM,12
2862,Athletics,1996,GBR,93
2863,Athletics,1996,GBS,2
2864,Athletics,1996,GEO,2
2865,Athletics,1996,GEQ,8
2866,Athletics,1996,GER,94
2867,Athletics,1996,GHA,19
2868,Athletics,1996,GRE,29
2869,Athletics,1996,GRN,5
2870,Athletics,1996,GUA,6
2871,Athletics,1996,GUI,4
2872,Athletics,1996,GUM,2
2873,Athletics,1996,GUY,8
2874,Athletics,1996,HAI,3
2875,Athletics,1996,HKG,1
2876,Athletics,1996,HON,1
2877,Athletics,1996,HUN,23
2878,Athletics,1996,INA,1
2879,Athletics,1996,IND,6
2880,Athletics,1996,IRI,1
2881,Athletics,1996,IRL,25
2882,Athletics,1996,IRQ,1
2883,Athletics,1996,ISL,3
2884,Athletics,1996,ISR,4
2885,Athletics,1996,ISV,9
2886,Athletics,1996,ITA,59
2887,Athletics,1996,IVB,10
2888,Athletics,1996,JAM,58
2889,Athletics,1996,JOR,2
2890,Athletics,1996,JPN,39
2891,Athletics,1996,KAZ,18
2892,Athletics,1996,KEN,45
2893,Athletics,1996,KGZ,6
2894,Athletics,1996,KOR,17
2895,Athletics,1996,KSA,11
2896,Athletics,1996,KUW,1
2897,Athletics,1996,LAO,5
2898,Athletics,1996,LAT,17
2899,Athletics,1996,LBA,4
2900,Athletics,1996,LBR,7
2901,Athletics,1996,LCA,7
2902,Athletics,1996,LES,11
2903,Athletics,1996,LIE,1
2904,Athletics,1996,LTU,14
2905,Athletics,1996,LUX,1
2906,Athletics,1996,MAD,8
2907,Athletics,1996,MAR,17
2908,Athletics,1996,MAS,3
2909,Athletics,1996,MAW,2
2910,Athletics,1996,MDA,7
2911,Athletics,1996,MDV,8
2912,Athletics,1996,MEX,16
2913,Athletics,1996,MGL,2
2914,Athletics,1996,MLI,4
2915,Athletics,1996,MLT,2
2916,Athletics,1996,MOZ,1
2917,Athletics,1996,MRI,14
2918,Athletics,1996,MTN,4
2919,Athletics,1996,MYA,2
2920,Athletics,1996,NAM,4
2921,Athletics,1996,NCA,2
2922,Athletics,1996,NED,10
2923,Athletics,1996,NEP,2
2924,Athletics,1996,NGR,45
2925,Athletics,1996,NIG,3
2926,Athletics,1996,NOR,13
2927,Athletics,1996,NZL,19
2928,Athletics,1996,OMA,1
2929,Athletics,1996,PAK,2
2930,Athletics,1996,PAN,1
2931,Athletics,1996,PAR,2
2932,Athletics,1996,PER,5
2933,Athletics,1996,PHI,2
2934,Athletics,1996,PLE,1
2935,Athletics,1996,PNG,12
2936,Athletics,1996,POL,27
2937,Athletics,1996,POR,34
2938,Athletics,1996,PRK,4
2939,Athletics,1996,PUR,6
2940,Athletics,1996,QAT,10
2941,Athletics,1996,ROU,26
2942,Athletics,1996,RSA,26
2943,Athletics,1996,RUS,95
2944,Athletics,1996,RWA,4
2945,Athletics,1996,SAM,2
2946,Athletics,1996,SCG,9
2947,Athletics,1996,SEN,8
2948,Athletics,1996,SEY,2
2949,Athletics,1996,SGP,2
2950,Athletics,1996,SKN,14
2951,Athletics,1996,SLE,17
2952,Athletics,1996,SLO,10
2953,Athletics,1996,SMR,1
2954,Athletics,1996,SOL,3
2955,Athletics,1996,SOM,4
2956,Athletics,1996,SRI,6
2957,Athletics,1996,STP,2
2958,Athletics,1996,SUD,3
2959,Athletics,1996,SUI,26
2960,Athletics,1996,SUR,2
2961,Athletics,1996,SVK,16
2962,Athletics,1996,SWE,22
2963,Athletics,1996,SWZ,4
2964,Athletics,1996,SYR,1
2965,Athletics,1996,TAN,5
2966,Athletics,1996,TGA,2
2967,Athletics,1996,THA,8
2968,Athletics,1996,TJK,1
2969,Athletics,1996,TKM,1
2970,Athletics,1996,TOG,7
2971,Athletics,1996,TPE,7
2972,Athletics,1996,TTO,8
2973,Athletics,1996,TUN,6
2974,Athletics,1996,TUR,3
2975,Athletics,1996,UAE,1
2976,Athletics,1996,UGA,4
2977,Athletics,1996,UKR,50
2978,Athletics,1996,URU,2
2979,Athletics,1996,USA,137
2980,Athletics,1996,UZB,13
2981,Athletics,1996,VAN,4
2982,Athletics,1996,VEN,4
2983,Athletics,1996,VIE,2
2984,Athletics,1996,VIN,12
2985,Athletics,1996,YEM,3
2986,Athletics,1996,ZAM,4
2987,Athletics,1996,ZIM,10
2988,Athletics,2000,AHO,2
2989,Athletics,2000,ALB,2
2990,Athletics,2000,ALG,23
2991,Athletics,2000,AND,2
2992,Athletics,2000,ANG,2
2993,Athletics,2000,ANT,3
2994,Athletics,2000,ARG,11
2995,Athletics,2000,ARM,3
2996,Athletics,2000,ARU,2
2997,Athletics,2000,ASA,2
2998,Athletics,2000,AUS,104
2999,Athletics,2000,AUT,14
3000,Athletics,2000,AZE,4
3001,Athletics,2000,BAH,31
3002,Athletics,2000,BAN,2
3003,Athletics,2000,BAR,19
3004,Athletics,2000,BDI,6
3005,Athletics,2000,BEL,9
3006,Athletics,2000,BEN,2
3007,Athletics,2000,BER,1
3008,Athletics,2000,BIH,4
3009,Athletics,2000,BIZ,2
3010,Athletics,2000,BLR,31
3011,Athletics,2000,BOL,2
3012,Athletics,2000,BOT,8
3013,Athletics,2000,BRA,23
3014,Athletics,2000,BRN,2
3015,Athletics,2000,BRU,1
3016,Athletics,2000,BUL,24
3017,Athletics,2000,BUR,2
3018,Athletics,2000,CAF,2
3019,Athletics,2000,CAM,2
3020,Athletics,2000,CAN,45
3021,Athletics,2000,CAY,3
3022,Athletics,2000,CGO,2
3023,Athletics,2000,CHA,3
3024,Athletics,2000,CHI,8
3025,Athletics,2000,CHN,32
3026,Athletics,2000,CIV,12
3027,Athletics,2000,CMR,16
3028,Athletics,2000,COD,3
3029,Athletics,2000,COK,1
3030,Athletics,2000,COL,12
3031,Athletics,2000,COM,2
3032,Athletics,2000,CPV,2
3033,Athletics,2000,CRC,1
3034,Athletics,2000,CRO,18
3035,Athletics,2000,CUB,36
3036,Athletics,2000,CYP,12
3037,Athletics,2000,CZE,27
3038,Athletics,2000,DEN,4
3039,Athletics,2000,DJI,2
3040,Athletics,2000,DMA,2
3041,Athletics,2000,DOM,2
3042,Athletics,2000,ECU,3
3043,Athletics,2000,EGY,2
3044,Athletics,2000,ERI,3
3045,Athletics,2000,ESA,2
3046,Athletics,2000,ESP,63
3047,Athletics,2000,EST,5
3048,Athletics,2000,ETH,25
3049,Athletics,2000,FIJ,1
3050,Athletics,2000,FIN,27
3051,Athletics,2000,FRA,60
3052,Athletics,2000,FSM,2
3053,Athletics,2000,GAB,3
3054,Athletics,2000,GAM,2
3055,Athletics,2000,GBR,88
3056,Athletics,2000,GBS,2
3057,Athletics,2000,GEO,2
3058,Athletics,2000,GEQ,2
3059,Athletics,2000,GER,66
3060,Athletics,2000,GHA,24
3061,Athletics,2000,GRE,51
3062,Athletics,2000,GRN,2
3063,Athletics,2000,GUA,8
3064,Athletics,2000,GUI,2
3065,Athletics,2000,GUM,2
3066,Athletics,2000,GUY,4
3067,Athletics,2000,HAI,3
3068,Athletics,2000,HKG,7
3069,Athletics,2000,HON,1
3070,Athletics,2000,HUN,40
3071,Athletics,2000,INA,8
3072,Athletics,2000,IND,26
3073,Athletics,2000,IOA,2
3074,Athletics,2000,IRI,1
3075,Athletics,2000,IRL,39
3076,Athletics,2000,IRQ,2
3077,Athletics,2000,ISL,6
3078,Athletics,2000,ISR,10
3079,Athletics,2000,ISV,3
3080,Athletics,2000,ITA,50
3081,Athletics,2000,IVB,1
3082,Athletics,2000,JAM,59
3083,Athletics,2000,JOR,2
3084,Athletics,2000,JPN,50
3085,Athletics,2000,KAZ,27
3086,Athletics,2000,KEN,39
3087,Athletics,2000,KGZ,8
3088,Athletics,2000,KOR,13
3089,Athletics,2000,KSA,16
3090,Athletics,2000,KUW,5
3091,Athletics,2000,LAO,2
3092,Athletics,2000,LAT,19
3093,Athletics,2000,LBA,1
3094,Athletics,2000,LBR,10
3095,Athletics,2000,LCA,3
3096,Athletics,2000,LES,2
3097,Athletics,2000,LIB,2
3098,Athletics,2000,LTU,18
3099,Athletics,2000,MAD,9
3100,Athletics,2000,MAR,24
3101,Athletics,2000,MAS,2
3102,Athletics,2000,MAW,2
3103,Athletics,2000,MDA,11
3104,Athletics,2000,MDV,2
3105,Athletics,2000,MEX,23
3106,Athletics,2000,MGL,2
3107,Athletics,2000,MKD,2
3108,Athletics,2000,MLI,2
3109,Athletics,2000,MLT,2
3110,Athletics,2000,MOZ,2
3111,Athletics,2000,MRI,9
3112,Athletics,2000,MTN,2
3113,Athletics,2000,MYA,2
3114,Athletics,2000,NAM,6
3115,Athletics,2000,NCA,1
3116,Athletics,2000,NED,9
3117,Athletics,2000,NEP,2
3118,Athletics,2000,NGR,42
3119,Athletics,2000,NIG,2
3120,Athletics,2000,NOR,12
3121,Athletics,2000,NZL,9
3122,Athletics,2000,OMA,5
3123,Athletics,2000,PAK,2
3124,Athletics,2000,PAN,1
3125,Athletics,2000,PAR,2
3126,Athletics,2000,PER,2
3127,Athletics,2000,PHI,2
3128,Athletics,2000,PLE,1
3129,Athletics,2000,PLW,2
3130,Athletics,2000,PNG,2
3131,Athletics,2000,POL,43
3132,Athletics,2000,POR,21
3133,Athletics,2000,PRK,6
3134,Athletics,2000,PUR,8
3135,Athletics,2000,QAT,14
3136,Athletics,2000,ROU,26
3137,Athletics,2000,RSA,29
3138,Athletics,2000,RUS,122
3139,Athletics,2000,RWA,3
3140,Athletics,2000,SCG,30
3141,Athletics,2000,SEN,15
3142,Athletics,2000,SEY,2
3143,Athletics,2000,SKN,4
3144,Athletics,2000,SLE,2
3145,Athletics,2000,SLO,22
3146,Athletics,2000,SMR,1
3147,Athletics,2000,SOL,2
3148,Athletics,2000,SOM,2
3149,Athletics,2000,SRI,17
3150,Athletics,2000,STP,2
3151,Athletics,2000,SUD,2
3152,Athletics,2000,SUI,15
3153,Athletics,2000,SUR,2
3154,Athletics,2000,SVK,19
3155,Athletics,2000,SWE,14
3156,Athletics,2000,SWZ,2
3157,Athletics,2000,SYR,3
3158,Athletics,2000,TAN,4
3159,Athletics,2000,TGA,2
3160,Athletics,2000,THA,13
3161,Athletics,2000,TJK,2
3162,Athletics,2000,TKM,2
3163,Athletics,2000,TOG,2
3164,Athletics,2000,TPE,2
3165,Athletics,2000,TTO,21
3166,Athletics,2000,TUN,9
3167,Athletics,2000,TUR,5
3168,Athletics,2000,UAE,1
3169,Athletics,2000,UGA,5
3170,Athletics,2000,UKR,61
3171,Athletics,2000,URU,5
3172,Athletics,2000,USA,135
3173,Athletics,2000,UZB,25
3174,Athletics,2000,VAN,2
3175,Athletics,2000,VEN,6
3176,Athletics,2000,VIE,2
3177,Athletics,2000,VIN,2
3178,Athletics,2000,YEM,2
3179,Athletics,2000,ZAM,4
3180,Athletics,2000,ZIM,12
3181,Athletics,2004,AFG,2
3182,Athletics,2004,AHO,2
3183,Athletics,2004,ALB,2
3184,Athletics,2004,ALG,21
3185,Athletics,2004,AND,2
3186,Athletics,2004,ANG,1
3187,Athletics,2004,ANT,3
3188,Athletics,2004,ARG,8
3189,Athletics,2004,ARM,2
3190,Athletics,2004,ARU,1
3191,Athletics,2004,ASA,2
3192,Athletics,2004,AUS,45
3193,Athletics,2004,AUT,7
3194,Athletics,2004,AZE,4
3195,Athletics,2004,BAH,20
3196,Athletics,2004,BAN,1
3197,Athletics,2004,BAR,3
3198,Athletics,2004,BDI,5
3199,Athletics,2004,BEL,11
3200,Athletics,2004,BEN,2
3201,Athletics,2004,BER,1
3202,Athletics,2004,BIH,2
3203,Athletics,2004,BIZ,2
3204,Athletics,2004,BLR,44
3205,Athletics,2004,BOL,2
