NOC,Sport,Unnamed: 0,count
MEX,Modern Pentathlon,15651,2
POL,Modern Pentathlon,15652,3
RUS,Modern Pentathlon,15653,3
TUR,Modern Pentathlon,15654,1
UKR,Modern Pentathlon,15655,3
USA,Modern Pentathlon,15656,3
AUS,Rhythmic Gymnastics,16136,1
AUT,Rhythmic Gymnastics,16137,1
AZE,Rhythmic Gymnastics,16138,1
BLR,Rhythmic Gymnastics,16139,7
BRA,Rhythmic Gymnastics,16140,6
BUL,Rhythmic Gymnastics,16141,6
CHN,Rhythmic Gymnastics,16142,6
CPV,Rhythmic Gymnastics,16143,1
ESP,Rhythmic Gymnastics,16144,6
FIN,Rhythmic Gymnastics,16145,1
FRA,Rhythmic Gymnastics,16146,1
GEO,Rhythmic Gymnastics,16147,1
GER,Rhythmic Gymnastics,16148,6
GRE,Rhythmic Gymnastics,16149,6
ISR,Rhythmic Gymnastics,16150,6
ITA,Rhythmic Gymnastics,16151,6
JPN,Rhythmic Gymnastics,16152,6
KAZ,Rhythmic Gymnastics,16153,1
KOR,Rhythmic Gymnastics,16154,1
ROU,Rhythmic Gymnastics,16155,1
RUS,Rhythmic Gymnastics,16156,7
UKR,Rhythmic Gymnastics,16157,6
USA,Rhythmic Gymnastics,16158,6
UZB,Rhythmic Gymnastics,16159,6
ALG,Rowing,16929,2
ANG,Rowing,16930,2
ARG,Rowing,16931,2
AUS,Rowing,16932,29
AUT,Rowing,16933,3
AZE,Rowing,16934,2
BAH,Rowing,16935,1
BEL,Rowing,16936,1
BER,Rowing,16937,1
BLR,Rowing,16938,10
BRA,Rowing,16939,4
BUL,Rowing,16940,2
CAN,Rowing,16941,26
CHI,Rowing,16942,4
CHN,Rowing,16943,17
CRO,Rowing,16944,3
CUB,Rowing,16945,7
CZE,Rowing,16946,10
DEN,Rowing,16947,13
ECU,Rowing,16948,1
EGY,Rowing,16949,2
ESP,Rowing,16950,4
EST,Rowing,16951,4
FRA,Rowing,16952,18
GBR,Rowing,16953,43
GER,Rowing,16954,35
GRE,Rowing,16955,10
HKG,Rowing,16956,4
HUN,Rowing,16957,3
INA,Rowing,16958,2
IND,Rowing,16959,1
IRI,Rowing,16960,1
IRL,Rowing,16961,5
IRQ,Rowing,16962,1
ITA,Rowing,16963,27
JPN,Rowing,16964,4
KAZ,Rowing,16965,2
KOR,Rowing,16966,2
LBA,Rowing,16967,1
LTU,Rowing,16968,10
MEX,Rowing,16969,2
NED,Rowing,16970,36
NGR,Rowing,16971,1
NOR,Rowing,16972,5
NZL,Rowing,16973,38
PAR,Rowing,16974,2
PER,Rowing,16975,2
POL,Rowing,16976,26
ROU,Rowing,16977,19
RSA,Rowing,16978,12
RUS,Rowing,16979,4
SGP,Rowing,16980,1
SRB,Rowing,16981,4
SUI,Rowing,16982,11
SWE,Rowing,16983,1
THA,Rowing,16984,2
TOG,Rowing,16985,1
TPE,Rowing,16986,1
TTO,Rowing,16987,1
TUN,Rowing,16988,3
TUR,Rowing,16989,2
UKR,Rowing,16990,8
URU,Rowing,16991,1
USA,Rowing,16992,41
UZB,Rowing,16993,1
VAN,Rowing,16994,1
VEN,Rowing,16995,1
VIE,Rowing,16996,2
ZIM,Rowing,16997,2
ARG,Rugby Sevens,17010,13
AUS,Rugby Sevens,17011,25
BRA,Rugby Sevens,17012,25
CAN,Rugby Sevens,17013,12
COL,Rugby Sevens,17014,12
ESP,Rugby Sevens,17015,25
FIJ,Rugby Sevens,17016,26
FRA,Rugby Sevens,17017,25
GBR,Rugby Sevens,17018,24
JPN,Rugby Sevens,17019,25
KEN,Rugby Sevens,17020,24
NZL,Rugby Sevens,17021,25
RSA,Rugby Sevens,17022,13
USA,Rugby Sevens,17023,25
ALG,Sailing,17959,3
ANG,Sailing,17960,3
ARG,Sailing,17961,13
ARU,Sailing,17962,3
AUS,Sailing,17963,11
AUT,Sailing,17964,8
BEL,Sailing,17965,4
BER,Sailing,17966,2
BLR,Sailing,17967,2
BRA,Sailing,17968,15
CAN,Sailing,17969,9
CAY,Sailing,17970,1
CHI,Sailing,17971,9
CHN,Sailing,17972,8
COK,Sailing,17973,2
COL,Sailing,17974,1
CRO,Sailing,17975,8
CYP,Sailing,17976,2
CZE,Sailing,17977,3
DEN,Sailing,17978,11
EGY,Sailing,17979,1
ESA,Sailing,17980,1
ESP,Sailing,17981,14
EST,Sailing,17982,5
FIN,Sailing,17983,8
FRA,Sailing,17984,15
GBR,Sailing,17985,15
GER,Sailing,17986,12
GRE,Sailing,17987,7
GUA,Sailing,17988,1
HKG,Sailing,17989,2
HUN,Sailing,17990,5
IRL,Sailing,17991,6
ISR,Sailing,17992,6
ISV,Sailing,17993,1
ITA,Sailing,17994,13
JPN,Sailing,17995,11
KOR,Sailing,17996,4
LAT,Sailing,17997,1
LCA,Sailing,17998,1
LTU,Sailing,17999,2
MAS,Sailing,18000,2
MEX,Sailing,18001,3
MNE,Sailing,18002,1
NED,Sailing,18003,11
NOR,Sailing,18004,6
NZL,Sailing,18005,12
PER,Sailing,18006,2
POL,Sailing,18007,7
POR,Sailing,18008,5
RSA,Sailing,18009,3
RUS,Sailing,18010,7
SEY,Sailing,18011,3
SGP,Sailing,18012,10
SLO,Sailing,18013,3
SUI,Sailing,18014,9
SWE,Sailing,18015,7
THA,Sailing,18016,4
TPE,Sailing,18017,1
TTO,Sailing,18018,1
TUN,Sailing,18019,4
TUR,Sailing,18020,6
UKR,Sailing,18021,3
URU,Sailing,18022,4
USA,Sailing,18023,15
VEN,Sailing,18024,2
ALG,Shooting,19350,1
AND,Shooting,19351,1
ANG,Shooting,19352,1
ARG,Shooting,19353,6
ARM,Shooting,19354,1
AUS,Shooting,19355,23
AUT,Shooting,19356,9
AZE,Shooting,19357,2
BAN,Shooting,19358,1
BAR,Shooting,19359,1
BEL,Shooting,19360,1
BHU,Shooting,19361,1
BIH,Shooting,19362,1
BLR,Shooting,19363,8
BOL,Shooting,19364,2
BRA,Shooting,19365,13
BRN,Shooting,19366,1
BUL,Shooting,19367,7
CAN,Shooting,19368,3
CHI,Shooting,19369,1
CHN,Shooting,19370,25
COL,Shooting,19371,1
CRO,Shooting,19372,10
CUB,Shooting,19373,13
CYP,Shooting,19374,2
CZE,Shooting,19375,9
DEN,Shooting,19376,4
DOM,Shooting,19377,1
ECU,Shooting,19378,1
EGY,Shooting,19379,15
ESA,Shooting,19380,1
ESP,Shooting,19381,8
EST,Shooting,19382,1
FIJ,Shooting,19383,1
FIN,Shooting,19384,2
FRA,Shooting,19385,14
GBR,Shooting,19386,7
GEO,Shooting,19387,4
GER,Shooting,19388,18
GRE,Shooting,19389,3
GUA,Shooting,19390,2
HUN,Shooting,19391,14
IND,Shooting,19392,18
IOA,Shooting,19393,6
IRI,Shooting,19394,8
ISR,Shooting,19395,2
ITA,Shooting,19396,20
JPN,Shooting,19397,12
KAZ,Shooting,19398,10
KOR,Shooting,19399,20
KOS,Shooting,19400,1
KSA,Shooting,19401,2
LAT,Shooting,19402,1
LIB,Shooting,19403,1
LTU,Shooting,19404,1
MAR,Shooting,19405,2
MAS,Shooting,19406,2
MEX,Shooting,19407,2
MGL,Shooting,19408,6
MKD,Shooting,19409,1
MLT,Shooting,19410,3
MYA,Shooting,19411,2
NAM,Shooting,19412,1
NCA,Shooting,19413,1
NOR,Shooting,19414,8
NZL,Shooting,19415,3
OMA,Shooting,19416,2
PAK,Shooting,19417,2
PAN,Shooting,19418,2
PAR,Shooting,19419,1
PER,Shooting,19420,4
POL,Shooting,19421,9
POR,Shooting,19422,2
PRK,Shooting,19423,7
PUR,Shooting,19424,2
QAT,Shooting,19425,2
ROU,Shooting,19426,1
RUS,Shooting,19427,24
SGP,Shooting,19428,4
SLO,Shooting,19429,3
SMR,Shooting,19430,3
SRB,Shooting,19431,18
SRI,Shooting,19432,2
SUI,Shooting,19433,7
SVK,Shooting,19434,7
SWE,Shooting,19435,3
THA,Shooting,19436,9
TPE,Shooting,19437,6
TUN,Shooting,19438,2
TUR,Shooting,19439,6
UAE,Shooting,19440,3
UKR,Shooting,19441,16
USA,Shooting,19442,26
UZB,Shooting,19443,1
VEN,Shooting,19444,3
VIE,Shooting,19445,4
ZIM,Shooting,19446,1
ALB,Swimming,22171,2
ALG,Swimming,22172,2
AND,Swimming,22173,1
ANG,Swimming,22174,2
ANT,Swimming,22175,2
ARG,Swimming,22176,10
ARM,Swimming,22177,1
ARU,Swimming,22178,2
AUS,Swimming,22179,83
AUT,Swimming,22180,8
AZE,Swimming,22181,2
BAH,Swimming,22182,6
BAN,Swimming,22183,2
BAR,Swimming,22184,2
BDI,Swimming,22185,2
BEL,Swimming,22186,21
BEN,Swimming,22187,2
BER,Swimming,22188,2
BIH,Swimming,22189,2
BLR,Swimming,22190,9
BOL,Swimming,22191,2
BOT,Swimming,22192,2
BRA,Swimming,22193,62
BRN,Swimming,22194,2
BUL,Swimming,22195,4
BUR,Swimming,22196,2
CAF,Swimming,22197,2
CAM,Swimming,22198,2
CAN,Swimming,22199,61
CAY,Swimming,22200,2
CGO,Swimming,22201,2
CHI,Swimming,22202,3
CHN,Swimming,22203,75
CIV,Swimming,22204,2
COK,Swimming,22205,2
COL,Swimming,22206,5
COM,Swimming,22207,2
CRC,Swimming,22208,1
CRO,Swimming,22209,4
CUB,Swimming,22210,2
CYP,Swimming,22211,2
CZE,Swimming,22212,17
DEN,Swimming,22213,27
DJI,Swimming,22214,1
DOM,Swimming,22215,2
ECU,Swimming,22216,3
EGY,Swimming,22217,10
ESA,Swimming,22218,4
ESP,Swimming,22219,43
EST,Swimming,22220,2
ETH,Swimming,22221,2
FIJ,Swimming,22222,2
FIN,Swimming,22223,15
FRA,Swimming,22224,54
FSM,Swimming,22225,2
GAB,Swimming,22226,1
GAM,Swimming,22227,1
GBR,Swimming,22228,54
GEO,Swimming,22229,2
GER,Swimming,22230,52
GHA,Swimming,22231,2
GRE,Swimming,22232,24
GRN,Swimming,22233,2
GUA,Swimming,22234,3
GUI,Swimming,22235,2
GUM,Swimming,22236,2
GUY,Swimming,22237,2
HAI,Swimming,22238,2
HKG,Swimming,22239,12
HON,Swimming,22240,2
HUN,Swimming,22241,60
INA,Swimming,22242,2
IND,Swimming,22243,2
IOA,Swimming,22244,2
IRI,Swimming,22245,1
IRL,Swimming,22246,7
ISL,Swimming,22247,6
ISR,Swimming,22248,17
ISV,Swimming,22249,2
ITA,Swimming,22250,60
IVB,Swimming,22251,1
JAM,Swimming,22252,2
JOR,Swimming,22253,2
JPN,Swimming,22254,68
KAZ,Swimming,22255,4
KEN,Swimming,22256,2
KGZ,Swimming,22257,2
KOR,Swimming,22258,11
KOS,Swimming,22259,2
LAO,Swimming,22260,2
LAT,Swimming,22261,2
LBA,Swimming,22262,2
LCA,Swimming,22263,1
LIB,Swimming,22264,2
LIE,Swimming,22265,2
LTU,Swimming,22266,12
LUX,Swimming,22267,7
MAD,Swimming,22268,2
MAR,Swimming,22269,2
MAS,Swimming,22270,5
MAW,Swimming,22271,2
MDA,Swimming,22272,2
MDV,Swimming,22273,2
MEX,Swimming,22274,3
MGL,Swimming,22275,2
MHL,Swimming,22276,2
MKD,Swimming,22277,2
MLI,Swimming,22278,2
MLT,Swimming,22279,2
MNE,Swimming,22280,2
MOZ,Swimming,22281,2
MRI,Swimming,22282,2
MYA,Swimming,22283,2
NCA,Swimming,22284,2
NED,Swimming,22285,30
NEP,Swimming,22286,2
NGR,Swimming,22287,2
NIG,Swimming,22288,2
NOR,Swimming,22289,5
NZL,Swimming,22290,16
PAK,Swimming,22291,2
PAN,Swimming,22292,2
PAR,Swimming,22293,2
PER,Swimming,22294,2
PHI,Swimming,22295,2
PLE,Swimming,22296,2
PLW,Swimming,22297,2
PNG,Swimming,22298,1
POL,Swimming,22299,37
POR,Swimming,22300,7
PUR,Swimming,22301,1
QAT,Swimming,22302,2
ROT,Swimming,22303,4
ROU,Swimming,22304,9
RSA,Swimming,22305,25
RUS,Swimming,22306,74
RWA,Swimming,22307,2
SAM,Swimming,22308,2
SEN,Swimming,22309,2
SEY,Swimming,22310,2
SGP,Swimming,22311,6
SLE,Swimming,22312,2
SLO,Swimming,22313,14
SRB,Swimming,22314,8
SRI,Swimming,22315,2
SUD,Swimming,22316,2
SUI,Swimming,22317,16
SUR,Swimming,22318,2
SVK,Swimming,22319,6
SWE,Swimming,22320,29
SYR,Swimming,22321,2
TAN,Swimming,22322,2
TGA,Swimming,22323,2
THA,Swimming,22324,2
TJK,Swimming,22325,2
TKM,Swimming,22326,2
TOG,Swimming,22327,2
TPE,Swimming,22328,2
TTO,Swimming,22329,2
TUN,Swimming,22330,5
TUR,Swimming,22331,6
UAE,Swimming,22332,2
UGA,Swimming,22333,2
UKR,Swimming,22334,8
URU,Swimming,22335,2
USA,Swimming,22336,99
UZB,Swimming,22337,3
VEN,Swimming,22338,13
VIE,Swimming,22339,4
VIN,Swimming,22340,2
YEM,Swimming,22341,1
ZAM,Swimming,22342,2
ZIM,Swimming,22343,3
ARG,Synchronized Swimming,22509,2
AUS,Synchronized Swimming,22510,11
AUT,Synchronized Swimming,22511,2
BLR,Synchronized Swimming,22512,2
BRA,Synchronized Swimming,22513,11
CAN,Synchronized Swimming,22514,2
CHN,Synchronized Swimming,22515,11
COL,Synchronized Swimming,22516,2
CZE,Synchronized Swimming,22517,2
EGY,Synchronized Swimming,22518,11
ESP,Synchronized Swimming,22519,2
FRA,Synchronized Swimming,22520,2
GBR,Synchronized Swimming,22521,2
GRE,Synchronized Swimming,22522,2
ISR,Synchronized Swimming,22523,2
ITA,Synchronized Swimming,22524,11
JPN,Synchronized Swimming,22525,10
KAZ,Synchronized Swimming,22526,2
MEX,Synchronized Swimming,22527,2
RUS,Synchronized Swimming,22528,11
SUI,Synchronized Swimming,22529,2
SVK,Synchronized Swimming,22530,2
UKR,Synchronized Swimming,22531,10
USA,Synchronized Swimming,22532,2
AUS,Table Tennis,22884,10
AUT,Table Tennis,22885,10
BLR,Table Tennis,22886,3
BRA,Table Tennis,22887,10
CAN,Table Tennis,22888,2
CGO,Table Tennis,22889,3
CHN,Table Tennis,22890,10
COL,Table Tennis,22891,1
CRO,Table Tennis,22892,1
CUB,Table Tennis,22893,2
CZE,Table Tennis,22894,4
DEN,Table Tennis,22895,1
EGY,Table Tennis,22896,7
ESP,Table Tennis,22897,3
FIJ,Table Tennis,22898,1
FIN,Table Tennis,22899,1
FRA,Table Tennis,22900,6
GBR,Table Tennis,22901,5
GER,Table Tennis,22902,10
GRE,Table Tennis,22903,1
HKG,Table Tennis,22904,10
HUN,Table Tennis,22905,3
IND,Table Tennis,22906,4
IRI,Table Tennis,22907,3
JPN,Table Tennis,22908,10
KAZ,Table Tennis,22909,1
KOR,Table Tennis,22910,10
LIB,Table Tennis,22911,1
LUX,Table Tennis,22912,1
MEX,Table Tennis,22913,2
NED,Table Tennis,22914,5
NGR,Table Tennis,22915,7
PAR,Table Tennis,22916,1
PHI,Table Tennis,22917,1
POL,Table Tennis,22918,10
POR,Table Tennis,22919,7
PRK,Table Tennis,22920,5
PUR,Table Tennis,22921,2
QAT,Table Tennis,22922,1
ROU,Table Tennis,22923,7
RUS,Table Tennis,22924,3
SGP,Table Tennis,22925,7
SLO,Table Tennis,22926,1
SRB,Table Tennis,22927,1
SVK,Table Tennis,22928,3
SWE,Table Tennis,22929,7
SYR,Table Tennis,22930,1
THA,Table Tennis,22931,3
TPE,Table Tennis,22932,10
TUN,Table Tennis,22933,1
TUR,Table Tennis,22934,2
UKR,Table Tennis,22935,2
USA,Table Tennis,22936,10
UZB,Table Tennis,22937,1
VAN,Table Tennis,22938,1
VEN,Table Tennis,22939,1
ARU,Taekwondo,23175,1
AUS,Taekwondo,23176,4
AZE,Taekwondo,23177,4
BEL,Taekwondo,23178,3
BRA,Taekwondo,23179,4
CAF,Taekwondo,23180,1
CAM,Taekwondo,23181,1
CAN,Taekwondo,23182,1
CHI,Taekwondo,23183,1
CHN,Taekwondo,23184,4
CIV,Taekwondo,23185,3
COD,Taekwondo,23186,1
COL,Taekwondo,23187,2
CPV,Taekwondo,23188,1
CRO,Taekwondo,23189,3
CUB,Taekwondo,23190,1
DOM,Taekwondo,23191,3
EGY,Taekwondo,23192,3
ESP,Taekwondo,23193,3
FIN,Taekwondo,23194,1
FRA,Taekwondo,23195,4
GAB,Taekwondo,23196,1
GBR,Taekwondo,23197,4
GER,Taekwondo,23198,2
HAI,Taekwondo,23199,1
HON,Taekwondo,23200,1
IRI,Taekwondo,23201,4
ISR,Taekwondo,23202,1
JOR,Taekwondo,23203,1
JPN,Taekwondo,23204,1
KAZ,Taekwondo,23205,3
KOR,Taekwondo,23206,5
LBA,Taekwondo,23207,1
MAR,Taekwondo,23208,3
MDA,Taekwondo,23209,1
MEX,Taekwondo,23210,4
MGL,Taekwondo,23211,1
MLI,Taekwondo,23212,1
NED,Taekwondo,23213,1
NEP,Taekwondo,23214,1
NIG,Taekwondo,23215,1
NOR,Taekwondo,23216,1
NZL,Taekwondo,23217,1
PAN,Taekwondo,23218,1
PER,Taekwondo,23219,1
PHI,Taekwondo,23220,1
PNG,Taekwondo,23221,2
POL,Taekwondo,23222,2
POR,Taekwondo,23223,1
PUR,Taekwondo,23224,1
RUS,Taekwondo,23225,3
SEN,Taekwondo,23226,1
SRB,Taekwondo,23227,2
SWE,Taekwondo,23228,2
TGA,Taekwondo,23229,1
THA,Taekwondo,23230,3
TPE,Taekwondo,23231,3
TUN,Taekwondo,23232,3
TUR,Taekwondo,23233,2
USA,Taekwondo,23234,4
UZB,Taekwondo,23235,3
VEN,Taekwondo,23236,1
ARG,Tennis,23657,8
AUS,Tennis,23658,14
AUT,Tennis,23659,2
BAR,Tennis,23660,1
BEL,Tennis,23661,5
BIH,Tennis,23662,2
BLR,Tennis,23663,2
BRA,Tennis,23664,11
BUL,Tennis,23665,2
CAN,Tennis,23666,6
CHI,Tennis,23667,2
CHN,Tennis,23668,8
COL,Tennis,23669,3
CRO,Tennis,23670,5
CZE,Tennis,23671,13
DEN,Tennis,23672,1
DOM,Tennis,23673,1
ESP,Tennis,23674,16
FRA,Tennis,23675,17
GBR,Tennis,23676,14
GEO,Tennis,23677,1
GER,Tennis,23678,11
HUN,Tennis,23679,3
IND,Tennis,23680,6
ISR,Tennis,23681,1
ITA,Tennis,23682,13
JPN,Tennis,23683,7
KAZ,Tennis,23684,3
LAT,Tennis,23685,1
LIE,Tennis,23686,1
LTU,Tennis,23687,1
LUX,Tennis,23688,1
MDA,Tennis,23689,1
MEX,Tennis,23690,2
MNE,Tennis,23691,1
NED,Tennis,23692,6
NZL,Tennis,23693,2
PAR,Tennis,23694,1
POL,Tennis,23695,9
POR,Tennis,23696,4
PUR,Tennis,23697,1
ROU,Tennis,23698,11
RUS,Tennis,23699,11
SLO,Tennis,23700,1
SRB,Tennis,23701,8
SUI,Tennis,23702,3
SVK,Tennis,23703,4
SWE,Tennis,23704,1
THA,Tennis,23705,2
TPE,Tennis,23706,3
TUN,Tennis,23707,2
TUR,Tennis,23708,1
UKR,Tennis,23709,8
URU,Tennis,23710,1
USA,Tennis,23711,20
UZB,Tennis,23712,1
AUS,Trampolining,23784,1
BLR,Trampolining,23785,3
BRA,Trampolining,23786,1
CAN,Trampolining,23787,2
CHN,Trampolining,23788,4
FRA,Trampolining,23789,2
GBR,Trampolining,23790,3
GEO,Trampolining,23791,1
GER,Trampolining,23792,1
JPN,Trampolining,23793,3
KAZ,Trampolining,23794,1
NZL,Trampolining,23795,1
POR,Trampolining,23796,2
RUS,Trampolining,23797,3
UKR,Trampolining,23798,1
USA,Trampolining,23799,2
UZB,Trampolining,23800,1
ARG,Triathlon,23944,2
AUS,Triathlon,23945,6
AUT,Triathlon,23946,3
AZE,Triathlon,23947,1
BAR,Triathlon,23948,1
BEL,Triathlon,23949,4
BER,Triathlon,23950,1
BRA,Triathlon,23951,2
CAN,Triathlon,23952,5
CHI,Triathlon,23953,1
CHN,Triathlon,23954,2
CRC,Triathlon,23955,1
CZE,Triathlon,23956,1
DEN,Triathlon,23957,1
ECU,Triathlon,23958,1
ESP,Triathlon,23959,6
EST,Triathlon,23960,1
FRA,Triathlon,23961,5
GBR,Triathlon,23962,6
GER,Triathlon,23963,2
HUN,Triathlon,23964,4
IRL,Triathlon,23965,2
ISR,Triathlon,23966,1
ITA,Triathlon,23967,4
JOR,Triathlon,23968,1
JPN,Triathlon,23969,4
MEX,Triathlon,23970,5
MRI,Triathlon,23971,1
NED,Triathlon,23972,1
NOR,Triathlon,23973,1
NZL,Triathlon,23974,4
POL,Triathlon,23975,1
POR,Triathlon,23976,3
PUR,Triathlon,23977,1
RSA,Triathlon,23978,4
RUS,Triathlon,23979,6
SLO,Triathlon,23980,1
SUI,Triathlon,23981,4
SVK,Triathlon,23982,1
SWE,Triathlon,23983,1
UKR,Triathlon,23984,2
USA,Triathlon,23985,6
ARG,Volleyball,24198,24
BRA,Volleyball,24199,24
CAN,Volleyball,24200,12
CHN,Volleyball,24201,12
CMR,Volleyball,24202,10
CUB,Volleyball,24203,11
EGY,Volleyball,24204,12
FRA,Volleyball,24205,10
IRI,Volleyball,24206,12
ITA,Volleyball,24207,24
JPN,Volleyball,24208,12
KOR,Volleyball,24209,12
MEX,Volleyball,24210,12
NED,Volleyball,24211,12
POL,Volleyball,24212,12
PUR,Volleyball,24213,12
RUS,Volleyball,24214,24
SRB,Volleyball,24215,12
USA,Volleyball,24216,24
AUS,Water Polo,24528,26
BRA,Water Polo,24529,26
CHN,Water Polo,24530,13
CRO,Water Polo,24531,13
ESP,Water Polo,24532,26
FRA,Water Polo,24533,12
GRE,Water Polo,24534,13
HUN,Water Polo,24535,26
ITA,Water Polo,24536,26
JPN,Water Polo,24537,12
MNE,Water Polo,24538,13
RUS,Water Polo,24539,13
SRB,Water Polo,24540,13
USA,Water Polo,24541,26
ALB,Weightlifting,25602,2
ALG,Weightlifting,25603,2
ARG,Weightlifting,25604,1
ARM,Weightlifting,25605,7
ASA,Weightlifting,25606,1
AUS,Weightlifting,25607,2
AUT,Weightlifting,25608,1
BEL,Weightlifting,25609,1
BLR,Weightlifting,25610,8
BRA,Weightlifting,25611,5
CAN,Weightlifting,25612,2
CHI,Weightlifting,25613,2
CHN,Weightlifting,25614,10
CMR,Weightlifting,25615,2
COK,Weightlifting,25616,1
COL,Weightlifting,25617,9
CRO,Weightlifting,25618,1
CUB,Weightlifting,25619,2
CZE,Weightlifting,25620,1
DOM,Weightlifting,25621,3
ECU,Weightlifting,25622,3
EGY,Weightlifting,25623,9
ESA,Weightlifting,25624,1
ESP,Weightlifting,25625,4
EST,Weightlifting,25626,1
FIJ,Weightlifting,25627,2
FIN,Weightlifting,25628,2
FRA,Weightlifting,25629,5
GBR,Weightlifting,25630,2
GEO,Weightlifting,25631,4
GER,Weightlifting,25632,5
GHA,Weightlifting,25633,1
GRE,Weightlifting,25634,1
GUA,Weightlifting,25635,1
HAI,Weightlifting,25636,1
HON,Weightlifting,25637,1
HUN,Weightlifting,25638,1
INA,Weightlifting,25639,7
IND,Weightlifting,25640,2
IRI,Weightlifting,25641,5
IRQ,Weightlifting,25642,1
ISR,Weightlifting,25643,1
ITA,Weightlifting,25644,2
JPN,Weightlifting,25645,7
KAZ,Weightlifting,25646,8
KEN,Weightlifting,25647,1
KGZ,Weightlifting,25648,2
KIR,Weightlifting,25649,1
KOR,Weightlifting,25650,7
KSA,Weightlifting,25651,1
LAT,Weightlifting,25652,2
LTU,Weightlifting,25653,1
MAD,Weightlifting,25654,1
MAR,Weightlifting,25655,2
MAS,Weightlifting,25656,1
MDA,Weightlifting,25657,3
MEX,Weightlifting,25658,4
MGL,Weightlifting,25659,2
MHL,Weightlifting,25660,1
MLT,Weightlifting,25661,1
MRI,Weightlifting,25662,1
NCA,Weightlifting,25663,1
NGR,Weightlifting,25664,1
NRU,Weightlifting,25665,1
NZL,Weightlifting,25666,2
PER,Weightlifting,25667,2
PHI,Weightlifting,25668,2
PNG,Weightlifting,25669,1
POL,Weightlifting,25670,3
PRK,Weightlifting,25671,7
PUR,Weightlifting,25672,1
QAT,Weightlifting,25673,1
ROU,Weightlifting,25674,4
SAM,Weightlifting,25675,2
SEY,Weightlifting,25676,1
SOL,Weightlifting,25677,1
SRI,Weightlifting,25678,1
SVK,Weightlifting,25679,1
SWE,Weightlifting,25680,1
SYR,Weightlifting,25681,1
THA,Weightlifting,25682,9
TKM,Weightlifting,25683,2
TPE,Weightlifting,25684,6
TUN,Weightlifting,25685,2
TUR,Weightlifting,25686,4
UAE,Weightlifting,25687,1
UKR,Weightlifting,25688,8
URU,Weightlifting,25689,1
USA,Weightlifting,25690,4
UZB,Weightlifting,25691,5
VEN,Weightlifting,25692,4
VIE,Weightlifting,25693,4
ALG,Wrestling,26720,3
ARG,Wrestling,26721,1
ARM,Wrestling,26722,8
AUS,Wrestling,26723,3
AUT,Wrestling,26724,1
AZE,Wrestling,26725,14
BLR,Wrestling,26726,8
BRA,Wrestling,26727,5
BRN,Wrestling,26728,1
BUL,Wrestling,26729,11
CAM,Wrestling,26730,1
CAN,Wrestling,26731,8
CHN,Wrestling,26732,13
CMR,Wrestling,26733,3
COL,Wrestling,26734,5
CRO,Wrestling,26735,1
CUB,Wrestling,26736,10
CZE,Wrestling,26737,1
DEN,Wrestling,26738,1
ECU,Wrestling,26739,2
EGY,Wrestling,26740,10
ESP,Wrestling,26741,1
EST,Wrestling,26742,3
FIN,Wrestling,26743,3
FRA,Wrestling,26744,2
GBS,Wrestling,26745,2
GEO,Wrestling,26746,11
GER,Wrestling,26747,7
GRE,Wrestling,26748,1
HAI,Wrestling,26749,1
HUN,Wrestling,26750,8
IND,Wrestling,26751,7
IRI,Wrestling,26752,12
ISR,Wrestling,26753,1
ITA,Wrestling,26754,2
JPN,Wrestling,26755,10
KAZ,Wrestling,26756,12
KGZ,Wrestling,26757,7
KOR,Wrestling,26758,5
LAT,Wrestling,26759,1
LTU,Wrestling,26760,1
MAR,Wrestling,26761,3
MDA,Wrestling,26762,3
MEX,Wrestling,26763,1
MGL,Wrestling,26764,10
NED,Wrestling,26765,1
NGR,Wrestling,26766,7
NOR,Wrestling,26767,2
PER,Wrestling,26768,1
PLW,Wrestling,26769,1
POL,Wrestling,26770,8
PRK,Wrestling,26771,4
PUR,Wrestling,26772,2
ROU,Wrestling,26773,5
RUS,Wrestling,26774,17
SEN,Wrestling,26775,2
SRB,Wrestling,26776,3
SWE,Wrestling,26777,7
TPE,Wrestling,26778,1
TUN,Wrestling,26779,4
TUR,Wrestling,26780,14
UKR,Wrestling,26781,11
USA,Wrestling,26782,14
UZB,Wrestling,26783,8
VEN,Wrestling,26784,9
VIE,Wrestling,26785,1
