,Year,Weight,Sport,count
3545,1960,74.0,Cycling,11
3546,1960,74.0,Diving,5
3547,1960,74.0,Equestrianism,3
3548,1960,74.0,Fencing,36
3549,1960,74.0,Figure Skating,1
3550,1960,74.0,Football,8
3551,1960,74.0,Hockey,7
3552,1960,74.0,Ice Hockey,9
3553,1960,74.0,Rowing,7
3554,1960,74.0,Sailing,16
3555,1960,74.0,Shooting,17
3556,1960,74.0,Ski Jumping,1
3557,1960,74.0,Swimming,20
3558,1960,74.0,Water Polo,8
3559,1960,74.0,Weightlifting,7
3560,1960,74.0,Wrestling,3
3561,1960,75.0,Alpine Skiing,6
3562,1960,75.0,Athletics,58
3563,1960,75.0,Basketball,5
3564,1960,75.0,Biathlon,2
3565,1960,75.0,Boxing,15
3566,1960,75.0,Canoeing,16
3567,1960,75.0,Cycling,18
3568,1960,75.0,Diving,3
3569,1960,75.0,Equestrianism,18
3570,1960,75.0,Fencing,32
3571,1960,75.0,Football,8
3572,1960,75.0,Gymnastics,16
3573,1960,75.0,Hockey,12
3574,1960,75.0,Ice Hockey,2
3575,1960,75.0,Modern Pentathlon,11
3576,1960,75.0,Nordic Combined,1
3577,1960,75.0,Rowing,12
3578,1960,75.0,Sailing,22
3579,1960,75.0,Shooting,17
3580,1960,75.0,Ski Jumping,3
3581,1960,75.0,Swimming,23
3582,1960,75.0,Water Polo,6
3583,1960,75.0,Weightlifting,8
3584,1960,75.5,Fencing,2
3585,1960,76.0,Alpine Skiing,4
3586,1960,76.0,Athletics,37
3587,1960,76.0,Basketball,8
3588,1960,76.0,Boxing,1
3589,1960,76.0,Canoeing,6
3590,1960,76.0,Cross Country Skiing,1
3591,1960,76.0,Cycling,16
3592,1960,76.0,Diving,1
3593,1960,76.0,Equestrianism,1
3594,1960,76.0,Fencing,25
3595,1960,76.0,Football,4
3596,1960,76.0,Hockey,8
3597,1960,76.0,Ice Hockey,6
3598,1960,76.0,Modern Pentathlon,6
3599,1960,76.0,Rowing,12
3600,1960,76.0,Sailing,7
3601,1960,76.0,Shooting,14
3602,1960,76.0,Swimming,18
3603,1960,76.0,Water Polo,5
3604,1960,76.5,Ski Jumping,1
3605,1960,76.5,Wrestling,1
3606,1960,77.0,Athletics,25
3607,1960,77.0,Basketball,10
3608,1960,77.0,Canoeing,6
3609,1960,77.0,Cross Country Skiing,1
3610,1960,77.0,Cycling,18
3611,1960,77.0,Equestrianism,4
3612,1960,77.0,Fencing,18
3613,1960,77.0,Football,2
3614,1960,77.0,Gymnastics,8
3615,1960,77.0,Hockey,6
3616,1960,77.0,Ice Hockey,4
3617,1960,77.0,Modern Pentathlon,2
3618,1960,77.0,Rowing,19
3619,1960,77.0,Sailing,6
3620,1960,77.0,Shooting,11
3621,1960,77.0,Speed Skating,2
3622,1960,77.0,Swimming,15
3623,1960,77.0,Water Polo,4
3624,1960,77.0,Wrestling,1
3625,1960,77.5,Weightlifting,1
3626,1960,78.0,Athletics,29
3627,1960,78.0,Basketball,3
3628,1960,78.0,Boxing,3
3629,1960,78.0,Canoeing,6
3630,1960,78.0,Cross Country Skiing,1
3631,1960,78.0,Cycling,8
3632,1960,78.0,Equestrianism,4
3633,1960,78.0,Fencing,18
3634,1960,78.0,Football,10
3635,1960,78.0,Hockey,6
3636,1960,78.0,Ice Hockey,4
3637,1960,78.0,Modern Pentathlon,2
3638,1960,78.0,Nordic Combined,2
3639,1960,78.0,Rowing,24
3640,1960,78.0,Sailing,14
3641,1960,78.0,Shooting,16
3642,1960,78.0,Ski Jumping,1
3643,1960,78.0,Speed Skating,4
3644,1960,78.0,Swimming,13
3645,1960,78.0,Water Polo,9
3646,1960,78.0,Weightlifting,1
3647,1960,78.0,Wrestling,6
3648,1960,78.5,Weightlifting,3
3649,1960,79.0,Athletics,12
3650,1960,79.0,Basketball,3
3651,1960,79.0,Canoeing,13
3652,1960,79.0,Cycling,10
3653,1960,79.0,Diving,2
3654,1960,79.0,Fencing,19
3655,1960,79.0,Football,2
3656,1960,79.0,Hockey,3
3657,1960,79.0,Ice Hockey,6
3658,1960,79.0,Modern Pentathlon,4
3659,1960,79.0,Rowing,19
3660,1960,79.0,Sailing,8
3661,1960,79.0,Shooting,12
3662,1960,79.0,Swimming,11
3663,1960,79.0,Water Polo,3
3664,1960,79.0,Wrestling,28
3665,1960,80.0,Athletics,34
3666,1960,80.0,Basketball,15
3667,1960,80.0,Biathlon,1
3668,1960,80.0,Boxing,4
3669,1960,80.0,Canoeing,11
3670,1960,80.0,Cross Country Skiing,7
3671,1960,80.0,Cycling,13
3672,1960,80.0,Equestrianism,1
3673,1960,80.0,Fencing,17
3674,1960,80.0,Figure Skating,1
3675,1960,80.0,Football,4
3676,1960,80.0,Gymnastics,8
3677,1960,80.0,Hockey,13
3678,1960,80.0,Ice Hockey,5
3679,1960,80.0,Nordic Combined,1
3680,1960,80.0,Rowing,29
3681,1960,80.0,Sailing,15
3682,1960,80.0,Shooting,17
3683,1960,80.0,Speed Skating,3
3684,1960,80.0,Swimming,22
3685,1960,80.0,Water Polo,4
3686,1960,80.0,Weightlifting,1
3687,1960,80.0,Wrestling,3
3688,1960,81.0,Athletics,21
3689,1960,81.0,Basketball,7
3690,1960,81.0,Boxing,10
3691,1960,81.0,Canoeing,2
3692,1960,81.0,Cycling,3
3693,1960,81.0,Equestrianism,1
3694,1960,81.0,Fencing,1
3695,1960,81.0,Football,1
3696,1960,81.0,Hockey,1
3697,1960,81.0,Ice Hockey,9
3698,1960,81.0,Modern Pentathlon,2
3699,1960,81.0,Rowing,16
3700,1960,81.0,Sailing,2
3701,1960,81.0,Shooting,7
3702,1960,81.0,Swimming,8
3703,1960,81.0,Water Polo,6
3704,1960,81.0,Weightlifting,4
3705,1960,81.0,Wrestling,1
3706,1960,81.5,Weightlifting,1
3707,1960,82.0,Athletics,10
3708,1960,82.0,Basketball,10
3709,1960,82.0,Boxing,2
3710,1960,82.0,Canoeing,9
3711,1960,82.0,Cross Country Skiing,2
3712,1960,82.0,Cycling,7
3713,1960,82.0,Fencing,12
3714,1960,82.0,Football,2
3715,1960,82.0,Hockey,4
3716,1960,82.0,Ice Hockey,7
3717,1960,82.0,Rowing,24
3718,1960,82.0,Sailing,11
3719,1960,82.0,Shooting,20
3720,1960,82.0,Speed Skating,4
3721,1960,82.0,Swimming,8
3722,1960,82.0,Water Polo,6
3723,1960,82.0,Weightlifting,8
3724,1960,82.5,Boxing,1
3725,1960,82.5,Rowing,1
3726,1960,83.0,Alpine Skiing,2
3727,1960,83.0,Athletics,6
3728,1960,83.0,Basketball,9
3729,1960,83.0,Boxing,1
3730,1960,83.0,Canoeing,6
3731,1960,83.0,Cycling,2
3732,1960,83.0,Fencing,5
3733,1960,83.0,Football,1
3734,1960,83.0,Hockey,3
3735,1960,83.0,Ice Hockey,3
3736,1960,83.0,Modern Pentathlon,2
3737,1960,83.0,Rowing,29
3738,1960,83.0,Sailing,10
3739,1960,83.0,Shooting,8
3740,1960,83.0,Swimming,5
3741,1960,83.0,Water Polo,7
3742,1960,83.0,Weightlifting,1
3743,1960,83.0,Wrestling,1
3744,1960,83.5,Wrestling,2
3745,1960,84.0,Athletics,7
3746,1960,84.0,Basketball,10
3747,1960,84.0,Canoeing,2
3748,1960,84.0,Equestrianism,1
3749,1960,84.0,Football,1
3750,1960,84.0,Hockey,1
3751,1960,84.0,Ice Hockey,4
3752,1960,84.0,Rowing,23
3753,1960,84.0,Sailing,6
3754,1960,84.0,Shooting,14
3755,1960,84.0,Swimming,14
3756,1960,84.0,Water Polo,12
3757,1960,84.0,Weightlifting,2
3758,1960,84.0,Wrestling,2
3759,1960,85.0,Athletics,11
3760,1960,85.0,Basketball,7
3761,1960,85.0,Biathlon,1
3762,1960,85.0,Boxing,3
3763,1960,85.0,Canoeing,5
3764,1960,85.0,Cycling,4
3765,1960,85.0,Fencing,6
3766,1960,85.0,Football,1
3767,1960,85.0,Hockey,1
3768,1960,85.0,Ice Hockey,3
3769,1960,85.0,Modern Pentathlon,2
3770,1960,85.0,Rowing,17
3771,1960,85.0,Sailing,11
3772,1960,85.0,Shooting,8
3773,1960,85.0,Speed Skating,4
3774,1960,85.0,Swimming,7
3775,1960,85.0,Water Polo,4
3776,1960,85.0,Weightlifting,3
3777,1960,85.0,Wrestling,1
3778,1960,85.5,Weightlifting,2
3779,1960,86.0,Athletics,8
3780,1960,86.0,Basketball,6
3781,1960,86.0,Boxing,3
3782,1960,86.0,Canoeing,1
3783,1960,86.0,Cycling,1
3784,1960,86.0,Equestrianism,1
3785,1960,86.0,Fencing,7
3786,1960,86.0,Hockey,2
3787,1960,86.0,Ice Hockey,5
3788,1960,86.0,Modern Pentathlon,1
3789,1960,86.0,Rowing,16
3790,1960,86.0,Sailing,5
3791,1960,86.0,Shooting,7
3792,1960,86.0,Swimming,2
3793,1960,86.0,Water Polo,6
3794,1960,86.0,Weightlifting,2
3795,1960,86.0,Wrestling,5
3796,1960,86.5,Weightlifting,1
3797,1960,87.0,Athletics,2
3798,1960,87.0,Basketball,3
3799,1960,87.0,Fencing,3
3800,1960,87.0,Football,1
3801,1960,87.0,Hockey,1
3802,1960,87.0,Ice Hockey,1
3803,1960,87.0,Rowing,10
3804,1960,87.0,Sailing,6
3805,1960,87.0,Shooting,8
3806,1960,87.0,Swimming,9
3807,1960,87.0,Water Polo,2
3808,1960,87.0,Weightlifting,1
3809,1960,87.0,Wrestling,28
3810,1960,87.5,Weightlifting,1
3811,1960,88.0,Athletics,11
3812,1960,88.0,Basketball,5
3813,1960,88.0,Canoeing,1
3814,1960,88.0,Cycling,1
3815,1960,88.0,Equestrianism,2
3816,1960,88.0,Fencing,3
3817,1960,88.0,Hockey,1
3818,1960,88.0,Rowing,22
3819,1960,88.0,Sailing,3
3820,1960,88.0,Shooting,9
3821,1960,88.0,Swimming,3
3822,1960,88.0,Water Polo,7
3823,1960,88.0,Weightlifting,2
3824,1960,88.5,Weightlifting,1
3825,1960,89.0,Athletics,6
3826,1960,89.0,Basketball,5
3827,1960,89.0,Boxing,3
3828,1960,89.0,Canoeing,1
3829,1960,89.0,Fencing,2
3830,1960,89.0,Ice Hockey,3
3831,1960,89.0,Rowing,5
3832,1960,89.0,Sailing,3
3833,1960,89.0,Shooting,2
3834,1960,89.0,Swimming,2
3835,1960,89.0,Water Polo,3
3836,1960,89.0,Weightlifting,2
3837,1960,90.0,Athletics,6
3838,1960,90.0,Basketball,10
3839,1960,90.0,Canoeing,3
3840,1960,90.0,Fencing,2
3841,1960,90.0,Football,1
3842,1960,90.0,Ice Hockey,1
3843,1960,90.0,Rowing,13
3844,1960,90.0,Sailing,9
3845,1960,90.0,Shooting,1
3846,1960,90.0,Speed Skating,4
3847,1960,90.0,Swimming,2
3848,1960,90.0,Water Polo,3
3849,1960,90.0,Weightlifting,10
3850,1960,90.0,Wrestling,2
3851,1960,91.0,Athletics,9
3852,1960,91.0,Basketball,4
3853,1960,91.0,Boxing,1
3854,1960,91.0,Fencing,2
3855,1960,91.0,Hockey,1
3856,1960,91.0,Ice Hockey,1
3857,1960,91.0,Sailing,1
3858,1960,91.0,Shooting,2
3859,1960,91.0,Swimming,7
3860,1960,91.0,Water Polo,1
3861,1960,92.0,Athletics,2
3862,1960,92.0,Basketball,8
3863,1960,92.0,Fencing,1
3864,1960,92.0,Rowing,4
3865,1960,92.0,Sailing,4
3866,1960,92.0,Shooting,2
3867,1960,92.0,Swimming,8
3868,1960,92.0,Wrestling,1
3869,1960,93.0,Athletics,6
3870,1960,93.0,Basketball,2
3871,1960,93.0,Ice Hockey,1
3872,1960,93.0,Rowing,4
3873,1960,93.0,Sailing,2
3874,1960,93.0,Shooting,4
3875,1960,93.0,Swimming,2
3876,1960,93.0,Water Polo,3
3877,1960,93.0,Wrestling,1
3878,1960,93.5,Wrestling,1
3879,1960,94.0,Athletics,1
3880,1960,94.0,Basketball,4
3881,1960,94.0,Boxing,1
3882,1960,94.0,Sailing,2
3883,1960,94.0,Shooting,2
3884,1960,94.0,Water Polo,1
3885,1960,95.0,Athletics,5
3886,1960,95.0,Basketball,3
3887,1960,95.0,Boxing,2
3888,1960,95.0,Canoeing,1
3889,1960,95.0,Fencing,2
3890,1960,95.0,Ice Hockey,1
3891,1960,95.0,Rowing,1
3892,1960,95.0,Sailing,5
3893,1960,95.0,Shooting,1
3894,1960,95.0,Water Polo,3
3895,1960,95.0,Weightlifting,1
3896,1960,95.0,Wrestling,1
3897,1960,96.0,Athletics,2
3898,1960,96.0,Basketball,3
3899,1960,96.0,Boxing,1
3900,1960,96.0,Football,1
3901,1960,96.0,Ice Hockey,1
3902,1960,96.0,Rowing,2
3903,1960,96.0,Sailing,1
3904,1960,96.0,Water Polo,2
3905,1960,97.0,Athletics,1
3906,1960,97.0,Basketball,1
3907,1960,97.0,Shooting,1
3908,1960,97.0,Water Polo,1
3909,1960,97.0,Wrestling,3
3910,1960,98.0,Athletics,1
3911,1960,98.0,Basketball,3
3912,1960,98.0,Boxing,1
3913,1960,98.0,Canoeing,1
3914,1960,98.0,Rowing,2
3915,1960,98.0,Sailing,1
3916,1960,98.0,Shooting,2
3917,1960,98.0,Water Polo,1
3918,1960,98.5,Athletics,1
3919,1960,99.0,Athletics,4
3920,1960,99.0,Basketball,3
3921,1960,99.0,Rowing,1
3922,1960,99.0,Shooting,3
3923,1960,100.0,Athletics,8
3924,1960,100.0,Basketball,3
3925,1960,100.0,Boxing,1
3926,1960,100.0,Rowing,2
3927,1960,100.0,Shooting,2
3928,1960,100.0,Water Polo,4
3929,1960,100.0,Wrestling,2
3930,1960,101.0,Athletics,1
3931,1960,101.0,Water Polo,2
3932,1960,101.0,Wrestling,1
3933,1960,102.0,Athletics,9
3934,1960,102.0,Basketball,1
3935,1960,102.0,Weightlifting,1
3936,1960,103.0,Athletics,2
3937,1960,103.0,Basketball,3
3938,1960,103.0,Wrestling,1
3939,1960,104.0,Basketball,1
3940,1960,104.0,Shooting,5
3941,1960,104.0,Water Polo,1
3942,1960,105.0,Athletics,6
3943,1960,105.0,Rowing,1
3944,1960,105.0,Sailing,1
3945,1960,105.0,Shooting,3
3946,1960,105.0,Wrestling,1
3947,1960,105.5,Weightlifting,1
3948,1960,106.0,Athletics,5
3949,1960,106.0,Shooting,1
3950,1960,106.0,Wrestling,1
3951,1960,106.5,Weightlifting,1
3952,1960,107.0,Athletics,5
3953,1960,107.0,Water Polo,1
3954,1960,107.0,Weightlifting,1
3955,1960,108.0,Basketball,1
3956,1960,108.0,Wrestling,2
3957,1960,109.0,Athletics,1
3958,1960,110.0,Athletics,1
3959,1960,110.0,Wrestling,3
3960,1960,111.0,Athletics,3
3961,1960,111.0,Weightlifting,1
3962,1960,111.0,Wrestling,1
3963,1960,112.0,Athletics,2
3964,1960,112.0,Shooting,1
3965,1960,112.0,Wrestling,1
3966,1960,113.0,Athletics,2
3967,1960,113.0,Wrestling,1
3968,1960,114.0,Athletics,2
3969,1960,114.0,Weightlifting,1
3970,1960,115.0,Athletics,1
3971,1960,115.0,Weightlifting,1
3972,1960,116.0,Athletics,1
3973,1960,116.5,Weightlifting,1
3974,1960,117.0,Weightlifting,1
3975,1960,117.5,Weightlifting,1
3976,1960,118.0,Athletics,2
3977,1960,118.0,Wrestling,3
3978,1960,119.0,Weightlifting,1
3979,1960,120.0,Athletics,2
3980,1960,120.0,Weightlifting,1
3981,1960,121.0,Athletics,3
3982,1960,123.5,Weightlifting,1
3983,1960,124.0,Athletics,1
3984,1960,124.0,Weightlifting,1
3985,1960,125.0,Athletics,1
3986,1960,125.0,Wrestling,2
3987,1960,127.0,Weightlifting,1
3988,1960,128.0,Athletics,1
3989,1960,130.0,Basketball,1
3990,1960,130.0,Boxing,1
3991,1960,130.5,Weightlifting,1
3992,1960,131.0,Weightlifting,1
3993,1960,132.0,Wrestling,1
3994,1960,136.0,Weightlifting,1
3995,1960,141.0,Basketball,1
3996,1964,38.0,Gymnastics,5
3997,1964,38.0,Rowing,1
3998,1964,41.0,Swimming,1
3999,1964,43.0,Athletics,2
4000,1964,44.0,Athletics,2
4001,1964,44.0,Gymnastics,5
4002,1964,44.0,Swimming,4
4003,1964,45.0,Equestrianism,2
4004,1964,46.0,Diving,2
4005,1964,46.0,Figure Skating,1
4006,1964,46.0,Gymnastics,12
4007,1964,46.0,Rowing,1
4008,1964,46.0,Swimming,1
4009,1964,47.0,Athletics,2
4010,1964,47.0,Figure Skating,3
4011,1964,47.0,Gymnastics,34
4012,1964,47.0,Rowing,1
4013,1964,47.0,Swimming,4
4014,1964,48.0,Athletics,1
4015,1964,48.0,Boxing,2
4016,1964,48.0,Cycling,1
4017,1964,48.0,Diving,4
4018,1964,48.0,Gymnastics,23
4019,1964,48.0,Luge,1
4020,1964,48.0,Swimming,3
4021,1964,49.0,Athletics,2
4022,1964,49.0,Canoeing,1
4023,1964,49.0,Diving,1
4024,1964,49.0,Equestrianism,2
4025,1964,49.0,Figure Skating,1
4026,1964,49.0,Gymnastics,32
4027,1964,49.0,Rowing,2
4028,1964,49.0,Swimming,1
4029,1964,49.0,Wrestling,1
4030,1964,50.0,Alpine Skiing,3
4031,1964,50.0,Athletics,16
4032,1964,50.0,Boxing,5
4033,1964,50.0,Cycling,2
4034,1964,50.0,Diving,9
4035,1964,50.0,Equestrianism,4
4036,1964,50.0,Fencing,3
4037,1964,50.0,Figure Skating,3
4038,1964,50.0,Gymnastics,59
4039,1964,50.0,Rowing,10
4040,1964,50.0,Sailing,1
4041,1964,50.0,Shooting,1
4042,1964,50.0,Speed Skating,4
4043,1964,50.0,Swimming,5
4044,1964,50.0,Volleyball,1
4045,1964,50.0,Wrestling,1
4046,1964,51.0,Alpine Skiing,3
4047,1964,51.0,Athletics,9
4048,1964,51.0,Boxing,20
4049,1964,51.0,Cycling,6
4050,1964,51.0,Fencing,5
4051,1964,51.0,Figure Skating,1
4052,1964,51.0,Gymnastics,29
4053,1964,51.0,Rowing,5
4054,1964,51.0,Sailing,1
4055,1964,51.0,Shooting,1
4056,1964,51.0,Speed Skating,4
4057,1964,51.0,Swimming,3
4058,1964,52.0,Alpine Skiing,7
4059,1964,52.0,Athletics,26
4060,1964,52.0,Boxing,1
4061,1964,52.0,Cross Country Skiing,5
4062,1964,52.0,Cycling,2
4063,1964,52.0,Diving,6
4064,1964,52.0,Equestrianism,5
4065,1964,52.0,Figure Skating,6
4066,1964,52.0,Gymnastics,59
4067,1964,52.0,Hockey,1
4068,1964,52.0,Judo,1
4069,1964,52.0,Luge,1
4070,1964,52.0,Rowing,8
4071,1964,52.0,Sailing,1
4072,1964,52.0,Shooting,1
4073,1964,52.0,Speed Skating,7
4074,1964,52.0,Swimming,14
4075,1964,52.0,Weightlifting,2
4076,1964,52.0,Wrestling,28
4077,1964,53.0,Alpine Skiing,2
4078,1964,53.0,Athletics,26
4079,1964,53.0,Boxing,2
4080,1964,53.0,Cross Country Skiing,7
4081,1964,53.0,Diving,1
4082,1964,53.0,Fencing,3
4083,1964,53.0,Figure Skating,2
4084,1964,53.0,Gymnastics,29
4085,1964,53.0,Hockey,2
4086,1964,53.0,Luge,1
4087,1964,53.0,Rowing,6
4088,1964,53.0,Shooting,2
4089,1964,53.0,Speed Skating,4
4090,1964,53.0,Swimming,9
4091,1964,53.0,Volleyball,2
4092,1964,54.0,Alpine Skiing,1
4093,1964,54.0,Athletics,32
4094,1964,54.0,Boxing,28
4095,1964,54.0,Canoeing,1
4096,1964,54.0,Cross Country Skiing,11
4097,1964,54.0,Cycling,6
4098,1964,54.0,Diving,1
4099,1964,54.0,Equestrianism,1
4100,1964,54.0,Fencing,4
4101,1964,54.0,Figure Skating,4
4102,1964,54.0,Gymnastics,44
4103,1964,54.0,Hockey,1
4104,1964,54.0,Rowing,3
4105,1964,54.0,Sailing,1
4106,1964,54.0,Shooting,2
4107,1964,54.0,Swimming,7
4108,1964,54.0,Weightlifting,2
4109,1964,55.0,Alpine Skiing,14
4110,1964,55.0,Athletics,28
4111,1964,55.0,Boxing,2
4112,1964,55.0,Cross Country Skiing,2
4113,1964,55.0,Cycling,2
4114,1964,55.0,Diving,3
4115,1964,55.0,Equestrianism,2
4116,1964,55.0,Fencing,9
4117,1964,55.0,Gymnastics,37
4118,1964,55.0,Hockey,2
4119,1964,55.0,Nordic Combined,1
4120,1964,55.0,Rowing,2
4121,1964,55.0,Sailing,1
4122,1964,55.0,Shooting,1
4123,1964,55.0,Swimming,13
4124,1964,55.0,Weightlifting,2
4125,1964,55.0,Wrestling,4
4126,1964,55.5,Weightlifting,1
4127,1964,56.0,Alpine Skiing,5
4128,1964,56.0,Athletics,13
4129,1964,56.0,Boxing,4
4130,1964,56.0,Canoeing,1
4131,1964,56.0,Cross Country Skiing,5
4132,1964,56.0,Cycling,3
4133,1964,56.0,Diving,6
4134,1964,56.0,Equestrianism,4
4135,1964,56.0,Fencing,6
4136,1964,56.0,Figure Skating,5
4137,1964,56.0,Football,1
4138,1964,56.0,Gymnastics,77
4139,1964,56.0,Hockey,1
4140,1964,56.0,Luge,3
4141,1964,56.0,Sailing,1
4142,1964,56.0,Speed Skating,2
4143,1964,56.0,Swimming,5
4144,1964,56.0,Volleyball,3
4145,1964,56.0,Weightlifting,11
4146,1964,56.0,Wrestling,2
4147,1964,57.0,Alpine Skiing,10
4148,1964,57.0,Athletics,39
4149,1964,57.0,Biathlon,1
4150,1964,57.0,Boxing,23
4151,1964,57.0,Cross Country Skiing,2
4152,1964,57.0,Cycling,12
4153,1964,57.0,Diving,4
4154,1964,57.0,Equestrianism,6
4155,1964,57.0,Fencing,8
4156,1964,57.0,Figure Skating,5
4157,1964,57.0,Football,2
4158,1964,57.0,Gymnastics,19
4159,1964,57.0,Hockey,4
4160,1964,57.0,Rowing,1
4161,1964,57.0,Shooting,4
4162,1964,57.0,Speed Skating,5
4163,1964,57.0,Swimming,19
4164,1964,57.0,Volleyball,3
4165,1964,57.0,Weightlifting,1
4166,1964,57.0,Wrestling,24
4167,1964,58.0,Alpine Skiing,7
4168,1964,58.0,Athletics,34
4169,1964,58.0,Boxing,2
4170,1964,58.0,Canoeing,1
4171,1964,58.0,Cross Country Skiing,7
4172,1964,58.0,Cycling,3
4173,1964,58.0,Diving,1
4174,1964,58.0,Equestrianism,6
4175,1964,58.0,Fencing,21
4176,1964,58.0,Figure Skating,4
4177,1964,58.0,Football,4
4178,1964,58.0,Gymnastics,83
4179,1964,58.0,Hockey,6
4180,1964,58.0,Luge,2
4181,1964,58.0,Shooting,3
4182,1964,58.0,Speed Skating,4
4183,1964,58.0,Swimming,14
4184,1964,58.0,Volleyball,2
4185,1964,58.0,Weightlifting,5
4186,1964,58.0,Wrestling,1
4187,1964,58.5,Wrestling,1
4188,1964,59.0,Alpine Skiing,3
4189,1964,59.0,Athletics,37
4190,1964,59.0,Boxing,3
4191,1964,59.0,Canoeing,5
4192,1964,59.0,Cross Country Skiing,6
4193,1964,59.0,Cycling,12
4194,1964,59.0,Diving,5
4195,1964,59.0,Fencing,18
4196,1964,59.0,Football,1
4197,1964,59.0,Gymnastics,51
4198,1964,59.0,Hockey,3
4199,1964,59.0,Luge,1
4200,1964,59.0,Ski Jumping,2
4201,1964,59.0,Speed Skating,15
4202,1964,59.0,Swimming,15
4203,1964,59.0,Volleyball,2
4204,1964,59.0,Weightlifting,3
4205,1964,59.0,Wrestling,1
4206,1964,59.5,Boxing,1
4207,1964,59.5,Weightlifting,3
4208,1964,60.0,Alpine Skiing,15
4209,1964,60.0,Athletics,46
4210,1964,60.0,Basketball,1
4211,1964,60.0,Boxing,25
4212,1964,60.0,Canoeing,2
4213,1964,60.0,Cross Country Skiing,36
4214,1964,60.0,Cycling,11
4215,1964,60.0,Diving,5
4216,1964,60.0,Equestrianism,9
4217,1964,60.0,Fencing,26
4218,1964,60.0,Figure Skating,2
4219,1964,60.0,Football,5
4220,1964,60.0,Gymnastics,87
4221,1964,60.0,Hockey,5
4222,1964,60.0,Luge,3
4223,1964,60.0,Sailing,1
4224,1964,60.0,Shooting,9
4225,1964,60.0,Ski Jumping,2
4226,1964,60.0,Speed Skating,15
4227,1964,60.0,Swimming,18
4228,1964,60.0,Volleyball,10
4229,1964,60.0,Weightlifting,10
4230,1964,60.0,Wrestling,5
4231,1964,60.5,Wrestling,1
4232,1964,61.0,Alpine Skiing,4
4233,1964,61.0,Athletics,46
4234,1964,61.0,Boxing,1
4235,1964,61.0,Canoeing,1
4236,1964,61.0,Cross Country Skiing,8
4237,1964,61.0,Cycling,4
4238,1964,61.0,Diving,6
4239,1964,61.0,Equestrianism,6
4240,1964,61.0,Fencing,9
4241,1964,61.0,Football,4
4242,1964,61.0,Gymnastics,48
4243,1964,61.0,Hockey,8
4244,1964,61.0,Ice Hockey,2
4245,1964,61.0,Luge,1
4246,1964,61.0,Nordic Combined,1
4247,1964,61.0,Shooting,2
4248,1964,61.0,Speed Skating,7
4249,1964,61.0,Swimming,41
4250,1964,61.0,Volleyball,3
4251,1964,61.0,Weightlifting,1
4252,1964,62.0,Alpine Skiing,13
4253,1964,62.0,Athletics,42
4254,1964,62.0,Biathlon,1
4255,1964,62.0,Bobsleigh,1
4256,1964,62.0,Boxing,3
4257,1964,62.0,Cross Country Skiing,9
4258,1964,62.0,Cycling,10
4259,1964,62.0,Diving,1
4260,1964,62.0,Equestrianism,8
4261,1964,62.0,Fencing,5
4262,1964,62.0,Figure Skating,2
4263,1964,62.0,Football,2
4264,1964,62.0,Gymnastics,70
4265,1964,62.0,Hockey,3
4266,1964,62.0,Ice Hockey,2
4267,1964,62.0,Judo,1
4268,1964,62.0,Luge,1
4269,1964,62.0,Modern Pentathlon,4
4270,1964,62.0,Sailing,6
4271,1964,62.0,Shooting,6
4272,1964,62.0,Ski Jumping,2
4273,1964,62.0,Speed Skating,10
4274,1964,62.0,Swimming,12
4275,1964,62.0,Volleyball,4
4276,1964,62.0,Weightlifting,4
4277,1964,62.0,Wrestling,12
4278,1964,63.0,Alpine Skiing,18
4279,1964,63.0,Athletics,39
4280,1964,63.0,Biathlon,1
4281,1964,63.0,Boxing,15
4282,1964,63.0,Canoeing,5
4283,1964,63.0,Cross Country Skiing,1
4284,1964,63.0,Cycling,10
4285,1964,63.0,Diving,4
4286,1964,63.0,Equestrianism,9
4287,1964,63.0,Fencing,9
4288,1964,63.0,Figure Skating,4
4289,1964,63.0,Football,5
4290,1964,63.0,Gymnastics,40
4291,1964,63.0,Hockey,7
4292,1964,63.0,Nordic Combined,2
4293,1964,63.0,Sailing,2
4294,1964,63.0,Shooting,9
4295,1964,63.0,Ski Jumping,3
4296,1964,63.0,Speed Skating,4
4297,1964,63.0,Swimming,23
4298,1964,63.0,Volleyball,4
4299,1964,63.0,Wrestling,23
4300,1964,63.5,Gymnastics,8
4301,1964,63.5,Weightlifting,1
4302,1964,64.0,Alpine Skiing,7
4303,1964,64.0,Athletics,55
4304,1964,64.0,Bobsleigh,1
4305,1964,64.0,Boxing,18
4306,1964,64.0,Canoeing,5
4307,1964,64.0,Cross Country Skiing,4
4308,1964,64.0,Cycling,10
4309,1964,64.0,Diving,7
4310,1964,64.0,Equestrianism,12
4311,1964,64.0,Fencing,15
4312,1964,64.0,Figure Skating,4
4313,1964,64.0,Football,6
4314,1964,64.0,Gymnastics,103
4315,1964,64.0,Hockey,11
4316,1964,64.0,Ice Hockey,1
4317,1964,64.0,Judo,2
4318,1964,64.0,Luge,2
4319,1964,64.0,Nordic Combined,1
4320,1964,64.0,Sailing,6
4321,1964,64.0,Shooting,7
4322,1964,64.0,Speed Skating,8
4323,1964,64.0,Swimming,16
4324,1964,64.0,Volleyball,5
4325,1964,64.0,Water Polo,1
4326,1964,64.0,Wrestling,2
4327,1964,64.5,Diving,1
4328,1964,65.0,Alpine Skiing,24
