,"(1896, '1')","(1896, '2')","(1896, '3')","(1900, '1')","(1900, '2')","(1900, '3')","(1904, '1')","(1904, '2')","(1904, '3')","(1906, '1')","(1906, '2')","(1906, '3')","(1908, '1')","(1908, '2')","(1908, '3')","(1912, '1')","(1912, '2')","(1912, '3')","(1920, '1')","(1920, '2')","(1920, '3')","(1924, '1')","(1924, '2')","(1924, '3')","(1928, '1')","(1928, '2')","(1928, '3')","(1932, '1')","(1932, '2')","(1932, '3')","(1936, '1')","(1936, '2')","(1936, '3')","(1948, '1')","(1948, '2')","(1948, '3')","(1952, '1')","(1952, '2')","(1952, '3')","(1956, '1')","(1956, '2')","(1956, '3')","(1960, '1')","(1960, '2')","(1960, '3')","(1964, '1')","(1964, '2')","(1964, '3')","(1968, '1')","(1968, '2')","(1968, '3')","(1972, '1')","(1972, '2')","(1972, '3')","(1976, '1')","(1976, '2')","(1976, '3')","(1980, '1')","(1980, '2')","(1980, '3')","(1984, '1')","(1984, '2')","(1984, '3')","(1988, '1')","(1988, '2')","(1988, '3')","(1992, '1')","(1992, '2')","(1992, '3')","(1994, '1')","(1994, '2')","(1994, '3')","(1996, '1')","(1996, '2')","(1996, '3')","(1998, '1')","(1998, '2')","(1998, '3')","(2000, '1')","(2000, '2')","(2000, '3')","(2002, '1')","(2002, '2')","(2002, '3')","(2004, '1')","(2004, '2')","(2004, '3')","(2006, '1')","(2006, '2')","(2006, '3')","(2008, '1')","(2008, '2')","(2008, '3')","(2010, '1')","(2010, '2')","(2010, '3')","(2012, '1')","(2012, '2')","(2012, '3')","(2014, '1')","(2014, '2')","(2014, '3')","(2016, '1')","(2016, '2')","(2016, '3')"
272,,,,,,,,,,,,,,,,,,,YUG,Football,15,MEX,Shooting,3,LUX,Bobsleigh,5,URU,Art Competitions,5,HUN,Figure Skating,7,GRE,Wrestling,5,GER,Water Polo,9,INA,Football,13,GER,Swimming,38,GER,Ice Hockey,17,FRA,Shooting,8,FRA,Boxing,6,FRA,Football,15,GBR,Cross Country Skiing,3,DOM,Boxing,6,CHN,Judo,5,CHA,Judo,2,SWE,Luge,5,CHI,Fencing,1,RUS,Bobsleigh,8,CAY,Athletics,3,NOR,Speed Skating,12,CAN,Modern Pentathlon,2,NOR,Freestyle Skiing,2,CAN,Synchronized Swimming,10,MON,Bobsleigh,2,CAN,Beach Volleyball,4,MEX,Alpine Skiing,1,BUL,Rhythmic Gymnastics,6
273,,,,,,,,,,,,,,,,,,,,,,MEX,Tennis,4,LUX,Boxing,5,URU,Rowing,1,HUN,Football,11,GUY,Athletics,2,GER,Weightlifting,5,INA,Shooting,1,GER,Water Polo,9,GER,Judo,4,FRA,Ski Jumping,8,FRA,Canoeing,14,FRA,Gymnastics,63,GBR,Cycling,15,DOM,Diving,3,CHN,Modern Pentathlon,1,CHI,Alpine Skiing,12,SWE,Short Track Speed Skating,2,CHI,Sailing,1,RUS,Cross Country Skiing,40,CAY,Sailing,1,NZL,Alpine Skiing,5,CAN,Rowing,32,NOR,Nordic Combined,8,CAN,Table Tennis,7,NED,Bobsleigh,4,CAN,Boxing,3,MGL,Cross Country Skiing,2,BUL,Rowing,2
274,,,,,,,,,,,,,,,,,,,,,,MON,Art Competitions,1,LUX,Cycling,7,USA,Art Competitions,404,HUN,Gymnastics,72,GUY,Cycling,3,GER,Wrestling,16,INA,Swimming,4,GER,Weightlifting,7,GER,Luge,11,FRA,Speed Skating,17,FRA,Cross Country Skiing,13,FRA,Judo,6,GBR,Diving,7,DOM,Judo,2,CHN,Rhythmic Gymnastics,2,CHI,Athletics,3,SWE,Ski Jumping,12,CHI,Shooting,1,RUS,Figure Skating,17,CGO,Athletics,2,NZL,Bobsleigh,6,CAN,Sailing,11,NOR,Skeleton,1,CAN,Taekwondo,3,NED,Short Track Speed Skating,16,CAN,Canoeing,11,MKD,Alpine Skiing,2,BUL,Shooting,7
275,,,,,,,,,,,,,,,,,,,,,,MON,Athletics,3,LUX,Football,11,USA,Athletics,90,HUN,Handball,16,GUY,Weightlifting,2,GHA,Athletics,9,INA,Weightlifting,1,GER,Wrestling,16,GER,Modern Pentathlon,6,FRA,Swimming,36,FRA,Cycling,18,FRA,Luge,1,GBR,Fencing,23,DOM,Sailing,1,CHN,Rowing,16,CHI,Boxing,1,SWE,Speed Skating,9,CHI,Swimming,2,RUS,Freestyle Skiing,9,CGO,Judo,1,NZL,Luge,1,CAN,Shooting,4,NOR,Ski Jumping,12,CAN,Tennis,4,NED,Snowboarding,2,CAN,Cycling,20,MKD,Cross Country Skiing,4,BUL,Swimming,4
276,,,,,,,,,,,,,,,,,,,,,,MON,Sailing,1,LUX,Gymnastics,56,USA,Bobsleigh,12,HUN,Hockey,15,HUN,Alpine Skiing,17,GRE,Alpine Skiing,6,IND,Athletics,9,GHA,Athletics,9,GER,Nordic Combined,4,FRA,Weightlifting,5,FRA,Diving,3,FRA,Modern Pentathlon,6,GBR,Figure Skating,9,DOM,Synchronized Swimming,4,CHN,Sailing,5,CHI,Cycling,2,TPE,Bobsleigh,2,CHI,Table Tennis,6,RUS,Ice Hockey,22,CGO,Swimming,2,NZL,Short Track Speed Skating,3,CAN,Softball,15,NOR,Snowboarding,4,CAN,Trampolining,3,NED,Speed Skating,43,CAN,Diving,14,MLT,Alpine Skiing,2,BUL,Tennis,2
277,,,,,,,,,,,,,,,,,,,,,,MON,Shooting,4,LUX,Swimming,3,USA,Boxing,8,HUN,Ice Hockey,13,HUN,Art Competitions,2,GRE,Athletics,16,IND,Football,17,GHA,Boxing,6,GER,Rowing,26,FRA,Wrestling,8,FRA,Equestrianism,16,FRA,Nordic Combined,1,GBR,Gymnastics,36,DOM,Wrestling,2,CHN,Shooting,27,CHI,Sailing,1,TTO,Bobsleigh,2,CHI,Tennis,2,RUS,Luge,8,CHA,Athletics,3,NZL,Skeleton,1,CAN,Swimming,46,NOR,Speed Skating,27,CAN,Triathlon,6,NEP,Cross Country Skiing,1,CAN,Equestrianism,24,MNE,Alpine Skiing,3,BUL,Wrestling,11
278,,,,,,,,,,,,,,,,,,,,,,NED,Art Competitions,32,LUX,Water Polo,7,USA,Cross Country Skiing,8,HUN,Modern Pentathlon,3,HUN,Athletics,16,GRE,Basketball,12,IND,Gymnastics,21,GRE,Athletics,25,GER,Sailing,12,FRG,Alpine Skiing,24,FRA,Fencing,31,FRA,Rowing,17,GBR,Judo,8,ECU,Athletics,5,CHN,Speed Skating,4,CHI,Shooting,2,TUR,Cross Country Skiing,1,CHI,Weightlifting,1,RUS,Nordic Combined,8,CHI,Archery,1,POL,Alpine Skiing,1,CAN,Synchronized Swimming,10,NZL,Alpine Skiing,5,CAN,Water Polo,13,NOR,Alpine Skiing,24,CAN,Fencing,5,MON,Alpine Skiing,9,BUR,Athletics,2
279,,,,,,,,,,,,,,,,,,,,,,NED,Athletics,35,LUX,Weightlifting,3,USA,Cycling,15,HUN,Nordic Combined,2,HUN,Basketball,12,GRE,Football,11,IND,Hockey,17,GRE,Boxing,2,GER,Shooting,12,FRG,Athletics,84,FRA,Figure Skating,5,FRA,Sailing,10,GBR,Luge,9,ECU,Equestrianism,1,CHN,Swimming,55,CHI,Table Tennis,5,UKR,Alpine Skiing,7,CHN,Archery,12,RUS,Short Track Speed Skating,4,CHI,Athletics,8,POL,Biathlon,18,CAN,Table Tennis,6,NZL,Bobsleigh,2,CAN,Weightlifting,5,NOR,Biathlon,35,CAN,Football,18,MON,Bobsleigh,2,BUR,Judo,1
280,,,,,,,,,,,,,,,,,,,,,,NED,Boxing,9,LUX,Wrestling,3,USA,Diving,12,HUN,Polo,5,HUN,Boxing,6,GRE,Rowing,3,IND,Shooting,2,GRE,Rowing,8,GER,Ski Jumping,8,FRG,Biathlon,8,FRA,Gymnastics,84,FRA,Shooting,11,GBR,Modern Pentathlon,6,ECU,Judo,1,CHN,Synchronized Swimming,5,CHI,Tennis,1,UKR,Biathlon,20,CHN,Athletics,36,RUS,Ski Jumping,12,CHI,Cycling,2,POL,Bobsleigh,4,CAN,Taekwondo,2,NZL,Curling,5,CAN,Wrestling,10,NOR,Cross Country Skiing,44,CAN,Gymnastics,23,NED,Bobsleigh,8,BUR,Swimming,2
281,,,,,,,,,,,,,,,,,,,,,,NED,Cycling,18,MEX,Art Competitions,16,USA,Equestrianism,18,HUN,Rowing,26,HUN,Canoeing,6,GRE,Sailing,3,IND,Swimming,3,GRE,Sailing,8,GER,Speed Skating,26,FRG,Bobsleigh,12,FRA,Hockey,17,FRA,Speed Skating,4,GBR,Rowing,43,ECU,Shooting,5,CHN,Table Tennis,12,CHN,Alpine Skiing,6,UKR,Bobsleigh,6,CHN,Badminton,22,RUS,Speed Skating,31,CHI,Equestrianism,2,POL,Cross Country Skiing,2,CAN,Tennis,3,NZL,Skeleton,2,CAY,Athletics,2,NOR,Curling,4,CAN,Judo,8,NED,Short Track Speed Skating,23,CAF,Athletics,2
282,,,,,,,,,,,,,,,,,,,,,,NED,Diving,8,MEX,Athletics,21,USA,Fencing,30,HUN,Sailing,1,HUN,Cross Country Skiing,2,GRE,Shooting,6,IND,Weightlifting,3,GRE,Shooting,10,GER,Swimming,58,FRG,Boxing,8,FRA,Judo,6,FRA,Swimming,22,GBR,Speed Skating,14,ECU,Weightlifting,1,CHN,Tennis,2,CHN,Archery,12,UKR,Cross Country Skiing,4,CHN,Basketball,24,SCG,Alpine Skiing,2,CHI,Fencing,1,POL,Figure Skating,4,CAN,Trampolining,3,NZL,Snowboarding,4,CAY,Swimming,4,NOR,Freestyle Skiing,6,CAN,Modern Pentathlon,2,NED,Snowboarding,8,CAF,Boxing,1
283,,,,,,,,,,,,,,,,,,,,,,NED,Equestrianism,9,MEX,Bobsleigh,5,USA,Figure Skating,12,HUN,Shooting,8,HUN,Diving,2,GRE,Wrestling,3,IND,Wrestling,7,GRE,Swimming,2,GER,Water Polo,11,FRG,Canoeing,13,FRA,Luge,1,FRA,Weightlifting,8,GBR,Swimming,66,ECU,Wrestling,2,CHN,Volleyball,11,CHN,Athletics,38,UKR,Figure Skating,10,CHN,Boxing,3,SLO,Alpine Skiing,28,CHI,Football,17,POL,Short Track Speed Skating,3,CAN,Triathlon,5,POL,Alpine Skiing,6,CGO,Athletics,2,NOR,Ice Hockey,22,CAN,Rhythmic Gymnastics,6,NED,Speed Skating,43,CAF,Swimming,2
284,,,,,,,,,,,,,,,,,,,,,,NED,Fencing,31,MEX,Boxing,4,USA,Gymnastics,39,HUN,Speed Skating,3,HUN,Fencing,30,GUA,Athletics,10,IRI,Alpine Skiing,9,GRE,Weightlifting,1,GER,Weightlifting,6,FRG,Cross Country Skiing,25,FRA,Modern Pentathlon,6,FRA,Wrestling,7,GBR,Weightlifting,10,EGY,Alpine Skiing,3,CHN,Water Polo,13,CHN,Badminton,13,UKR,Freestyle Skiing,3,CHN,Canoeing,11,SLO,Biathlon,22,CHI,Judo,1,POL,Ski Jumping,12,CAN,Water Polo,13,POL,Biathlon,32,CGO,Swimming,1,NOR,Nordic Combined,12,CAN,Rowing,30,NEP,Cross Country Skiing,1,CAF,Taekwondo,1
285,,,,,,,,,,,,,,,,,,,,,,NED,Football,19,MEX,Diving,1,USA,Hockey,14,HUN,Swimming,25,HUN,Figure Skating,7,GUA,Cycling,6,IRI,Athletics,2,GRE,Wrestling,3,GER,Wrestling,16,FRG,Cycling,18,FRA,Nordic Combined,1,FRG,Alpine Skiing,24,GBR,Wrestling,6,EGY,Athletics,7,CHN,Weightlifting,10,CHN,Basketball,23,UKR,Luge,3,CHN,Cycling,6,SLO,Cross Country Skiing,3,CHI,Rowing,6,POL,Snowboarding,2,CAN,Weightlifting,2,POL,Bobsleigh,4,CGO,Table Tennis,2,NOR,Skeleton,1,CAN,Sailing,11,NOR,Alpine Skiing,27,CAM,Athletics,2
286,,,,,,,,,,,,,,,,,,,,,,NED,Modern Pentathlon,4,MEX,Fencing,2,USA,Ice Hockey,14,HUN,Water Polo,11,HUN,Gymnastics,72,GUA,Fencing,6,IRI,Weightlifting,7,GUY,Athletics,5,GHA,Athletics,19,FRG,Diving,8,FRA,Rowing,18,FRG,Archery,3,GDR,Athletics,98,EGY,Basketball,12,CHN,Wrestling,11,CHN,Biathlon,23,UKR,Nordic Combined,1,CHN,Diving,8,SLO,Figure Skating,1,CHI,Shooting,3,POL,Speed Skating,8,CAN,Wrestling,7,POL,Cross Country Skiing,9,CHA,Athletics,2,NOR,Ski Jumping,12,CAN,Shooting,3,NOR,Biathlon,42,CAM,Swimming,2
287,,,,,,,,,,,,,,,,,,,,,,NED,Rowing,17,MEX,Football,11,USA,Modern Pentathlon,3,HUN,Weightlifting,2,HUN,Modern Pentathlon,3,GUA,Shooting,6,IRI,Wrestling,8,GUY,Boxing,1,GHA,Boxing,7,FRG,Equestrianism,20,FRA,Sailing,12,FRG,Athletics,70,GDR,Biathlon,10,EGY,Boxing,6,CIV,Athletics,10,CHN,Boxing,4,UKR,Ski Jumping,2,CHN,Fencing,15,SLO,Freestyle Skiing,1,CHI,Swimming,3,ROU,Alpine Skiing,4,CAY,Athletics,3,POL,Figure Skating,4,CHI,Athletics,6,NOR,Snowboarding,9,CAN,Swimming,60,NOR,Cross Country Skiing,44,CAM,Taekwondo,1
288,,,,,,,,,,,,,,,,,,,,,,NED,Sailing,4,MLT,Water Polo,9,USA,Nordic Combined,4,HUN,Wrestling,12,HUN,Rowing,14,GUA,Swimming,1,IRL,Athletics,4,HAI,Weightlifting,1,GHA,Football,14,FRG,Fencing,32,FRA,Shooting,13,FRG,Biathlon,7,GDR,Bobsleigh,12,EGY,Diving,6,CIV,Boxing,2,CHN,Canoeing,6,UKR,Speed Skating,4,CHN,Football,15,SLO,Nordic Combined,1,CHI,Table Tennis,8,ROU,Biathlon,9,CAY,Swimming,5,POL,Luge,3,CHI,Canoeing,1,NOR,Speed Skating,21,CAN,Synchronized Swimming,11,NOR,Curling,4,CAM,Wrestling,1
289,,,,,,,,,,,,,,,,,,,,,,NED,Shooting,13,MON,Art Competitions,4,USA,Rowing,26,IND,Athletics,7,HUN,Shooting,6,GUA,Wrestling,6,IRL,Boxing,7,HKG,Shooting,3,GRE,Alpine Skiing,7,FRG,Figure Skating,11,FRA,Ski Jumping,6,FRG,Bobsleigh,12,GDR,Boxing,10,EGY,Fencing,14,CIV,Canoeing,2,CHN,Cross Country Skiing,12,USA,Alpine Skiing,39,CHN,Gymnastics,91,SLO,Ski Jumping,12,CHI,Taekwondo,1,ROU,Bobsleigh,8,CGO,Athletics,1,POL,Short Track Speed Skating,3,CHI,Cycling,5,NZL,Alpine Skiing,3,CAN,Table Tennis,6,NOR,Figure Skating,1,CAN,Archery,2
290,,,,,,,,,,,,,,,,,,,,,,NED,Swimming,18,MON,Athletics,2,USA,Sailing,21,IND,Hockey,19,HUN,Ski Jumping,2,GUY,Weightlifting,1,IRL,Equestrianism,12,HKG,Swimming,1,GRE,Athletics,6,FRG,Gymnastics,84,FRA,Speed Skating,4,FRG,Boxing,6,GDR,Canoeing,17,EGY,Football,17,CIV,Handball,14,CHN,Cycling,10,USA,Biathlon,20,CHN,Handball,12,SLO,Snowboarding,1,CHI,Tennis,4,ROU,Cross Country Skiing,3,CGO,Fencing,1,POL,Skeleton,1,CHI,Equestrianism,1,NZL,Biathlon,2,CAN,Taekwondo,3,NOR,Freestyle Skiing,10,CAN,Athletics,78
291,,,,,,,,,,,,,,,,,,,,,,NED,Tennis,11,MON,Rowing,5,USA,Shooting,6,IND,Weightlifting,1,HUN,Speed Skating,15,HKG,Swimming,9,IRL,Sailing,1,HUN,Athletics,34,GRE,Sailing,4,FRG,Hockey,18,FRA,Swimming,37,FRG,Canoeing,19,GDR,Cross Country Skiing,15,EGY,Judo,6,CIV,Tennis,1,CHN,Diving,8,USA,Bobsleigh,12,CHN,Judo,11,SUI,Alpine Skiing,33,CHI,Triathlon,1,ROU,Figure Skating,2,CGO,Judo,1,POL,Ski Jumping,12,CHI,Fencing,1,NZL,Cross Country Skiing,4,CAN,Tennis,7,NOR,Ice Hockey,24,CAN,Badminton,2
292,,,,,,,,,,,,,,,,,,,,,,NED,Water Polo,7,MON,Sailing,1,USA,Ski Jumping,4,IND,Wrestling,3,HUN,Swimming,25,HUN,Alpine Skiing,5,IRL,Wrestling,1,HUN,Basketball,12,GRE,Shooting,4,FRG,Ice Hockey,18,FRA,Weightlifting,3,FRG,Cross Country Skiing,20,GDR,Cycling,15,EGY,Modern Pentathlon,6,CMR,Athletics,8,CHN,Fencing,24,USA,Cross Country Skiing,44,CHN,Rhythmic Gymnastics,7,SUI,Biathlon,2,CHN,Archery,12,ROU,Luge,7,CGO,Swimming,2,POL,Snowboarding,7,CHI,Judo,1,NZL,Freestyle Skiing,1,CAN,Trampolining,3,NOR,Luge,3,CAN,Basketball,12
293,,,,,,,,,,,,,,,,,,,,,,NED,Weightlifting,3,NED,Art Competitions,71,USA,Speed Skating,16,ISL,Athletics,5,HUN,Water Polo,11,HUN,Athletics,46,ISL,Alpine Skiing,10,HUN,Biathlon,1,GRE,Wrestling,5,FRG,Luge,11,FRA,Wrestling,8,FRG,Cycling,15,GDR,Diving,12,EGY,Sailing,1,CMR,Boxing,4,CHN,Figure Skating,4,USA,Figure Skating,12,CHN,Rowing,15,SUI,Bobsleigh,12,CHN,Athletics,32,ROU,Short Track Speed Skating,3,CHA,Athletics,1,POL,Speed Skating,10,CHI,Modern Pentathlon,1,NZL,Short Track Speed Skating,3,CAN,Triathlon,5,NOR,Nordic Combined,12,CAN,Beach Volleyball,8
294,,,,,,,,,,,,,,,,,,,,,,NED,Wrestling,8,NED,Athletics,65,USA,Swimming,33,ISL,Water Polo,8,HUN,Weightlifting,3,HUN,Basketball,13,ISL,Athletics,2,HUN,Boxing,6,GUY,Weightlifting,1,FRG,Modern Pentathlon,6,FRG,Alpine Skiing,24,FRG,Diving,7,GDR,Fencing,24,EGY,Shooting,9,CMR,Weightlifting,2,CHN,Gymnastics,84,USA,Freestyle Skiing,13,CHN,Sailing,5,SUI,Cross Country Skiing,27,CHN,Badminton,20,ROU,Speed Skating,5,CHI,Athletics,3,POR,Cross Country Skiing,1,CHI,Rowing,2,NZL,Skeleton,3,CAN,Weightlifting,3,NOR,Ski Jumping,16,CAN,Boxing,3
295,,,,,,,,,,,,,,,,,,,,,,NEP,Alpinism,1,NED,Bobsleigh,5,USA,Water Polo,7,ITA,Alpine Skiing,8,HUN,Wrestling,14,HUN,Boxing,9,ISL,Cross Country Skiing,4,HUN,Canoeing,13,HKG,Athletics,7,FRG,Nordic Combined,4,FRG,Archery,4,FRG,Equestrianism,21,GDR,Figure Skating,7,EGY,Swimming,24,CMR,Wrestling,7,CHN,Judo,10,USA,Ice Hockey,22,CHN,Shooting,30,SUI,Curling,5,CHN,Basketball,12,RSA,Alpine Skiing,4,CHI,Canoeing,1,PRK,Figure Skating,4,CHI,Sailing,1,NZL,Snowboarding,5,CAN,Wrestling,9,NOR,Snowboarding,10,CAN,Canoeing,16
296,,,,,,,,,,,,,,,,,,,,,,NOR,Art Competitions,4,NED,Boxing,6,USA,Weightlifting,10,ITA,Art Competitions,83,IND,Art Competitions,2,HUN,Canoeing,12,ISR,Athletics,1,HUN,Cross Country Skiing,2,HKG,Boxing,2,FRG,Rowing,27,FRG,Athletics,103,FRG,Fencing,25,GDR,Football,17,EGY,Synchronized Swimming,5,COD,Athletics,9,CHN,Modern Pentathlon,1,USA,Luge,10,CHN,Softball,15,SUI,Figure Skating,1,CHN,Beach Volleyball,4,RUS,Alpine Skiing,16,CHI,Cycling,3,PRK,Short Track Speed Skating,3,CHI,Shooting,1,NZL,Speed Skating,1,CAY,Athletics,2,NOR,Speed Skating,26,CAN,Cycling,27
297,,,,,,,,,,,,,,,,,,,,,,NOR,Athletics,12,NED,Cycling,16,USA,Wrestling,7,ITA,Athletics,39,IND,Athletics,10,HUN,Cross Country Skiing,3,ISR,Diving,1,HUN,Cycling,5,HKG,Cycling,8,FRG,Sailing,11,FRG,Basketball,12,FRG,Figure Skating,4,GDR,Gymnastics,84,EGY,Volleyball,12,COD,Boxing,5,CHN,Rhythmic Gymnastics,2,USA,Nordic Combined,7,CHN,Swimming,48,SUI,Freestyle Skiing,4,CHN,Boxing,3,RUS,Biathlon,32,CHI,Fencing,1,ROU,Alpine Skiing,3,CHI,Swimming,3,PAK,Alpine Skiing,1,CAY,Swimming,5,NZL,Alpine Skiing,2,CAN,Diving,11
298,,,,,,,,,,,,,,,,,,,,,,NOR,Boxing,9,NED,Diving,10,VEN,Art Competitions,1,ITA,Basketball,13,IND,Boxing,7,HUN,Cycling,14,ISR,Swimming,1,HUN,Diving,4,HKG,Hockey,17,FRG,Shooting,12,FRG,Biathlon,2,FRG,Gymnastics,84,GDR,Handball,28,EGY,Weightlifting,10,COD,Cycling,7,CHN,Rowing,33,USA,Short Track Speed Skating,18,CHN,Synchronized Swimming,8,SUI,Luge,1,CHN,Cycling,4,RUS,Bobsleigh,14,CHI,Judo,1,ROU,Biathlon,16,CHI,Tennis,4,PER,Alpine Skiing,4,CGO,Athletics,2,NZL,Freestyle Skiing,7,CAN,Equestrianism,18
299,,,,,,,,,,,,,,,,,,,,,,NOR,Cross Country Skiing,8,NED,Equestrianism,18,YUG,Athletics,1,ITA,Bobsleigh,12,IND,Cycling,14,HUN,Fencing,29,ITA,Alpine Skiing,24,HUN,Equestrianism,6,HKG,Sailing,4,FRG,Ski Jumping,7,FRG,Bobsleigh,12,FRG,Handball,14,GDR,Judo,7,EGY,Wrestling,13,COK,Athletics,3,CHN,Sailing,3,USA,Ski Jumping,12,CHN,Table Tennis,14,SUI,Nordic Combined,8,CHN,Diving,16,RUS,Cross Country Skiing,44,CHI,Rowing,2,ROU,Bobsleigh,8,CHI,Triathlon,1,PER,Cross Country Skiing,1,CGO,Swimming,2,NZL,Skeleton,2,CAN,Fencing,5
300,,,,,,,,,,,,,,,,,,,,,,NOR,Fencing,12,NED,Fencing,30,,,,ITA,Boxing,8,IND,Football,11,HUN,Figure Skating,6,ITA,Athletics,33,HUN,Fencing,34,HKG,Shooting,7,FRG,Speed Skating,17,FRG,Boxing,9,FRG,Hockey,16,GDR,Luge,10,ESA,Athletics,6,COK,Boxing,3,CHN,Shooting,26,USA,Speed Skating,28,CHN,Tennis,6,SUI,Ski Jumping,12,CHN,Fencing,25,RUS,Curling,4,CHI,Sailing,1,ROU,Cross Country Skiing,13,CHI,Weightlifting,1,POL,Alpine Skiing,5,CGO,Table Tennis,3,NZL,Snowboarding,5,CAN,Football,18
301,,,,,,,,,,,,,,,,,,,,,,NOR,Figure Skating,1,NED,Football,11,,,,ITA,Canoeing,2,IND,Hockey,20,HUN,Football,15,ITA,Bobsleigh,12,HUN,Football,16,HKG,Swimming,5,FRG,Swimming,63,FRG,Canoeing,28,FRG,Ice Hockey,18,GDR,Nordic Combined,4,ESA,Judo,2,COK,Weightlifting,2,CHN,Short Track Speed Skating,8,UZB,Figure Skating,4,CHN,Volleyball,9,SUI,Snowboarding,12,CHN,Football,13,RUS,Figure Skating,16,CHI,Shooting,1,ROU,Figure Skating,2,CHN,Archery,12,POL,Biathlon,25,CHA,Athletics,1,NZL,Speed Skating,2,CAN,Golf,4
302,,,,,,,,,,,,,,,,,,,,,,NOR,Modern Pentathlon,2,NED,Gymnastics,66,,,,ITA,Cross Country Skiing,12,IND,Swimming,8,HUN,Gymnastics,120,ITA,Boxing,8,HUN,Gymnastics,84,HUN,Alpine Skiing,3,FRG,Water Polo,11,FRG,Cross Country Skiing,22,FRG,Judo,5,GDR,Rowing,55,ESA,Shooting,1,COL,Athletics,19,CHN,Speed Skating,21,UZB,Freestyle Skiing,3,CHN,Weightlifting,10,SUI,Speed Skating,1,CHN,Gymnastics,74,RUS,Freestyle Skiing,12,CHI,Swimming,6,ROU,Luge,4,CHN,Athletics,69,POL,Bobsleigh,6,CHA,Judo,1,PAK,Alpine Skiing,1,CAN,Gymnastics,25
303,,,,,,,,,,,,,,,,,,,,,,NOR,Nordic Combined,4,NED,Hockey,11,,,,ITA,Cycling,16,IND,Water Polo,9,HUN,Modern Pentathlon,6,ITA,Cross Country Skiing,23,HUN,Modern Pentathlon,6,HUN,Athletics,46,FRG,Weightlifting,5,FRG,Cycling,19,FRG,Luge,9,GDR,Sailing,13,ESA,Swimming,4,COL,Boxing,2,CHN,Swimming,42,,,,CHN,Wrestling,5,SVK,Biathlon,12,CHN,Hockey,15,RUS,Ice Hockey,40,CHI,Table Tennis,6,ROU,Short Track Speed Skating,3,CHN,Badminton,20,POL,Cross Country Skiing,24,CHI,Archery,1,PAR,Freestyle Skiing,1,CAN,Hockey,16
304,,,,,,,,,,,,,,,,,,,,,,NOR,Sailing,9,NED,Modern Pentathlon,3,,,,ITA,Diving,3,IND,Weightlifting,2,HUN,Rowing,16,ITA,Cycling,17,HUN,Rowing,12,HUN,Basketball,12,FRG,Wrestling,12,FRG,Diving,9,FRG,Modern Pentathlon,6,GDR,Shooting,14,ESA,Wrestling,2,COL,Cycling,7,CHN,Synchronized Swimming,5,,,,CIV,Athletics,7,SVK,Cross Country Skiing,26,CHN,Judo,12,RUS,Luge,10,CHI,Tennis,4,ROU,Speed Skating,4,CHN,Baseball,24,POL,Figure Skating,4,CHI,Athletics,8,PER,Alpine Skiing,4,CAN,Judo,7
305,,,,,,,,,,,,,,,,,,,,,,NOR,Shooting,39,NED,Rowing,21,,,,ITA,Equestrianism,12,IND,Wrestling,6,HUN,Shooting,10,ITA,Equestrianism,12,HUN,Sailing,5,HUN,Boxing,5,GBR,Alpine Skiing,24,FRG,Equestrianism,21,FRG,Nordic Combined,2,GDR,Ski Jumping,8,ESP,Alpine Skiing,10,COL,Equestrianism,4,CHN,Table Tennis,14,,,,CIV,Canoeing,2,SVK,Figure Skating,1,CHN,Modern Pentathlon,2,RUS,Nordic Combined,8,CHN,Archery,8,RSA,Alpine Skiing,5,CHN,Basketball,24,POL,Freestyle Skiing,1,CHI,Cycling,3,PER,Cross Country Skiing,1,CAN,Modern Pentathlon,2
306,,,,,,,,,,,,,,,,,,,,,,NOR,Ski Jumping,4,NED,Sailing,12,,,,ITA,Fencing,27,IRI,Basketball,13,HUN,Speed Skating,7,ITA,Fencing,29,HUN,Shooting,11,HUN,Canoeing,13,GBR,Athletics,82,FRG,Fencing,32,FRG,Rowing,44,GDR,Speed Skating,21,ESP,Archery,4,COL,Fencing,8,CHN,Tennis,6,,,,CIV,Judo,2,SVK,Ice Hockey,21,CHN,Rhythmic Gymnastics,1,RUS,Short Track Speed Skating,6,CHN,Athletics,55,RSA,Cross Country Skiing,3,CHN,Beach Volleyball,6,POL,Luge,2,CHI,Equestrianism,8,PHI,Figure Skating,1,CAN,Rowing,26
307,,,,,,,,,,,,,,,,,,,,,,NOR,Speed Skating,19,NED,Speed Skating,6,,,,ITA,Figure Skating,2,IRI,Boxing,8,HUN,Swimming,27,ITA,Figure Skating,2,HUN,Ski Jumping,1,HUN,Cross Country Skiing,6,GBR,Biathlon,8,FRG,Figure Skating,5,FRG,Sailing,12,GDR,Swimming,71,ESP,Athletics,30,COL,Judo,3,CHN,Volleyball,12,,,,CIV,Tennis,2,SVK,Luge,1,CHN,Rowing,14,RUS,Skeleton,2,CHN,Badminton,20,RSA,Skeleton,1,CHN,Boxing,10,POL,Short Track Speed Skating,5,CHI,Fencing,2,POL,Alpine Skiing,14,CAN,Rugby Sevens,12
