Year,NOC,Sport,count
1988,AUS,Sailing,13
1988,AUS,Shooting,18
1988,AUS,Speed Skating,8
1988,AUS,Swimming,57
1988,AUS,Synchronized Swimming,4
1988,AUS,Table Tennis,5
1988,AUS,Tennis,10
1988,AUS,Water Polo,13
1988,AUS,Weightlifting,4
1988,AUS,Wrestling,3
1988,AUT,Alpine Skiing,40
1988,AUT,Athletics,11
1988,AUT,Biathlon,12
1988,AUT,Bobsleigh,12
1988,AUT,Boxing,1
1988,AUT,Cross Country Skiing,26
1988,AUT,Cycling,12
1988,AUT,Diving,2
1988,AUT,Equestrianism,2
1988,AUT,Fencing,5
1988,AUT,Figure Skating,2
1988,AUT,Ice Hockey,23
1988,AUT,Judo,3
1988,AUT,Luge,8
1988,AUT,Modern Pentathlon,1
1988,AUT,Nordic Combined,7
1988,AUT,Rhythmic Gymnastics,1
1988,AUT,Rowing,5
1988,AUT,Sailing,8
1988,AUT,Shooting,18
1988,AUT,Ski Jumping,12
1988,AUT,Speed Skating,11
1988,AUT,Swimming,13
1988,AUT,Table Tennis,3
1988,AUT,Tennis,5
1988,AUT,Weightlifting,1
1988,AUT,Wrestling,5
1988,BAH,Athletics,12
1988,BAH,Boxing,1
1988,BAH,Diving,1
1988,BAH,Sailing,2
1988,BAH,Swimming,2
1988,BAN,Athletics,9
1988,BAN,Swimming,2
1988,BAR,Athletics,12
1988,BAR,Boxing,2
1988,BAR,Cycling,3
1988,BAR,Diving,1
1988,BAR,Judo,1
1988,BAR,Sailing,4
1988,BAR,Swimming,3
1988,BEL,Archery,6
1988,BEL,Athletics,16
1988,BEL,Canoeing,2
1988,BEL,Cycling,6
1988,BEL,Diving,2
1988,BEL,Equestrianism,1
1988,BEL,Fencing,3
1988,BEL,Figure Skating,1
1988,BEL,Gymnastics,5
1988,BEL,Judo,4
1988,BEL,Rhythmic Gymnastics,1
1988,BEL,Rowing,8
1988,BEL,Shooting,8
1988,BEL,Swimming,19
1988,BEL,Synchronized Swimming,1
1988,BEL,Table Tennis,2
1988,BEL,Wrestling,1
1988,BEN,Athletics,9
1988,BEN,Judo,1
1988,BER,Athletics,7
1988,BER,Boxing,1
1988,BER,Equestrianism,2
1988,BER,Sailing,2
1988,BER,Swimming,1
1988,BER,Tennis,1
1988,BHU,Archery,6
1988,BIZ,Athletics,5
1988,BIZ,Cycling,8
1988,BOL,Alpine Skiing,8
1988,BOL,Athletics,2
1988,BOL,Cycling,3
1988,BOL,Fencing,1
1988,BOL,Judo,1
1988,BOL,Swimming,4
1988,BOL,Weightlifting,1
1988,BOT,Athletics,9
1988,BOT,Boxing,2
1988,BRA,Archery,2
1988,BRA,Athletics,26
1988,BRA,Basketball,12
1988,BRA,Boxing,3
1988,BRA,Cycling,14
1988,BRA,Diving,1
1988,BRA,Equestrianism,8
1988,BRA,Fencing,11
1988,BRA,Football,16
1988,BRA,Gymnastics,12
1988,BRA,Judo,7
1988,BRA,Rowing,10
1988,BRA,Sailing,16
1988,BRA,Shooting,6
1988,BRA,Swimming,46
1988,BRA,Synchronized Swimming,5
1988,BRA,Table Tennis,4
1988,BRA,Tennis,4
1988,BRA,Volleyball,24
1988,BRA,Weightlifting,2
1988,BRA,Wrestling,4
1988,BRN,Athletics,3
1988,BRN,Fencing,7
1988,BRN,Modern Pentathlon,6
1988,BUL,Alpine Skiing,7
1988,BUL,Athletics,26
1988,BUL,Basketball,12
1988,BUL,Biathlon,12
1988,BUL,Bobsleigh,8
1988,BUL,Boxing,11
1988,BUL,Canoeing,17
1988,BUL,Cross Country Skiing,16
1988,BUL,Fencing,8
1988,BUL,Figure Skating,2
1988,BUL,Gymnastics,84
1988,BUL,Judo,5
1988,BUL,Luge,3
1988,BUL,Rhythmic Gymnastics,2
1988,BUL,Rowing,40
1988,BUL,Shooting,13
1988,BUL,Ski Jumping,4
1988,BUL,Swimming,19
1988,BUL,Table Tennis,2
1988,BUL,Tennis,4
1988,BUL,Volleyball,12
1988,BUL,Weightlifting,6
1988,BUL,Wrestling,20
1988,BUR,Athletics,7
1988,BUR,Boxing,2
1988,CAF,Athletics,1
1988,CAF,Basketball,12
1988,CAF,Boxing,2
1988,CAN,Alpine Skiing,40
1988,CAN,Archery,7
1988,CAN,Athletics,79
1988,CAN,Basketball,12
1988,CAN,Biathlon,12
1988,CAN,Bobsleigh,12
1988,CAN,Boxing,10
1988,CAN,Canoeing,23
1988,CAN,Cross Country Skiing,32
1988,CAN,Cycling,14
1988,CAN,Diving,8
1988,CAN,Equestrianism,18
1988,CAN,Fencing,31
1988,CAN,Figure Skating,17
1988,CAN,Gymnastics,84
1988,CAN,Hockey,30
1988,CAN,Ice Hockey,22
1988,CAN,Judo,6
1988,CAN,Luge,9
1988,CAN,Modern Pentathlon,6
1988,CAN,Nordic Combined,1
1988,CAN,Rhythmic Gymnastics,2
1988,CAN,Rowing,41
1988,CAN,Sailing,15
1988,CAN,Shooting,16
1988,CAN,Ski Jumping,12
1988,CAN,Speed Skating,33
1988,CAN,Swimming,66
1988,CAN,Synchronized Swimming,5
1988,CAN,Table Tennis,4
1988,CAN,Tennis,10
1988,CAN,Weightlifting,3
1988,CAN,Wrestling,13
1988,CAY,Athletics,2
1988,CAY,Cycling,10
1988,CGO,Athletics,10
1988,CHA,Athletics,6
1988,CHI,Alpine Skiing,16
1988,CHI,Athletics,6
1988,CHI,Modern Pentathlon,6
1988,CHI,Rowing,2
1988,CHI,Sailing,3
1988,CHI,Shooting,1
1988,CHI,Table Tennis,5
1988,CHN,Archery,12
1988,CHN,Athletics,55
1988,CHN,Basketball,22
1988,CHN,Boxing,2
1988,CHN,Canoeing,8
1988,CHN,Cross Country Skiing,5
1988,CHN,Cycling,11
1988,CHN,Diving,8
1988,CHN,Fencing,24
1988,CHN,Figure Skating,6
1988,CHN,Football,14
1988,CHN,Gymnastics,84
1988,CHN,Handball,12
1988,CHN,Judo,5
1988,CHN,Modern Pentathlon,1
1988,CHN,Rhythmic Gymnastics,2
1988,CHN,Rowing,16
1988,CHN,Sailing,5
1988,CHN,Shooting,27
1988,CHN,Speed Skating,4
1988,CHN,Swimming,55
1988,CHN,Synchronized Swimming,5
1988,CHN,Table Tennis,12
1988,CHN,Tennis,2
1988,CHN,Volleyball,11
1988,CHN,Water Polo,13
1988,CHN,Weightlifting,10
1988,CHN,Wrestling,11
1988,CIV,Athletics,10
1988,CIV,Boxing,2
1988,CIV,Canoeing,2
1988,CIV,Handball,14
1988,CIV,Tennis,1
1988,CMR,Athletics,8
1988,CMR,Boxing,4
1988,CMR,Weightlifting,2
1988,CMR,Wrestling,7
1988,COD,Athletics,9
1988,COD,Boxing,5
1988,COD,Cycling,7
1988,COK,Athletics,3
1988,COK,Boxing,3
1988,COK,Weightlifting,2
1988,COL,Athletics,19
1988,COL,Boxing,2
1988,COL,Cycling,7
1988,COL,Equestrianism,4
1988,COL,Fencing,8
1988,COL,Judo,3
1988,COL,Shooting,5
1988,COL,Swimming,2
1988,COL,Weightlifting,3
1988,COL,Wrestling,4
1988,CRC,Alpine Skiing,3
1988,CRC,Athletics,4
1988,CRC,Boxing,1
1988,CRC,Cross Country Skiing,2
1988,CRC,Judo,1
1988,CRC,Shooting,1
1988,CRC,Swimming,25
1988,CRC,Weightlifting,1
1988,CYP,Alpine Skiing,8
1988,CYP,Athletics,6
1988,CYP,Judo,2
1988,CYP,Sailing,2
1988,CYP,Shooting,1
1988,DEN,Archery,6
1988,DEN,Athletics,5
1988,DEN,Boxing,5
1988,DEN,Canoeing,11
1988,DEN,Cycling,11
1988,DEN,Equestrianism,8
1988,DEN,Figure Skating,1
1988,DEN,Judo,1
1988,DEN,Modern Pentathlon,1
1988,DEN,Rhythmic Gymnastics,1
1988,DEN,Rowing,3
1988,DEN,Sailing,14
1988,DEN,Shooting,10
1988,DEN,Swimming,47
1988,DEN,Tennis,5
1988,DEN,Weightlifting,2
1988,DJI,Athletics,5
1988,DJI,Sailing,1
1988,DOM,Athletics,3
1988,DOM,Boxing,5
1988,DOM,Judo,1
1988,DOM,Table Tennis,5
1988,DOM,Weightlifting,4
1988,ECU,Athletics,6
1988,ECU,Boxing,1
1988,ECU,Cycling,2
1988,ECU,Diving,1
1988,ECU,Shooting,2
1988,ECU,Weightlifting,3
1988,EGY,Athletics,4
1988,EGY,Basketball,12
1988,EGY,Boxing,4
1988,EGY,Equestrianism,1
1988,EGY,Fencing,2
1988,EGY,Judo,3
1988,EGY,Modern Pentathlon,6
1988,EGY,Shooting,2
1988,EGY,Swimming,10
1988,EGY,Table Tennis,3
1988,EGY,Weightlifting,5
1988,EGY,Wrestling,7
1988,ESA,Athletics,2
1988,ESA,Boxing,2
1988,ESA,Judo,1
1988,ESA,Wrestling,2
1988,ESP,Alpine Skiing,16
1988,ESP,Archery,7
1988,ESP,Athletics,37
1988,ESP,Basketball,12
1988,ESP,Boxing,5
1988,ESP,Canoeing,14
1988,ESP,Cross Country Skiing,9
1988,ESP,Cycling,15
1988,ESP,Diving,2
1988,ESP,Equestrianism,11
1988,ESP,Fencing,11
1988,ESP,Figure Skating,1
1988,ESP,Gymnastics,57
1988,ESP,Handball,15
1988,ESP,Hockey,16
1988,ESP,Judo,3
1988,ESP,Luge,1
1988,ESP,Modern Pentathlon,6
1988,ESP,Rhythmic Gymnastics,2
1988,ESP,Rowing,13
1988,ESP,Sailing,17
1988,ESP,Shooting,11
1988,ESP,Ski Jumping,2
1988,ESP,Swimming,24
1988,ESP,Synchronized Swimming,5
1988,ESP,Tennis,6
1988,ESP,Water Polo,13
1988,ESP,Weightlifting,6
1988,ESP,Wrestling,9
1988,FIJ,Athletics,13
1988,FIJ,Boxing,2
1988,FIJ,Cross Country Skiing,1
1988,FIJ,Judo,3
1988,FIJ,Sailing,5
1988,FIJ,Swimming,18
1988,FIN,Alpine Skiing,2
1988,FIN,Archery,12
1988,FIN,Athletics,20
1988,FIN,Biathlon,12
1988,FIN,Boxing,3
1988,FIN,Canoeing,6
1988,FIN,Cross Country Skiing,32
1988,FIN,Cycling,4
1988,FIN,Diving,1
1988,FIN,Equestrianism,8
1988,FIN,Fencing,1
1988,FIN,Ice Hockey,22
1988,FIN,Judo,2
1988,FIN,Nordic Combined,7
1988,FIN,Rowing,5
1988,FIN,Sailing,5
1988,FIN,Shooting,16
1988,FIN,Ski Jumping,12
1988,FIN,Speed Skating,5
1988,FIN,Swimming,2
1988,FIN,Weightlifting,4
1988,FIN,Wrestling,12
1988,FRA,Alpine Skiing,36
1988,FRA,Archery,12
1988,FRA,Athletics,70
1988,FRA,Biathlon,12
1988,FRA,Boxing,4
1988,FRA,Canoeing,17
1988,FRA,Cross Country Skiing,16
1988,FRA,Cycling,18
1988,FRA,Diving,2
1988,FRA,Equestrianism,22
1988,FRA,Fencing,31
1988,FRA,Figure Skating,6
1988,FRA,Gymnastics,63
1988,FRA,Ice Hockey,21
1988,FRA,Judo,7
1988,FRA,Luge,1
1988,FRA,Modern Pentathlon,6
1988,FRA,Nordic Combined,7
1988,FRA,Rhythmic Gymnastics,1
1988,FRA,Rowing,12
1988,FRA,Sailing,13
1988,FRA,Shooting,23
1988,FRA,Ski Jumping,3
1988,FRA,Speed Skating,13
1988,FRA,Swimming,56
1988,FRA,Synchronized Swimming,5
1988,FRA,Table Tennis,4
1988,FRA,Tennis,9
1988,FRA,Volleyball,12
1988,FRA,Water Polo,13
1988,FRA,Weightlifting,4
1988,FRA,Wrestling,9
1988,FRG,Alpine Skiing,38
1988,FRG,Archery,12
1988,FRG,Athletics,61
1988,FRG,Biathlon,12
1988,FRG,Bobsleigh,12
1988,FRG,Boxing,6
1988,FRG,Canoeing,21
1988,FRG,Cross Country Skiing,25
1988,FRG,Cycling,18
1988,FRG,Diving,8
1988,FRG,Equestrianism,24
1988,FRG,Fencing,32
1988,FRG,Figure Skating,8
1988,FRG,Football,18
1988,FRG,Gymnastics,58
1988,FRG,Hockey,31
1988,FRG,Ice Hockey,23
1988,FRG,Judo,7
1988,FRG,Luge,8
1988,FRG,Modern Pentathlon,6
1988,FRG,Nordic Combined,7
1988,FRG,Rhythmic Gymnastics,2
1988,FRG,Rowing,38
1988,FRG,Sailing,15
1988,FRG,Shooting,23
1988,FRG,Ski Jumping,12
1988,FRG,Speed Skating,10
1988,FRG,Swimming,75
1988,FRG,Synchronized Swimming,5
1988,FRG,Table Tennis,10
1988,FRG,Tennis,9
1988,FRG,Water Polo,13
1988,FRG,Weightlifting,7
1988,FRG,Wrestling,17
1988,GAB,Athletics,1
1988,GAB,Boxing,1
1988,GAM,Athletics,3
1988,GAM,Wrestling,3
1988,GBR,Alpine Skiing,28
1988,GBR,Archery,12
1988,GBR,Athletics,122
1988,GBR,Biathlon,12
1988,GBR,Bobsleigh,12
1988,GBR,Boxing,8
1988,GBR,Canoeing,23
1988,GBR,Cross Country Skiing,19
1988,GBR,Cycling,17
1988,GBR,Diving,7
1988,GBR,Equestrianism,24
1988,GBR,Fencing,19
1988,GBR,Figure Skating,9
1988,GBR,Gymnastics,24
1988,GBR,Hockey,32
1988,GBR,Judo,7
1988,GBR,Luge,6
1988,GBR,Modern Pentathlon,6
1988,GBR,Rhythmic Gymnastics,1
1988,GBR,Rowing,32
1988,GBR,Sailing,15
1988,GBR,Shooting,13
1988,GBR,Ski Jumping,2
1988,GBR,Speed Skating,7
1988,GBR,Swimming,74
1988,GBR,Synchronized Swimming,5
1988,GBR,Table Tennis,7
1988,GBR,Tennis,8
1988,GBR,Weightlifting,10
1988,GBR,Wrestling,6
1988,GDR,Athletics,72
1988,GDR,Biathlon,12
1988,GDR,Bobsleigh,12
1988,GDR,Boxing,11
1988,GDR,Canoeing,23
1988,GDR,Cross Country Skiing,22
1988,GDR,Cycling,19
1988,GDR,Diving,4
1988,GDR,Fencing,10
1988,GDR,Figure Skating,5
1988,GDR,Gymnastics,84
1988,GDR,Handball,13
1988,GDR,Judo,4
1988,GDR,Luge,10
1988,GDR,Nordic Combined,6
1988,GDR,Rowing,44
1988,GDR,Sailing,9
1988,GDR,Shooting,21
1988,GDR,Ski Jumping,4
1988,GDR,Speed Skating,27
1988,GDR,Swimming,64
1988,GDR,Volleyball,12
1988,GDR,Weightlifting,4
1988,GDR,Wrestling,8
1988,GEQ,Athletics,7
1988,GHA,Athletics,16
1988,GHA,Boxing,4
1988,GHA,Table Tennis,1
1988,GRE,Alpine Skiing,9
1988,GRE,Athletics,8
1988,GRE,Boxing,1
1988,GRE,Cross Country Skiing,6
1988,GRE,Gymnastics,5
1988,GRE,Rhythmic Gymnastics,2
1988,GRE,Rowing,7
1988,GRE,Sailing,8
1988,GRE,Shooting,4
1988,GRE,Swimming,11
1988,GRE,Tennis,4
1988,GRE,Water Polo,13
1988,GRE,Weightlifting,4
1988,GRE,Wrestling,5
1988,GRN,Athletics,3
1988,GRN,Boxing,4
1988,GUA,Alpine Skiing,11
1988,GUA,Athletics,1
1988,GUA,Boxing,1
1988,GUA,Cross Country Skiing,4
1988,GUA,Cycling,8
1988,GUA,Football,17
1988,GUA,Gymnastics,5
1988,GUA,Shooting,1
1988,GUA,Swimming,2
1988,GUA,Wrestling,2
1988,GUI,Athletics,3
1988,GUI,Boxing,2
1988,GUI,Wrestling,2
1988,GUM,Athletics,6
1988,GUM,Biathlon,1
1988,GUM,Boxing,1
1988,GUM,Judo,3
1988,GUM,Sailing,2
1988,GUM,Swimming,11
1988,GUM,Weightlifting,2
1988,GUM,Wrestling,1
1988,GUY,Athletics,3
1988,GUY,Boxing,3
1988,GUY,Cycling,2
1988,HAI,Athletics,4
1988,HAI,Tennis,1
1988,HKG,Archery,3
1988,HKG,Athletics,5
1988,HKG,Canoeing,2
1988,HKG,Cycling,7
1988,HKG,Diving,2
1988,HKG,Fencing,15
1988,HKG,Judo,5
1988,HKG,Sailing,4
1988,HKG,Shooting,1
1988,HKG,Swimming,36
1988,HKG,Table Tennis,11
1988,HON,Athletics,4
1988,HON,Boxing,2
1988,HON,Swimming,12
1988,HUN,Athletics,20
1988,HUN,Biathlon,2
1988,HUN,Boxing,9
1988,HUN,Canoeing,23
1988,HUN,Cross Country Skiing,2
1988,HUN,Cycling,2
1988,HUN,Diving,3
1988,HUN,Fencing,32
1988,HUN,Figure Skating,3
1988,HUN,Gymnastics,84
1988,HUN,Handball,14
1988,HUN,Judo,7
1988,HUN,Modern Pentathlon,6
1988,HUN,Rhythmic Gymnastics,2
1988,HUN,Rowing,8
1988,HUN,Sailing,3
1988,HUN,Shooting,23
1988,HUN,Swimming,27
1988,HUN,Table Tennis,8
1988,HUN,Tennis,2
1988,HUN,Water Polo,13
1988,HUN,Weightlifting,10
1988,HUN,Wrestling,19
1988,INA,Archery,7
1988,INA,Athletics,8
1988,INA,Boxing,2
1988,INA,Fencing,2
1988,INA,Sailing,2
1988,INA,Shooting,2
1988,INA,Swimming,9
1988,INA,Table Tennis,1
1988,INA,Tennis,3
1988,INA,Weightlifting,5
1988,INA,Wrestling,2
1988,IND,Alpine Skiing,3
1988,IND,Archery,6
1988,IND,Athletics,7
1988,IND,Boxing,3
1988,IND,Hockey,16
1988,IND,Sailing,2
1988,IND,Shooting,2
1988,IND,Swimming,1
1988,IND,Table Tennis,5
1988,IND,Tennis,4
1988,IND,Weightlifting,2
1988,IND,Wrestling,7
1988,IRI,Athletics,1
1988,IRI,Cycling,10
1988,IRI,Wrestling,15
1988,IRL,Archery,3
1988,IRL,Athletics,18
1988,IRL,Boxing,7
1988,IRL,Canoeing,5
1988,IRL,Cycling,7
1988,IRL,Equestrianism,11
1988,IRL,Judo,1
1988,IRL,Rowing,3
1988,IRL,Sailing,5
1988,IRL,Swimming,15
1988,IRL,Tennis,2
1988,IRL,Wrestling,1
1988,IRQ,Athletics,3
1988,IRQ,Boxing,3
1988,IRQ,Football,16
1988,IRQ,Table Tennis,1
1988,IRQ,Wrestling,5
1988,ISL,Alpine Skiing,4
1988,ISL,Athletics,7
1988,ISL,Cross Country Skiing,2
1988,ISL,Handball,15
1988,ISL,Judo,2
1988,ISL,Sailing,2
1988,ISL,Swimming,16
1988,ISR,Boxing,2
1988,ISR,Gymnastics,5
1988,ISR,Rhythmic Gymnastics,2
1988,ISR,Sailing,4
1988,ISR,Shooting,6
1988,ISR,Swimming,2
1988,ISR,Tennis,6
1988,ISR,Wrestling,2
1988,ISV,Alpine Skiing,2
1988,ISV,Athletics,9
1988,ISV,Bobsleigh,4
1988,ISV,Cycling,1
1988,ISV,Equestrianism,1
1988,ISV,Luge,1
1988,ISV,Sailing,6
1988,ISV,Shooting,2
1988,ISV,Swimming,27
1988,ITA,Alpine Skiing,25
1988,ITA,Archery,6
1988,ITA,Athletics,46
1988,ITA,Biathlon,12
1988,ITA,Bobsleigh,12
1988,ITA,Boxing,7
1988,ITA,Canoeing,8
1988,ITA,Cross Country Skiing,32
1988,ITA,Cycling,19
1988,ITA,Diving,4
1988,ITA,Equestrianism,9
1988,ITA,Fencing,32
1988,ITA,Figure Skating,4
1988,ITA,Football,18
1988,ITA,Gymnastics,63
1988,ITA,Judo,4
1988,ITA,Luge,10
1988,ITA,Modern Pentathlon,6
1988,ITA,Rhythmic Gymnastics,2
1988,ITA,Rowing,28
1988,ITA,Sailing,15
1988,ITA,Shooting,14
1988,ITA,Ski Jumping,4
1988,ITA,Speed Skating,6
1988,ITA,Swimming,48
1988,ITA,Table Tennis,1
1988,ITA,Tennis,9
1988,ITA,Volleyball,12
1988,ITA,Water Polo,13
1988,ITA,Weightlifting,6
1988,ITA,Wrestling,4
1988,IVB,Athletics,3
1988,IVB,Sailing,1
1988,JAM,Athletics,40
1988,JAM,Bobsleigh,6
1988,JAM,Boxing,4
1988,JAM,Cycling,3
1988,JAM,Table Tennis,1
1988,JAM,Weightlifting,1
1988,JOR,Archery,1
1988,JOR,Boxing,2
1988,JOR,Fencing,1
1988,JOR,Table Tennis,1
1988,JOR,Wrestling,4
1988,JPN,Alpine Skiing,20
1988,JPN,Archery,12
1988,JPN,Athletics,37
1988,JPN,Biathlon,12
1988,JPN,Bobsleigh,8
1988,JPN,Boxing,7
1988,JPN,Canoeing,8
1988,JPN,Cross Country Skiing,15
1988,JPN,Cycling,13
1988,JPN,Diving,8
1988,JPN,Equestrianism,18
1988,JPN,Fencing,16
1988,JPN,Figure Skating,5
1988,JPN,Gymnastics,84
1988,JPN,Handball,15
1988,JPN,Judo,7
1988,JPN,Luge,6
1988,JPN,Modern Pentathlon,6
1988,JPN,Nordic Combined,6
1988,JPN,Rhythmic Gymnastics,2
1988,JPN,Rowing,12
1988,JPN,Sailing,13
1988,JPN,Shooting,20
1988,JPN,Ski Jumping,12
1988,JPN,Speed Skating,29
1988,JPN,Swimming,55
1988,JPN,Synchronized Swimming,5
1988,JPN,Table Tennis,12
1988,JPN,Tennis,8
1988,JPN,Volleyball,24
1988,JPN,Weightlifting,10
1988,JPN,Wrestling,20
1988,KEN,Athletics,43
1988,KEN,Boxing,12
1988,KEN,Hockey,16
1988,KEN,Judo,4
1988,KEN,Shooting,2
1988,KEN,Weightlifting,4
1988,KEN,Wrestling,7
1988,KOR,Alpine Skiing,12
1988,KOR,Archery,12
1988,KOR,Athletics,59
1988,KOR,Basketball,24
1988,KOR,Biathlon,12
1988,KOR,Boxing,12
1988,KOR,Canoeing,23
1988,KOR,Cross Country Skiing,16
1988,KOR,Cycling,19
1988,KOR,Diving,4
1988,KOR,Equestrianism,18
1988,KOR,Fencing,32
1988,KOR,Figure Skating,2
1988,KOR,Football,16
1988,KOR,Gymnastics,57
1988,KOR,Handball,25
1988,KOR,Hockey,32
1988,KOR,Judo,7
1988,KOR,Modern Pentathlon,6
1988,KOR,Rhythmic Gymnastics,2
1988,KOR,Rowing,28
1988,KOR,Sailing,10
1988,KOR,Shooting,24
1988,KOR,Speed Skating,14
1988,KOR,Swimming,49
1988,KOR,Synchronized Swimming,5
1988,KOR,Table Tennis,12
1988,KOR,Tennis,9
1988,KOR,Volleyball,24
1988,KOR,Water Polo,13
1988,KOR,Weightlifting,10
1988,KOR,Wrestling,19
1988,KSA,Archery,2
1988,KSA,Athletics,10
1988,KSA,Shooting,1
1988,KUW,Athletics,6
1988,KUW,Boxing,3
1988,KUW,Diving,1
1988,KUW,Fencing,14
1988,KUW,Judo,4
1988,KUW,Rowing,1
1988,KUW,Swimming,5
1988,LAO,Athletics,1
1988,LAO,Boxing,2
1988,LBA,Athletics,3
1988,LBA,Cycling,2
1988,LBA,Weightlifting,2
1988,LBR,Athletics,7
1988,LBR,Boxing,4
1988,LES,Athletics,3
1988,LES,Boxing,3
1988,LIB,Alpine Skiing,9
1988,LIB,Athletics,4
1988,LIB,Boxing,3
1988,LIB,Cycling,2
1988,LIB,Fencing,4
1988,LIB,Judo,3
1988,LIB,Swimming,11
1988,LIB,Weightlifting,3
1988,LIB,Wrestling,1
1988,LIE,Alpine Skiing,28
1988,LIE,Athletics,4
1988,LIE,Cross Country Skiing,7
1988,LIE,Cycling,6
1988,LIE,Equestrianism,1
1988,LIE,Judo,4
1988,LIE,Luge,1
1988,LIE,Shooting,1
1988,LUX,Alpine Skiing,3
1988,LUX,Archery,1
1988,LUX,Athletics,3
1988,LUX,Shooting,2
1988,LUX,Swimming,5
1988,MAR,Alpine Skiing,6
1988,MAR,Athletics,13
1988,MAR,Boxing,7
1988,MAR,Judo,4
1988,MAR,Wrestling,5
1988,MAS,Athletics,2
1988,MAS,Cycling,4
1988,MAS,Shooting,1
1988,MAS,Swimming,6
1988,MAS,Table Tennis,4
1988,MAW,Athletics,8
1988,MAW,Boxing,7
1988,MAW,Cycling,7
1988,MDV,Athletics,9
1988,MEX,Alpine Skiing,12
1988,MEX,Archery,7
1988,MEX,Athletics,25
1988,MEX,Bobsleigh,4
1988,MEX,Boxing,6
1988,MEX,Cross Country Skiing,3
1988,MEX,Cycling,8
1988,MEX,Diving,6
1988,MEX,Equestrianism,8
1988,MEX,Fencing,1
1988,MEX,Figure Skating,2
1988,MEX,Gymnastics,7
1988,MEX,Judo,3
1988,MEX,Modern Pentathlon,6
1988,MEX,Rowing,2
1988,MEX,Sailing,4
1988,MEX,Shooting,4
1988,MEX,Swimming,39
1988,MEX,Synchronized Swimming,5
1988,MEX,Tennis,9
1988,MEX,Wrestling,4
1988,MGL,Archery,6
1988,MGL,Boxing,7
1988,MGL,Cross Country Skiing,9
1988,MGL,Judo,6
1988,MGL,Shooting,4
1988,MGL,Wrestling,9
1988,MLI,Athletics,5
1988,MLI,Boxing,1
1988,MLI,Judo,2
1988,MLT,Archery,1
1988,MLT,Judo,2
1988,MLT,Sailing,1
1988,MLT,Wrestling,2
1988,MON,Alpine Skiing,2
1988,MON,Archery,1
1988,MON,Athletics,1
1988,MON,Bobsleigh,2
1988,MON,Cycling,1
1988,MON,Fencing,1
1988,MON,Judo,2
1988,MON,Sailing,2
1988,MON,Shooting,1
1988,MOZ,Athletics,3
1988,MOZ,Boxing,3
1988,MOZ,Swimming,6
1988,MRI,Athletics,3
1988,MRI,Boxing,1
1988,MRI,Table Tennis,4
1988,MRI,Weightlifting,1
1988,MRI,Wrestling,2
1988,MTN,Athletics,2
1988,MTN,Wrestling,5
1988,MYA,Athletics,3
1988,NED,Archery,3
1988,NED,Athletics,26
1988,NED,Boxing,2
1988,NED,Canoeing,2
1988,NED,Cycling,17
1988,NED,Diving,2
1988,NED,Equestrianism,16
1988,NED,Fencing,8
1988,NED,Hockey,32
1988,NED,Judo,3
1988,NED,Rowing,16
1988,NED,Sailing,12
1988,NED,Shooting,5
1988,NED,Speed Skating,25
1988,NED,Swimming,41
1988,NED,Table Tennis,4
1988,NED,Tennis,1
1988,NED,Volleyball,12
1988,NEP,Athletics,11
1988,NEP,Boxing,5
1988,NEP,Judo,2
1988,NEP,Shooting,1
1988,NEP,Weightlifting,1
1988,NGR,Athletics,34
1988,NGR,Boxing,7
1988,NGR,Football,17
1988,NGR,Judo,3
1988,NGR,Table Tennis,10
1988,NGR,Tennis,5
1988,NGR,Weightlifting,4
1988,NGR,Wrestling,6
1988,NIG,Athletics,3
1988,NIG,Boxing,3
1988,NOR,Alpine Skiing,11
1988,NOR,Athletics,13
1988,NOR,Biathlon,12
1988,NOR,Canoeing,8
1988,NOR,Cross Country Skiing,32
1988,NOR,Cycling,5
1988,NOR,Diving,1
1988,NOR,Equestrianism,1
1988,NOR,Handball,14
1988,NOR,Ice Hockey,23
1988,NOR,Nordic Combined,7
1988,NOR,Rowing,9
1988,NOR,Sailing,7
1988,NOR,Shooting,11
1988,NOR,Ski Jumping,12
1988,NOR,Speed Skating,18
1988,NOR,Swimming,5
1988,NOR,Wrestling,5
1988,NZL,Alpine Skiing,10
1988,NZL,Archery,1
1988,NZL,Athletics,6
1988,NZL,Bobsleigh,8
1988,NZL,Canoeing,10
1988,NZL,Cross Country Skiing,1
1988,NZL,Cycling,14
1988,NZL,Equestrianism,16
1988,NZL,Fencing,1
1988,NZL,Judo,2
1988,NZL,Rhythmic Gymnastics,1
1988,NZL,Rowing,15
1988,NZL,Sailing,13
1988,NZL,Shooting,4
1988,NZL,Swimming,19
1988,NZL,Table Tennis,3
1988,NZL,Tennis,4
1988,NZL,Weightlifting,1
1988,NZL,Wrestling,2
1988,OMA,Athletics,10
1988,OMA,Boxing,2
1988,OMA,Shooting,1
1988,PAK,Athletics,10
1988,PAK,Boxing,2
1988,PAK,Hockey,15
1988,PAK,Sailing,2
1988,PAK,Table Tennis,1
1988,PAK,Wrestling,3
1988,PAN,Swimming,2
1988,PAN,Weightlifting,2
1988,PAN,Wrestling,5
1988,PAR,Athletics,4
1988,PAR,Boxing,2
1988,PAR,Fencing,2
1988,PAR,Judo,1
1988,PAR,Tennis,4
1988,PER,Athletics,2
1988,PER,Shooting,4
1988,PER,Swimming,4
1988,PER,Table Tennis,1
