Year,NOC,Sport,count
1896,AUS,Athletics,3
1896,AUS,Tennis,2
1896,AUT,Cycling,4
1896,AUT,Fencing,1
1896,AUT,Swimming,3
1896,DEN,Athletics,4
1896,DEN,Fencing,1
1896,DEN,Gymnastics,1
1896,DEN,Shooting,7
1896,DEN,Weightlifting,2
1896,FRA,Athletics,12
1896,FRA,Cycling,7
1896,FRA,Fencing,4
1896,FRA,Gymnastics,1
1896,FRA,Shooting,1
1896,FRA,Tennis,1
1896,GBR,Athletics,7
1896,GBR,Cycling,5
1896,GBR,Gymnastics,1
1896,GBR,Shooting,5
1896,GBR,Tennis,4
1896,GBR,Weightlifting,2
1896,GBR,Wrestling,1
1896,GER,Athletics,14
1896,GER,Cycling,10
1896,GER,Gymnastics,66
1896,GER,Tennis,2
1896,GER,Weightlifting,1
1896,GER,Wrestling,1
1896,GRE,Athletics,36
1896,GRE,Cycling,15
1896,GRE,Fencing,9
1896,GRE,Gymnastics,12
1896,GRE,Shooting,46
1896,GRE,Swimming,11
1896,GRE,Tennis,13
1896,GRE,Weightlifting,4
1896,GRE,Wrestling,2
1896,HUN,Athletics,5
1896,HUN,Gymnastics,8
1896,HUN,Swimming,2
1896,HUN,Tennis,1
1896,HUN,Weightlifting,1
1896,HUN,Wrestling,1
1896,ITA,Shooting,1
1896,SUI,Gymnastics,7
1896,SUI,Shooting,1
1896,SWE,Athletics,4
1896,SWE,Gymnastics,1
1896,USA,Athletics,21
1896,USA,Shooting,4
1896,USA,Swimming,2
1900,ARG,Fencing,1
1900,AUS,Athletics,4
1900,AUS,Swimming,2
1900,AUT,Athletics,3
1900,AUT,Equestrianism,6
1900,AUT,Fencing,8
1900,AUT,Swimming,9
1900,BEL,Archery,8
1900,BEL,Cycling,1
1900,BEL,Equestrianism,15
1900,BEL,Fencing,6
1900,BEL,Football,9
1900,BEL,Gymnastics,2
1900,BEL,Rowing,11
1900,BEL,Shooting,36
1900,BEL,Swimming,1
1900,BEL,Water Polo,11
1900,BOH,Athletics,5
1900,BOH,Cycling,1
1900,BOH,Gymnastics,1
1900,BOH,Tennis,2
1900,BRA,Athletics,3
1900,CAN,Athletics,7
1900,COL,Tug-Of-War,1
1900,CUB,Fencing,2
1900,DEN,Athletics,6
1900,DEN,Fencing,1
1900,DEN,Shooting,25
1900,DEN,Swimming,1
1900,DEN,Tug-Of-War,3
1900,ESP,Basque Pelota,2
1900,ESP,Equestrianism,1
1900,ESP,Fencing,3
1900,ESP,Rowing,6
1900,FRA,Archery,18
1900,FRA,Athletics,29
1900,FRA,Cricket,3
1900,FRA,Croquet,19
1900,FRA,Cycling,71
1900,FRA,Equestrianism,47
1900,FRA,Fencing,253
1900,FRA,Football,13
1900,FRA,Golf,7
1900,FRA,Gymnastics,108
1900,FRA,Polo,8
1900,FRA,Rowing,59
1900,FRA,Rugby,15
1900,FRA,Sailing,227
1900,FRA,Shooting,62
1900,FRA,Swimming,81
1900,FRA,Tennis,19
1900,FRA,Tug-Of-War,5
1900,FRA,Water Polo,27
1900,GBR,Athletics,19
1900,GBR,Cricket,21
1900,GBR,Cycling,2
1900,GBR,Equestrianism,1
1900,GBR,Fencing,3
1900,GBR,Football,12
1900,GBR,Golf,5
1900,GBR,Gymnastics,4
1900,GBR,Polo,6
1900,GBR,Rowing,1
1900,GBR,Rugby,15
1900,GBR,Sailing,19
1900,GBR,Shooting,1
1900,GBR,Swimming,14
1900,GBR,Tennis,16
1900,GBR,Water Polo,7
1900,GER,Athletics,10
1900,GER,Cycling,5
1900,GER,Equestrianism,1
1900,GER,Fencing,1
1900,GER,Gymnastics,14
1900,GER,Rowing,30
1900,GER,Rugby,15
1900,GER,Sailing,12
1900,GER,Swimming,8
1900,GER,Water Polo,7
1900,GRE,Athletics,3
1900,GRE,Golf,1
1900,HAI,Fencing,3
1900,HAI,Rugby,1
1900,HUN,Athletics,21
1900,HUN,Fencing,8
1900,HUN,Gymnastics,2
1900,HUN,Swimming,3
1900,IND,Athletics,5
1900,IRI,Fencing,1
1900,ITA,Athletics,3
1900,ITA,Cycling,10
1900,ITA,Equestrianism,5
1900,ITA,Fencing,14
1900,ITA,Gymnastics,1
1900,ITA,Swimming,3
1900,LUX,Athletics,1
1900,MEX,Polo,3
1900,NED,Archery,6
1900,NED,Fencing,1
1900,NED,Football,1
1900,NED,Rowing,17
1900,NED,Sailing,9
1900,NED,Shooting,35
1900,NED,Swimming,4
1900,NOR,Athletics,4
1900,NOR,Shooting,25
1900,NZL,Water Polo,1
1900,PER,Fencing,2
1900,ROU,Shooting,1
1900,RUS,Equestrianism,3
1900,RUS,Fencing,2
1900,SUI,Fencing,4
1900,SUI,Gymnastics,3
1900,SUI,Sailing,9
1900,SUI,Shooting,36
1900,SWE,Athletics,20
1900,SWE,Fencing,1
1900,SWE,Swimming,3
1900,SWE,Tug-Of-War,3
1900,USA,Athletics,91
1900,USA,Cycling,2
1900,USA,Fencing,3
1900,USA,Golf,9
1900,USA,Polo,4
1900,USA,Rowing,9
1900,USA,Rugby,1
1900,USA,Sailing,4
1900,USA,Swimming,2
1900,USA,Tennis,10
1904,AUS,Athletics,2
1904,AUS,Swimming,4
1904,AUT,Gymnastics,4
1904,AUT,Swimming,3
1904,CAN,Athletics,10
1904,CAN,Football,13
1904,CAN,Golf,3
1904,CAN,Lacrosse,24
1904,CAN,Rowing,9
1904,CAN,Wrestling,2
1904,CUB,Athletics,1
1904,CUB,Fencing,5
1904,FRA,Athletics,2
1904,GBR,Athletics,3
1904,GBR,Fencing,1
1904,GBR,Golf,2
1904,GER,Athletics,5
1904,GER,Diving,3
1904,GER,Fencing,2
1904,GER,Gymnastics,28
1904,GER,Swimming,9
1904,GER,Tennis,2
1904,GER,Tug-Of-War,1
1904,GER,Weightlifting,2
1904,GER,Wrestling,3
1904,GRE,Athletics,11
1904,GRE,Tug-Of-War,5
1904,GRE,Weightlifting,1
1904,HUN,Athletics,5
1904,HUN,Swimming,4
1904,ITA,Cycling,1
1904,NFL,Athletics,1
1904,NOR,Gymnastics,4
1904,NOR,Wrestling,2
1904,RSA,Athletics,3
1904,RSA,Tug-Of-War,5
1904,SUI,Gymnastics,6
1904,SUI,Wrestling,1
1904,USA,Archery,70
1904,USA,Athletics,158
1904,USA,Boxing,24
1904,USA,Cycling,60
1904,USA,Diving,2
1904,USA,Fencing,20
1904,USA,Football,23
1904,USA,Golf,100
1904,USA,Gymnastics,416
1904,USA,Lacrosse,12
1904,USA,Roque,4
1904,USA,Rowing,37
1904,USA,Swimming,44
1904,USA,Tennis,55
1904,USA,Tug-Of-War,19
1904,USA,Water Polo,21
1904,USA,Weightlifting,4
1904,USA,Wrestling,40
1906,AUS,Athletics,7
1906,AUS,Swimming,3
1906,AUT,Athletics,32
1906,AUT,Cycling,18
1906,AUT,Diving,1
1906,AUT,Fencing,6
1906,AUT,Shooting,15
1906,AUT,Swimming,9
1906,AUT,Tug-Of-War,8
1906,AUT,Weightlifting,2
1906,AUT,Wrestling,9
1906,BEL,Athletics,4
1906,BEL,Cycling,6
1906,BEL,Fencing,11
1906,BEL,Rowing,4
1906,BEL,Shooting,1
1906,BEL,Weightlifting,2
1906,BEL,Wrestling,3
1906,BOH,Athletics,13
1906,BOH,Fencing,1
1906,BOH,Gymnastics,3
1906,BOH,Shooting,5
1906,BOH,Tennis,5
1906,BOH,Wrestling,2
1906,CAN,Athletics,4
1906,CRT,Athletics,10
1906,CRT,Shooting,1
1906,DEN,Athletics,13
1906,DEN,Cycling,2
1906,DEN,Fencing,5
1906,DEN,Football,12
1906,DEN,Gymnastics,18
1906,DEN,Rowing,11
1906,DEN,Swimming,3
1906,DEN,Wrestling,4
1906,EGY,Athletics,2
1906,EGY,Cycling,2
1906,EGY,Wrestling,1
1906,FIN,Athletics,16
1906,FIN,Wrestling,2
1906,FRA,Athletics,23
1906,FRA,Cycling,22
1906,FRA,Fencing,13
1906,FRA,Football,3
1906,FRA,Gymnastics,8
1906,FRA,Rowing,24
1906,FRA,Shooting,66
1906,FRA,Swimming,3
1906,FRA,Tennis,8
1906,FRA,Weightlifting,2
1906,FRA,Wrestling,2
1906,GBR,Athletics,36
1906,GBR,Cycling,20
1906,GBR,Diving,2
1906,GBR,Fencing,7
1906,GBR,Football,8
1906,GBR,Gymnastics,4
1906,GBR,Rowing,1
1906,GBR,Shooting,21
1906,GBR,Swimming,14
1906,GER,Athletics,47
1906,GER,Cycling,27
1906,GER,Diving,4
1906,GER,Fencing,23
1906,GER,Gymnastics,33
1906,GER,Swimming,9
1906,GER,Tug-Of-War,8
1906,GER,Weightlifting,4
1906,GER,Wrestling,2
1906,GRE,Athletics,108
1906,GRE,Cycling,22
1906,GRE,Diving,3
1906,GRE,Fencing,26
1906,GRE,Football,22
1906,GRE,Gymnastics,23
1906,GRE,Rowing,122
1906,GRE,Shooting,98
1906,GRE,Swimming,9
1906,GRE,Tennis,25
1906,GRE,Tug-Of-War,8
1906,GRE,Weightlifting,9
1906,GRE,Wrestling,9
1906,HUN,Athletics,35
1906,HUN,Fencing,18
1906,HUN,Gymnastics,22
1906,HUN,Shooting,12
1906,HUN,Swimming,8
1906,HUN,Tennis,1
1906,HUN,Wrestling,3
1906,ITA,Athletics,9
1906,ITA,Cycling,7
1906,ITA,Diving,2
1906,ITA,Fencing,4
1906,ITA,Gymnastics,24
1906,ITA,Rowing,38
1906,ITA,Shooting,15
1906,ITA,Swimming,2
1906,ITA,Weightlifting,2
1906,NED,Fencing,44
1906,NED,Tennis,5
1906,NOR,Athletics,7
1906,NOR,Gymnastics,21
1906,NOR,Shooting,27
1906,SUI,Athletics,1
1906,SUI,Cycling,8
1906,SUI,Shooting,36
1906,SWE,Athletics,35
1906,SWE,Cycling,4
1906,SWE,Diving,11
1906,SWE,Fencing,3
1906,SWE,Shooting,23
1906,SWE,Swimming,10
1906,SWE,Tug-Of-War,8
1906,SWE,Weightlifting,1
1906,TUR,Athletics,2
1906,USA,Athletics,66
1906,USA,Diving,1
1906,USA,Swimming,8
1906,USA,Tennis,4
1906,USA,Wrestling,2
1908,ANZ,Athletics,15
1908,ANZ,Boxing,1
1908,ANZ,Diving,1
1908,ANZ,Rugby,15
1908,ANZ,Shooting,3
1908,ANZ,Swimming,13
1908,ARG,Figure Skating,1
1908,AUT,Athletics,4
1908,AUT,Fencing,1
1908,AUT,Swimming,3
1908,AUT,Tennis,5
1908,BEL,Athletics,10
1908,BEL,Cycling,12
1908,BEL,Diving,1
1908,BEL,Fencing,27
1908,BEL,Gymnastics,2
1908,BEL,Rowing,10
1908,BEL,Sailing,3
1908,BEL,Shooting,16
1908,BEL,Swimming,7
1908,BEL,Water Polo,7
1908,BEL,Wrestling,4
1908,BOH,Athletics,6
1908,BOH,Fencing,23
1908,BOH,Gymnastics,2
1908,BOH,Tennis,6
1908,BOH,Wrestling,4
1908,CAN,Athletics,52
1908,CAN,Cycling,24
1908,CAN,Diving,1
1908,CAN,Fencing,1
1908,CAN,Gymnastics,2
1908,CAN,Lacrosse,12
1908,CAN,Rowing,17
1908,CAN,Shooting,31
1908,CAN,Swimming,2
1908,CAN,Tennis,5
1908,CAN,Wrestling,1
1908,DEN,Athletics,13
1908,DEN,Boxing,2
1908,DEN,Fencing,14
1908,DEN,Football,13
1908,DEN,Gymnastics,24
1908,DEN,Shooting,19
1908,DEN,Swimming,11
1908,DEN,Wrestling,11
1908,FIN,Athletics,36
1908,FIN,Diving,3
1908,FIN,Gymnastics,31
1908,FIN,Shooting,15
1908,FIN,Swimming,5
1908,FIN,Wrestling,4
1908,FRA,Archery,25
1908,FRA,Athletics,35
1908,FRA,Boxing,7
1908,FRA,Cycling,65
1908,FRA,Fencing,33
1908,FRA,Football,22
1908,FRA,Gymnastics,59
1908,FRA,Hockey,12
1908,FRA,Motorboating,1
1908,FRA,Sailing,3
1908,FRA,Shooting,52
1908,FRA,Swimming,4
1908,FRA,Tennis,1
1908,GBR,Archery,50
1908,GBR,Athletics,186
1908,GBR,Boxing,32
1908,GBR,Cycling,68
1908,GBR,Diving,17
1908,GBR,Fencing,32
1908,GBR,Figure Skating,12
1908,GBR,Football,11
1908,GBR,Gymnastics,65
1908,GBR,Hockey,45
1908,GBR,Jeu De Paume,9
1908,GBR,Lacrosse,12
1908,GBR,Motorboating,16
1908,GBR,Polo,12
1908,GBR,Racquets,12
1908,GBR,Rowing,32
1908,GBR,Rugby,15
1908,GBR,Sailing,40
1908,GBR,Shooting,131
1908,GBR,Swimming,38
1908,GBR,Tennis,38
1908,GBR,Tug-Of-War,24
1908,GBR,Water Polo,7
1908,GBR,Wrestling,68
1908,GER,Athletics,37
1908,GER,Cycling,33
1908,GER,Diving,7
1908,GER,Fencing,27
1908,GER,Figure Skating,3
1908,GER,Gymnastics,11
1908,GER,Hockey,11
1908,GER,Rowing,3
1908,GER,Shooting,1
1908,GER,Swimming,5
1908,GER,Tennis,9
1908,GER,Wrestling,1
1908,GRE,Athletics,24
1908,GRE,Cycling,2
1908,GRE,Shooting,23
1908,HUN,Athletics,43
1908,HUN,Fencing,16
1908,HUN,Gymnastics,6
1908,HUN,Rowing,11
1908,HUN,Shooting,2
1908,HUN,Swimming,16
1908,HUN,Tennis,5
1908,HUN,Wrestling,8
1908,ISL,Wrestling,1
1908,ITA,Athletics,22
1908,ITA,Cycling,9
1908,ITA,Diving,1
1908,ITA,Fencing,25
1908,ITA,Gymnastics,32
1908,ITA,Rowing,1
1908,ITA,Swimming,6
1908,ITA,Wrestling,1
1908,NED,Athletics,53
1908,NED,Cycling,25
1908,NED,Fencing,27
1908,NED,Football,12
1908,NED,Gymnastics,39
1908,NED,Rowing,4
1908,NED,Shooting,31
1908,NED,Swimming,7
1908,NED,Tennis,4
1908,NED,Water Polo,7
1908,NED,Wrestling,9
1908,NOR,Athletics,22
1908,NOR,Fencing,1
1908,NOR,Gymnastics,38
1908,NOR,Rowing,9
1908,NOR,Sailing,5
1908,NOR,Shooting,27
1908,NOR,Wrestling,1
1908,RSA,Athletics,9
1908,RSA,Cycling,17
1908,RSA,Fencing,2
1908,RSA,Tennis,5
1908,RUS,Athletics,1
1908,RUS,Figure Skating,2
1908,RUS,Wrestling,4
1908,SUI,Athletics,1
1908,SWE,Athletics,66
1908,SWE,Cycling,8
1908,SWE,Diving,12
1908,SWE,Fencing,11
1908,SWE,Figure Skating,4
1908,SWE,Football,14
1908,SWE,Gymnastics,38
1908,SWE,Sailing,13
1908,SWE,Shooting,60
1908,SWE,Swimming,19
1908,SWE,Tennis,6
1908,SWE,Tug-Of-War,8
1908,SWE,Water Polo,7
1908,SWE,Wrestling,10
1908,USA,Archery,2
1908,USA,Athletics,143
1908,USA,Cycling,6
1908,USA,Diving,4
1908,USA,Figure Skating,1
1908,USA,Jeu De Paume,2
1908,USA,Shooting,33
1908,USA,Swimming,14
1908,USA,Tug-Of-War,8
1908,USA,Wrestling,6
1912,ANZ,Athletics,7
1912,ANZ,Rowing,10
1912,ANZ,Swimming,20
1912,ANZ,Tennis,1
1912,AUT,Athletics,27
1912,AUT,Cycling,12
1912,AUT,Diving,1
1912,AUT,Fencing,21
1912,AUT,Football,15
1912,AUT,Modern Pentathlon,1
1912,AUT,Rowing,6
1912,AUT,Shooting,15
1912,AUT,Swimming,14
1912,AUT,Tennis,5
1912,AUT,Water Polo,7
1912,AUT,Wrestling,8
1912,BEL,Art Competitions,1
1912,BEL,Athletics,3
1912,BEL,Cycling,1
1912,BEL,Equestrianism,15
1912,BEL,Fencing,30
1912,BEL,Rowing,6
1912,BEL,Swimming,6
1912,BEL,Water Polo,9
1912,BEL,Wrestling,1
1912,BOH,Art Competitions,1
1912,BOH,Athletics,15
1912,BOH,Cycling,10
1912,BOH,Fencing,27
1912,BOH,Gymnastics,1
1912,BOH,Rowing,1
1912,BOH,Tennis,15
1912,BOH,Wrestling,4
1912,CAN,Art Competitions,1
1912,CAN,Athletics,39
1912,CAN,Cycling,2
1912,CAN,Diving,3
1912,CAN,Rowing,10
1912,CAN,Shooting,3
1912,CAN,Swimming,2
1912,CHI,Athletics,10
1912,CHI,Cycling,8
1912,CHI,Equestrianism,2
1912,CHI,Shooting,8
1912,DEN,Athletics,21
1912,DEN,Cycling,16
1912,DEN,Equestrianism,8
1912,DEN,Fencing,24
1912,DEN,Football,15
1912,DEN,Gymnastics,54
1912,DEN,Modern Pentathlon,4
1912,DEN,Rowing,16
1912,DEN,Sailing,3
1912,DEN,Shooting,41
1912,DEN,Swimming,2
1912,DEN,Tennis,20
1912,DEN,Wrestling,9
1912,FIN,Athletics,57
1912,FIN,Cycling,10
1912,FIN,Diving,11
1912,FIN,Football,13
1912,FIN,Gymnastics,25
1912,FIN,Rowing,6
1912,FIN,Sailing,27
1912,FIN,Shooting,38
1912,FIN,Swimming,9
1912,FIN,Wrestling,37
1912,FRA,Art Competitions,10
1912,FRA,Athletics,56
1912,FRA,Cycling,24
1912,FRA,Equestrianism,18
1912,FRA,Gymnastics,6
1912,FRA,Modern Pentathlon,2
1912,FRA,Rowing,19
1912,FRA,Sailing,3
1912,FRA,Shooting,65
1912,FRA,Swimming,3
1912,FRA,Tennis,12
1912,FRA,Water Polo,8
1912,FRA,Wrestling,6
1912,GBR,Art Competitions,3
1912,GBR,Athletics,111
1912,GBR,Cycling,52
1912,GBR,Diving,4
1912,GBR,Equestrianism,11
1912,GBR,Fencing,41
1912,GBR,Football,14
1912,GBR,Gymnastics,29
1912,GBR,Modern Pentathlon,3
1912,GBR,Rowing,24
1912,GBR,Shooting,85
1912,GBR,Swimming,32
1912,GBR,Tennis,25
1912,GBR,Tug-Of-War,8
1912,GBR,Water Polo,7
1912,GBR,Wrestling,12
1912,GER,Art Competitions,2
1912,GER,Athletics,56
1912,GER,Cycling,22
1912,GER,Diving,11
1912,GER,Equestrianism,22
1912,GER,Fencing,33
1912,GER,Football,22
1912,GER,Gymnastics,36
1912,GER,Modern Pentathlon,1
1912,GER,Rowing,25
1912,GER,Shooting,25
1912,GER,Swimming,30
1912,GER,Tennis,13
1912,GER,Wrestling,14
1912,GRE,Athletics,7
1912,GRE,Fencing,14
1912,GRE,Shooting,54
1912,GRE,Swimming,1
1912,GRE,Wrestling,1
1912,HUN,Athletics,48
1912,HUN,Cycling,10
1912,HUN,Fencing,30
1912,HUN,Football,14
1912,HUN,Gymnastics,20
1912,HUN,Rowing,11
1912,HUN,Shooting,34
1912,HUN,Swimming,15
1912,HUN,Tennis,8
1912,HUN,Water Polo,7
1912,HUN,Wrestling,10
1912,ISL,Athletics,1
1912,ISL,Wrestling,1
1912,ITA,Art Competitions,4
1912,ITA,Athletics,25
1912,ITA,Diving,2
1912,ITA,Fencing,16
1912,ITA,Football,14
1912,ITA,Gymnastics,24
1912,ITA,Swimming,5
1912,ITA,Wrestling,6
1912,JPN,Athletics,4
1912,LUX,Athletics,3
1912,LUX,Gymnastics,41
1912,NED,Athletics,2
1912,NED,Fencing,22
1912,NED,Football,15
1912,NED,Modern Pentathlon,1
1912,NED,Shooting,1
1912,NED,Tennis,1
1912,NED,Wrestling,3
1912,NOR,Athletics,37
1912,NOR,Cycling,12
1912,NOR,Diving,4
1912,NOR,Equestrianism,4
1912,NOR,Fencing,14
1912,NOR,Football,12
1912,NOR,Gymnastics,46
1912,NOR,Modern Pentathlon,2
1912,NOR,Rowing,29
1912,NOR,Sailing,18
1912,NOR,Shooting,54
1912,NOR,Swimming,8
1912,NOR,Tennis,14
1912,NOR,Wrestling,9
1912,POL,Art Competitions,1
1912,POR,Athletics,5
1912,POR,Fencing,1
1912,POR,Wrestling,2
1912,RSA,Athletics,13
1912,RSA,Cycling,1
1912,RSA,Fencing,3
1912,RSA,Shooting,33
1912,RSA,Swimming,1
1912,RSA,Tennis,5
1912,RUS,Art Competitions,1
1912,RUS,Athletics,39
1912,RUS,Cycling,20
1912,RUS,Diving,1
1912,RUS,Equestrianism,11
1912,RUS,Fencing,45
1912,RUS,Football,15
1912,RUS,Gymnastics,4
1912,RUS,Modern Pentathlon,5
1912,RUS,Rowing,1
1912,RUS,Sailing,17
1912,RUS,Shooting,87
1912,RUS,Swimming,6
1912,RUS,Tennis,3
1912,RUS,Wrestling,11
1912,SRB,Athletics,2
1912,SUI,Art Competitions,6
1912,SUI,Athletics,1
1912,SWE,Athletics,183
1912,SWE,Cycling,24
1912,SWE,Diving,43
1912,SWE,Equestrianism,24
1912,SWE,Fencing,28
1912,SWE,Football,14
1912,SWE,Gymnastics,24
1912,SWE,Modern Pentathlon,12
1912,SWE,Rowing,33
1912,SWE,Sailing,41
1912,SWE,Shooting,157
1912,SWE,Swimming,32
1912,SWE,Tennis,50
1912,SWE,Tug-Of-War,8
1912,SWE,Water Polo,7
1912,SWE,Wrestling,34
1912,TUR,Athletics,7
1912,UNK,Art Competitions,2
1912,USA,Art Competitions,1
1912,USA,Athletics,183
1912,USA,Cycling,18
1912,USA,Diving,6
1912,USA,Equestrianism,13
1912,USA,Fencing,30
1912,USA,Modern Pentathlon,1
1912,USA,Shooting,94
1912,USA,Swimming,15
1912,USA,Tennis,1
1912,USA,Wrestling,2
1920,ARG,Boxing,1
1920,AUS,Athletics,8
1920,AUS,Cycling,3
1920,AUS,Diving,1
1920,AUS,Swimming,16
1920,AUS,Tennis,1
1920,BEL,Archery,51
1920,BEL,Art Competitions,6
1920,BEL,Athletics,78
1920,BEL,Boxing,13
1920,BEL,Cycling,24
1920,BEL,Diving,3
1920,BEL,Equestrianism,27
1920,BEL,Fencing,43
1920,BEL,Figure Skating,2
1920,BEL,Football,14
1920,BEL,Gymnastics,53
1920,BEL,Hockey,14
1920,BEL,Ice Hockey,7
1920,BEL,Polo,4
1920,BEL,Rowing,20
1920,BEL,Sailing,14
1920,BEL,Shooting,59
1920,BEL,Swimming,17
1920,BEL,Tennis,32
1920,BEL,Tug-Of-War,8
1920,BEL,Water Polo,8
1920,BEL,Weightlifting,7
1920,BEL,Wrestling,14
1920,BRA,Diving,3
1920,BRA,Rowing,5
1920,BRA,Shooting,20
1920,BRA,Swimming,2
1920,BRA,Water Polo,8
1920,CAN,Athletics,22
1920,CAN,Boxing,8
1920,CAN,Cycling,20
1920,CAN,Diving,3
1920,CAN,Ice Hockey,8
1920,CAN,Rowing,5
1920,CAN,Shooting,11
1920,CAN,Swimming,7
1920,CAN,Wrestling,1
1920,CHI,Athletics,2
1920,DEN,Athletics,35
1920,DEN,Boxing,12
1920,DEN,Cycling,12
1920,DEN,Diving,6
1920,DEN,Fencing,30
1920,DEN,Football,11
1920,DEN,Gymnastics,45
1920,DEN,Hockey,12
1920,DEN,Modern Pentathlon,4
1920,DEN,Rowing,1
1920,DEN,Shooting,56
1920,DEN,Tennis,7
1920,DEN,Weightlifting,5
1920,DEN,Wrestling,10
1920,EGY,Athletics,4
1920,EGY,Fencing,2
1920,EGY,Football,11
1920,EGY,Gymnastics,2
1920,EGY,Weightlifting,1
1920,EGY,Wrestling,2
1920,ESP,Athletics,24
1920,ESP,Football,18
1920,ESP,Polo,5
1920,ESP,Shooting,45
1920,ESP,Swimming,3
1920,ESP,Tennis,8
1920,ESP,Water Polo,8
1920,EST,Athletics,13
1920,EST,Weightlifting,3
1920,EST,Wrestling,4
1920,FIN,Athletics,54
1920,FIN,Diving,4
1920,FIN,Equestrianism,1
1920,FIN,Figure Skating,3
1920,FIN,Modern Pentathlon,2
1920,FIN,Shooting,51
1920,FIN,Swimming,2
1920,FIN,Weightlifting,1
1920,FIN,Wrestling,18
1920,FRA,Archery,27
1920,FRA,Art Competitions,1
1920,FRA,Athletics,85
1920,FRA,Boxing,15
1920,FRA,Cycling,21
1920,FRA,Diving,1
1920,FRA,Equestrianism,30
1920,FRA,Fencing,38
1920,FRA,Figure Skating,2
1920,FRA,Football,11
1920,FRA,Gymnastics,32
1920,FRA,Hockey,11
1920,FRA,Ice Hockey,7
1920,FRA,Modern Pentathlon,4
1920,FRA,Rowing,14
1920,FRA,Rugby,15
1920,FRA,Sailing,3
1920,FRA,Shooting,60
1920,FRA,Swimming,20
1920,FRA,Tennis,21
1920,FRA,Water Polo,7
1920,FRA,Weightlifting,10
1920,FRA,Wrestling,17
1920,GBR,Art Competitions,1
1920,GBR,Athletics,77
1920,GBR,Boxing,16
1920,GBR,Cycling,26
1920,GBR,Diving,5
1920,GBR,Fencing,40
1920,GBR,Figure Skating,9
1920,GBR,Football,11
1920,GBR,Gymnastics,27
1920,GBR,Hockey,14
1920,GBR,Modern Pentathlon,4
1920,GBR,Polo,4
1920,GBR,Rowing,10
1920,GBR,Sailing,6
1920,GBR,Shooting,8
1920,GBR,Swimming,36
1920,GBR,Tennis,24
1920,GBR,Tug-Of-War,8
1920,GBR,Water Polo,7
1920,GBR,Weightlifting,2
1920,GBR,Wrestling,10
1920,GRE,Athletics,16
1920,GRE,Fencing,5
1920,GRE,Football,11
1920,GRE,Shooting,48
1920,GRE,Tennis,1
1920,GRE,Water Polo,9
1920,GRE,Weightlifting,1
1920,GRE,Wrestling,7
1920,IND,Athletics,5
1920,IND,Wrestling,2
1920,ITA,Art Competitions,2
1920,ITA,Athletics,45
1920,ITA,Boxing,5
1920,ITA,Cycling,20
1920,ITA,Diving,2
1920,ITA,Equestrianism,17
1920,ITA,Fencing,47
1920,ITA,Football,21
1920,ITA,Gymnastics,32
1920,ITA,Modern Pentathlon,1
1920,ITA,Rowing,6
1920,ITA,Shooting,46
1920,ITA,Swimming,10
1920,ITA,Tennis,8
1920,ITA,Tug-Of-War,8
1920,ITA,Water Polo,8
1920,ITA,Weightlifting,5
1920,ITA,Wrestling,8
1920,JPN,Athletics,16
1920,JPN,Diving,1
1920,JPN,Swimming,5
1920,JPN,Tennis,4
1920,LUX,Athletics,15
1920,LUX,Cycling,2
1920,LUX,Football,11
1920,LUX,Swimming,2
1920,LUX,Weightlifting,3
1920,LUX,Wrestling,2
1920,MON,Athletics,5
1920,MON,Gymnastics,2
1920,NED,Archery,8
1920,NED,Athletics,18
1920,NED,Boxing,8
1920,NED,Cycling,24
1920,NED,Equestrianism,1
1920,NED,Fencing,36
1920,NED,Football,14
1920,NED,Rowing,12
1920,NED,Sailing,8
1920,NED,Shooting,49
1920,NED,Swimming,4
1920,NED,Tug-Of-War,8
1920,NED,Water Polo,9
1920,NED,Weightlifting,5
1920,NED,Wrestling,9
1920,NOR,Art Competitions,1
1920,NOR,Athletics,24
1920,NOR,Boxing,14
1920,NOR,Cycling,8
1920,NOR,Diving,5
1920,NOR,Equestrianism,9
1920,NOR,Figure Skating,6
1920,NOR,Football,16
1920,NOR,Gymnastics,26
1920,NOR,Modern Pentathlon,2
1920,NOR,Rowing,14
1920,NOR,Sailing,59
1920,NOR,Shooting,68
1920,NOR,Swimming,3
1920,NOR,Tennis,5
1920,NOR,Wrestling,7
1920,NZL,Athletics,3
1920,NZL,Rowing,1
1920,NZL,Swimming,2
1920,POR,Fencing,15
1920,POR,Shooting,25
1920,RSA,Athletics,28
1920,RSA,Boxing,7
1920,RSA,Cycling,16
1920,RSA,Shooting,35
1920,RSA,Swimming,2
1920,RSA,Tennis,8
1920,RSA,Wrestling,1
1920,SUI,Athletics,19
1920,SUI,Boxing,1
1920,SUI,Diving,1
1920,SUI,Fencing,13
1920,SUI,Figure Skating,1
1920,SUI,Ice Hockey,8
1920,SUI,Rowing,18
1920,SUI,Shooting,42
1920,SUI,Swimming,5
1920,SUI,Tennis,5
1920,SUI,Water Polo,7
1920,SUI,Weightlifting,2
1920,SUI,Wrestling,4
1920,SWE,Athletics,108
1920,SWE,Cycling,8
1920,SWE,Diving,16
1920,SWE,Equestrianism,30
1920,SWE,Fencing,16
1920,SWE,Figure Skating,4
1920,SWE,Football,12
1920,SWE,Gymnastics,24
1920,SWE,Ice Hockey,11
1920,SWE,Modern Pentathlon,4
