,Height,Sport,count
973,170.0,Archery,153
974,170.0,Art Competitions,4
975,170.0,Athletics,1923
976,170.0,Badminton,63
977,170.0,Baseball,15
978,170.0,Basketball,61
979,170.0,Beach Volleyball,12
980,170.0,Biathlon,248
981,170.0,Bobsleigh,51
982,170.0,Boxing,340
983,170.0,Canoeing,240
984,170.0,Cross Country Skiing,505
985,170.0,Curling,30
986,170.0,Cycling,471
987,170.0,Diving,186
988,170.0,Equestrianism,313
989,170.0,Fencing,415
990,170.0,Figure Skating,85
991,170.0,Football,321
992,170.0,Freestyle Skiing,75
993,170.0,Golf,10
994,170.0,Gymnastics,1222
995,170.0,Handball,92
996,170.0,Hockey,346
997,170.0,Ice Hockey,190
998,170.0,Judo,236
999,170.0,Luge,81
1000,170.0,Modern Pentathlon,63
1001,170.0,Nordic Combined,67
1002,170.0,Rhythmic Gymnastics,69
1003,170.0,Rowing,170
1004,170.0,Rugby,3
1005,170.0,Rugby Sevens,15
1006,170.0,Sailing,234
1007,170.0,Shooting,610
1008,170.0,Short Track Speed Skating,89
1009,170.0,Skeleton,7
1010,170.0,Ski Jumping,114
1011,170.0,Snowboarding,54
1012,170.0,Softball,49
1013,170.0,Speed Skating,260
1014,170.0,Swimming,971
1015,170.0,Synchronized Swimming,101
1016,170.0,Table Tennis,152
1017,170.0,Taekwondo,34
1018,170.0,Tennis,96
1019,170.0,Trampolining,9
1020,170.0,Triathlon,30
1021,170.0,Tug-Of-War,2
1022,170.0,Volleyball,53
1023,170.0,Water Polo,44
1024,170.0,Weightlifting,197
1025,170.0,Wrestling,370
1026,171.0,Alpine Skiing,213
1027,171.0,Archery,77
1028,171.0,Athletics,698
1029,171.0,Badminton,63
1030,171.0,Baseball,8
1031,171.0,Basketball,8
1032,171.0,Beach Volleyball,4
1033,171.0,Biathlon,100
1034,171.0,Bobsleigh,8
1035,171.0,Boxing,94
1036,171.0,Canoeing,75
1037,171.0,Cross Country Skiing,144
1038,171.0,Curling,7
1039,171.0,Cycling,208
1040,171.0,Diving,44
1041,171.0,Equestrianism,163
1042,171.0,Fencing,120
1043,171.0,Figure Skating,30
1044,171.0,Football,121
1045,171.0,Freestyle Skiing,32
1046,171.0,Golf,1
1047,171.0,Gymnastics,554
1048,171.0,Handball,48
1049,171.0,Hockey,95
1050,171.0,Ice Hockey,54
1051,171.0,Judo,59
1052,171.0,Luge,40
1053,171.0,Modern Pentathlon,39
1054,171.0,Nordic Combined,47
1055,171.0,Rhythmic Gymnastics,15
1056,171.0,Rowing,58
1057,171.0,Rugby,1
1058,171.0,Rugby Sevens,6
1059,171.0,Sailing,111
1060,171.0,Shooting,176
1061,171.0,Short Track Speed Skating,45
1062,171.0,Skeleton,4
1063,171.0,Ski Jumping,41
1064,171.0,Snowboarding,31
1065,171.0,Softball,19
1066,171.0,Speed Skating,142
1067,171.0,Swimming,433
1068,171.0,Synchronized Swimming,26
1069,171.0,Table Tennis,34
1070,171.0,Taekwondo,12
1071,171.0,Tennis,31
1072,171.0,Trampolining,6
1073,171.0,Triathlon,18
1074,171.0,Volleyball,46
1075,171.0,Water Polo,21
1076,171.0,Weightlifting,64
1077,171.0,Wrestling,94
1078,172.0,Alpine Skiing,325
1079,172.0,Archery,77
1080,172.0,Art Competitions,1
1081,172.0,Athletics,1246
1082,172.0,Badminton,60
1083,172.0,Baseball,19
1084,172.0,Basketball,30
1085,172.0,Beach Volleyball,10
1086,172.0,Biathlon,229
1087,172.0,Bobsleigh,67
1088,172.0,Boxing,193
1089,172.0,Canoeing,194
1090,172.0,Cross Country Skiing,303
1091,172.0,Curling,11
1092,172.0,Cycling,332
1093,172.0,Diving,87
1094,172.0,Equestrianism,305
1095,172.0,Fencing,216
1096,172.0,Figure Skating,31
1097,172.0,Football,257
1098,172.0,Freestyle Skiing,29
1099,172.0,Golf,3
1100,172.0,Gymnastics,660
1101,172.0,Handball,124
1102,172.0,Hockey,188
1103,172.0,Ice Hockey,118
1104,172.0,Judo,125
1105,172.0,Luge,69
1106,172.0,Modern Pentathlon,51
1107,172.0,Nordic Combined,34
1108,172.0,Rhythmic Gymnastics,32
1109,172.0,Rowing,134
1110,172.0,Rugby,3
1111,172.0,Rugby Sevens,21
1112,172.0,Sailing,225
1113,172.0,Shooting,325
1114,172.0,Short Track Speed Skating,70
1115,172.0,Skeleton,9
1116,172.0,Ski Jumping,90
1117,172.0,Snowboarding,33
1118,172.0,Softball,29
1119,172.0,Speed Skating,197
1120,172.0,Swimming,615
1121,172.0,Synchronized Swimming,61
1122,172.0,Table Tennis,33
1123,172.0,Taekwondo,26
1124,172.0,Tennis,66
1125,172.0,Trampolining,7
1126,172.0,Triathlon,17
1127,172.0,Volleyball,57
1128,172.0,Water Polo,37
1129,172.0,Weightlifting,126
1130,172.0,Wrestling,206
1131,173.0,Alpine Skiing,272
1132,173.0,Archery,53
1133,173.0,Art Competitions,3
1134,173.0,Athletics,1270
1135,173.0,Badminton,53
1136,173.0,Baseball,14
1137,173.0,Basketball,41
1138,173.0,Beach Volleyball,8
1139,173.0,Biathlon,229
1140,173.0,Bobsleigh,75
1141,173.0,Boxing,191
1142,173.0,Canoeing,207
1143,173.0,Cross Country Skiing,286
1144,173.0,Curling,15
1145,173.0,Cycling,382
1146,173.0,Diving,75
1147,173.0,Equestrianism,231
1148,173.0,Fencing,256
1149,173.0,Figure Skating,56
1150,173.0,Football,211
1151,173.0,Freestyle Skiing,44
1152,173.0,Golf,7
1153,173.0,Gymnastics,442
1154,173.0,Handball,70
1155,173.0,Hockey,191
1156,173.0,Ice Hockey,131
1157,173.0,Judo,140
1158,173.0,Luge,67
1159,173.0,Modern Pentathlon,61
1160,173.0,Nordic Combined,90
1161,173.0,Rhythmic Gymnastics,53
1162,173.0,Rowing,132
1163,173.0,Rugby,11
1164,173.0,Rugby Sevens,13
1165,173.0,Sailing,193
1166,173.0,Shooting,405
1167,173.0,Short Track Speed Skating,124
1168,173.0,Skeleton,10
1169,173.0,Ski Jumping,166
1170,173.0,Snowboarding,31
1171,173.0,Softball,29
1172,173.0,Speed Skating,190
1173,173.0,Swimming,712
1174,173.0,Synchronized Swimming,38
1175,173.0,Table Tennis,42
1176,173.0,Taekwondo,29
1177,173.0,Tennis,73
1178,173.0,Trampolining,3
1179,173.0,Triathlon,21
1180,173.0,Volleyball,64
1181,173.0,Water Polo,67
1182,173.0,Weightlifting,95
1183,173.0,Wrestling,171
1184,174.0,Alpine Skiing,188
1185,174.0,Archery,57
1186,174.0,Art Competitions,3
1187,174.0,Athletics,1108
1188,174.0,Badminton,47
1189,174.0,Baseball,11
1190,174.0,Basketball,30
1191,174.0,Beach Volleyball,11
1192,174.0,Biathlon,190
1193,174.0,Bobsleigh,28
1194,174.0,Boxing,123
1195,174.0,Canoeing,178
1196,174.0,Cross Country Skiing,300
1197,174.0,Curling,10
1198,174.0,Cycling,285
1199,174.0,Diving,70
1200,174.0,Equestrianism,179
1201,174.0,Fencing,267
1202,174.0,Figure Skating,45
1203,174.0,Football,195
1204,174.0,Freestyle Skiing,15
1205,174.0,Golf,2
1206,174.0,Gymnastics,321
1207,174.0,Handball,81
1208,174.0,Hockey,157
1209,174.0,Ice Hockey,102
1210,174.0,Judo,84
1211,174.0,Luge,65
1212,174.0,Modern Pentathlon,42
1213,174.0,Nordic Combined,41
1214,174.0,Rhythmic Gymnastics,30
1215,174.0,Rowing,110
1216,174.0,Rugby,1
1217,174.0,Rugby Sevens,10
1218,174.0,Sailing,144
1219,174.0,Shooting,259
1220,174.0,Short Track Speed Skating,50
1221,174.0,Skeleton,4
1222,174.0,Ski Jumping,94
1223,174.0,Snowboarding,23
1224,174.0,Softball,12
1225,174.0,Speed Skating,128
1226,174.0,Swimming,487
1227,174.0,Synchronized Swimming,31
1228,174.0,Table Tennis,74
1229,174.0,Taekwondo,18
1230,174.0,Tennis,36
1231,174.0,Triathlon,14
1232,174.0,Volleyball,70
1233,174.0,Water Polo,45
1234,174.0,Weightlifting,78
1235,174.0,Wrestling,132
1236,175.0,Alpine Skiing,333
1237,175.0,Archery,118
1238,175.0,Art Competitions,12
1239,175.0,Athletics,1897
1240,175.0,Badminton,80
1241,175.0,Baseball,42
1242,175.0,Basketball,106
1243,175.0,Beach Volleyball,16
1244,175.0,Biathlon,217
1245,175.0,Bobsleigh,76
1246,175.0,Boxing,273
1247,175.0,Canoeing,296
1248,175.0,Cross Country Skiing,441
1249,175.0,Curling,24
1250,175.0,Cycling,530
1251,175.0,Diving,110
1252,175.0,Equestrianism,310
1253,175.0,Fencing,376
1254,175.0,Figure Skating,64
1255,175.0,Football,311
1256,175.0,Freestyle Skiing,53
1257,175.0,Golf,11
1258,175.0,Gymnastics,286
1259,175.0,Handball,93
1260,175.0,Hockey,214
1261,175.0,Ice Hockey,255
1262,175.0,Judo,193
1263,175.0,Luge,76
1264,175.0,Modern Pentathlon,83
1265,175.0,Nordic Combined,117
1266,175.0,Rhythmic Gymnastics,24
1267,175.0,Rowing,170
1268,175.0,Rugby,3
1269,175.0,Rugby Sevens,10
1270,175.0,Sailing,283
1271,175.0,Shooting,612
1272,175.0,Short Track Speed Skating,73
1273,175.0,Skeleton,7
1274,175.0,Ski Jumping,116
1275,175.0,Snowboarding,52
1276,175.0,Softball,22
1277,175.0,Speed Skating,228
1278,175.0,Swimming,818
1279,175.0,Synchronized Swimming,41
1280,175.0,Table Tennis,88
1281,175.0,Taekwondo,37
1282,175.0,Tennis,135
1283,175.0,Trampolining,8
1284,175.0,Triathlon,23
1285,175.0,Volleyball,88
1286,175.0,Water Polo,83
1287,175.0,Weightlifting,128
1288,175.0,Wrestling,258
1289,176.0,Alpine Skiing,260
1290,176.0,Archery,57
1291,176.0,Art Competitions,1
1292,176.0,Athletics,1141
1293,176.0,Badminton,30
1294,176.0,Baseball,29
1295,176.0,Basketball,46
1296,176.0,Beach Volleyball,5
1297,176.0,Biathlon,148
1298,176.0,Bobsleigh,37
1299,176.0,Boxing,129
1300,176.0,Canoeing,208
1301,176.0,Cross Country Skiing,322
1302,176.0,Curling,6
1303,176.0,Cycling,336
1304,176.0,Diving,32
1305,176.0,Equestrianism,216
1306,176.0,Fencing,245
1307,176.0,Figure Skating,40
1308,176.0,Football,214
1309,176.0,Freestyle Skiing,35
1310,176.0,Golf,1
1311,176.0,Gymnastics,200
1312,176.0,Handball,95
1313,176.0,Hockey,192
1314,176.0,Ice Hockey,157
1315,176.0,Jeu De Paume,1
1316,176.0,Judo,86
1317,176.0,Luge,59
1318,176.0,Modern Pentathlon,89
1319,176.0,Nordic Combined,39
1320,176.0,Racquets,2
1321,176.0,Rhythmic Gymnastics,20
1322,176.0,Rowing,139
1323,176.0,Rugby Sevens,5
1324,176.0,Sailing,182
1325,176.0,Shooting,308
1326,176.0,Short Track Speed Skating,46
1327,176.0,Skeleton,4
1328,176.0,Ski Jumping,101
1329,176.0,Snowboarding,24
1330,176.0,Softball,11
1331,176.0,Speed Skating,85
1332,176.0,Swimming,570
1333,176.0,Synchronized Swimming,20
1334,176.0,Table Tennis,49
1335,176.0,Taekwondo,19
1336,176.0,Tennis,50
1337,176.0,Triathlon,15
1338,176.0,Volleyball,61
1339,176.0,Water Polo,67
1340,176.0,Weightlifting,61
1341,176.0,Wrestling,137
1342,177.0,Alpine Skiing,174
1343,177.0,Archery,23
1344,177.0,Art Competitions,2
1345,177.0,Athletics,705
1346,177.0,Badminton,36
1347,177.0,Baseball,34
1348,177.0,Basketball,34
1349,177.0,Beach Volleyball,21
1350,177.0,Biathlon,72
1351,177.0,Bobsleigh,66
1352,177.0,Boxing,109
1353,177.0,Canoeing,144
1354,177.0,Cross Country Skiing,218
1355,177.0,Curling,18
1356,177.0,Cycling,312
1357,177.0,Diving,25
1358,177.0,Equestrianism,133
1359,177.0,Fencing,184
1360,177.0,Figure Skating,32
1361,177.0,Football,155
1362,177.0,Freestyle Skiing,25
1363,177.0,Gymnastics,90
1364,177.0,Handball,66
1365,177.0,Hockey,138
1366,177.0,Ice Hockey,130
1367,177.0,Judo,49
1368,177.0,Luge,31
1369,177.0,Modern Pentathlon,52
1370,177.0,Nordic Combined,48
1371,177.0,Polo,1
1372,177.0,Rhythmic Gymnastics,8
1373,177.0,Rowing,150
1374,177.0,Rugby,2
1375,177.0,Rugby Sevens,10
1376,177.0,Sailing,154
1377,177.0,Shooting,257
1378,177.0,Short Track Speed Skating,5
1379,177.0,Skeleton,6
1380,177.0,Ski Jumping,82
1381,177.0,Snowboarding,23
1382,177.0,Softball,7
1383,177.0,Speed Skating,94
1384,177.0,Swimming,535
1385,177.0,Synchronized Swimming,24
1386,177.0,Table Tennis,38
1387,177.0,Taekwondo,22
1388,177.0,Tennis,60
1389,177.0,Trampolining,6
1390,177.0,Triathlon,16
1391,177.0,Tug-Of-War,3
1392,177.0,Volleyball,59
1393,177.0,Water Polo,65
1394,177.0,Weightlifting,56
1395,177.0,Wrestling,104
1396,178.0,Alpine Skiing,349
1397,178.0,Archery,123
1398,178.0,Art Competitions,8
1399,178.0,Athletics,2000
1400,178.0,Badminton,63
1401,178.0,Baseball,44
1402,178.0,Basketball,117
1403,178.0,Beach Volleyball,20
1404,178.0,Biathlon,264
1405,178.0,Bobsleigh,198
1406,178.0,Boxing,207
1407,178.0,Canoeing,401
1408,178.0,Cross Country Skiing,467
1409,178.0,Curling,20
1410,178.0,Cycling,510
1411,178.0,Diving,59
1412,178.0,Equestrianism,293
1413,178.0,Fencing,496
1414,178.0,Figure Skating,69
1415,178.0,Football,288
1416,178.0,Freestyle Skiing,55
1417,178.0,Golf,10
1418,178.0,Gymnastics,219
1419,178.0,Handball,153
1420,178.0,Hockey,224
1421,178.0,Ice Hockey,360
1422,178.0,Judo,159
1423,178.0,Luge,119
1424,178.0,Modern Pentathlon,79
1425,178.0,Nordic Combined,108
1426,178.0,Polo,2
1427,178.0,Rhythmic Gymnastics,8
1428,178.0,Rowing,319
1429,178.0,Rugby,6
1430,178.0,Rugby Sevens,5
1431,178.0,Sailing,261
1432,178.0,Shooting,407
1433,178.0,Short Track Speed Skating,63
1434,178.0,Skeleton,17
1435,178.0,Ski Jumping,169
1436,178.0,Snowboarding,50
1437,178.0,Softball,8
1438,178.0,Speed Skating,238
1439,178.0,Swimming,876
1440,178.0,Synchronized Swimming,14
1441,178.0,Table Tennis,93
1442,178.0,Taekwondo,34
1443,178.0,Tennis,91
1444,178.0,Trampolining,1
1445,178.0,Triathlon,29
1446,178.0,Tug-Of-War,4
1447,178.0,Volleyball,98
1448,178.0,Water Polo,149
1449,178.0,Weightlifting,83
1450,178.0,Wrestling,201
1451,179.0,Alpine Skiing,112
1452,179.0,Archery,26
1453,179.0,Art Competitions,1
1454,179.0,Athletics,651
1455,179.0,Badminton,47
1456,179.0,Baseball,18
1457,179.0,Basketball,35
1458,179.0,Beach Volleyball,9
1459,179.0,Biathlon,140
1460,179.0,Bobsleigh,56
1461,179.0,Boxing,86
1462,179.0,Canoeing,186
1463,179.0,Cross Country Skiing,134
1464,179.0,Curling,19
1465,179.0,Cycling,267
1466,179.0,Diving,18
1467,179.0,Equestrianism,79
1468,179.0,Fencing,143
1469,179.0,Figure Skating,21
1470,179.0,Football,157
1471,179.0,Freestyle Skiing,9
1472,179.0,Golf,2
1473,179.0,Gymnastics,26
1474,179.0,Handball,72
1475,179.0,Hockey,111
1476,179.0,Ice Hockey,114
1477,179.0,Judo,47
1478,179.0,Luge,27
1479,179.0,Modern Pentathlon,42
1480,179.0,Nordic Combined,54
1481,179.0,Rhythmic Gymnastics,2
1482,179.0,Rowing,136
1483,179.0,Rugby,1
1484,179.0,Rugby Sevens,3
1485,179.0,Sailing,119
1486,179.0,Shooting,182
1487,179.0,Short Track Speed Skating,10
1488,179.0,Skeleton,2
1489,179.0,Ski Jumping,100
1490,179.0,Snowboarding,14
1491,179.0,Softball,5
1492,179.0,Speed Skating,64
1493,179.0,Swimming,355
1494,179.0,Synchronized Swimming,1
1495,179.0,Table Tennis,30
1496,179.0,Taekwondo,8
1497,179.0,Tennis,30
1498,179.0,Trampolining,4
1499,179.0,Triathlon,12
1500,179.0,Volleyball,64
1501,179.0,Water Polo,41
1502,179.0,Weightlifting,29
1503,179.0,Wrestling,81
1504,180.0,Alpine Skiing,453
1505,180.0,Archery,109
1506,180.0,Athletics,2154
1507,180.0,Badminton,72
1508,180.0,Baseball,83
1509,180.0,Basketball,180
1510,180.0,Beach Volleyball,38
1511,180.0,Biathlon,326
1512,180.0,Bobsleigh,231
1513,180.0,Boxing,239
1514,180.0,Canoeing,385
1515,180.0,Cross Country Skiing,436
1516,180.0,Curling,30
1517,180.0,Cycling,618
1518,180.0,Diving,41
1519,180.0,Equestrianism,305
1520,180.0,Fencing,544
1521,180.0,Figure Skating,84
1522,180.0,Football,319
1523,180.0,Freestyle Skiing,47
1524,180.0,Golf,10
1525,180.0,Gymnastics,126
1526,180.0,Handball,209
1527,180.0,Hockey,239
1528,180.0,Ice Hockey,462
1529,180.0,Judo,221
1530,180.0,Lacrosse,1
1531,180.0,Luge,99
1532,180.0,Modern Pentathlon,146
1533,180.0,Nordic Combined,97
1534,180.0,Rhythmic Gymnastics,3
1535,180.0,Rowing,381
1536,180.0,Rugby,7
1537,180.0,Rugby Sevens,10
1538,180.0,Sailing,441
1539,180.0,Shooting,542
1540,180.0,Short Track Speed Skating,85
1541,180.0,Skeleton,14
1542,180.0,Ski Jumping,160
1543,180.0,Snowboarding,71
1544,180.0,Softball,5
1545,180.0,Speed Skating,312
1546,180.0,Swimming,1075
1547,180.0,Synchronized Swimming,8
1548,180.0,Table Tennis,87
1549,180.0,Taekwondo,39
1550,180.0,Tennis,175
1551,180.0,Trampolining,4
1552,180.0,Triathlon,20
1553,180.0,Volleyball,156
1554,180.0,Water Polo,193
1555,180.0,Weightlifting,107
1556,180.0,Wrestling,293
1557,181.0,Alpine Skiing,147
1558,181.0,Archery,56
1559,181.0,Athletics,670
1560,181.0,Badminton,49
1561,181.0,Baseball,16
1562,181.0,Basketball,52
1563,181.0,Beach Volleyball,23
1564,181.0,Biathlon,182
1565,181.0,Bobsleigh,74
1566,181.0,Boxing,81
1567,181.0,Canoeing,150
1568,181.0,Cross Country Skiing,165
1569,181.0,Curling,8
1570,181.0,Cycling,246
1571,181.0,Diving,12
1572,181.0,Equestrianism,98
1573,181.0,Fencing,155
1574,181.0,Figure Skating,16
1575,181.0,Football,103
1576,181.0,Freestyle Skiing,19
1577,181.0,Golf,1
1578,181.0,Gymnastics,8
1579,181.0,Handball,88
1580,181.0,Hockey,96
1581,181.0,Ice Hockey,166
1582,181.0,Jeu De Paume,1
1583,181.0,Judo,47
1584,181.0,Luge,43
1585,181.0,Modern Pentathlon,47
1586,181.0,Motorboating,1
1587,181.0,Nordic Combined,29
1588,181.0,Rhythmic Gymnastics,1
1589,181.0,Rowing,234
1590,181.0,Rugby,1
1591,181.0,Rugby Sevens,4
1592,181.0,Sailing,156
1593,181.0,Shooting,123
1594,181.0,Short Track Speed Skating,18
1595,181.0,Skeleton,2
1596,181.0,Ski Jumping,82
1597,181.0,Snowboarding,11
1598,181.0,Softball,2
1599,181.0,Speed Skating,118
1600,181.0,Swimming,482
1601,181.0,Synchronized Swimming,2
1602,181.0,Table Tennis,45
1603,181.0,Taekwondo,7
1604,181.0,Tennis,24
1605,181.0,Triathlon,15
1606,181.0,Volleyball,65
1607,181.0,Water Polo,84
1608,181.0,Weightlifting,45
1609,181.0,Wrestling,67
1610,182.0,Alpine Skiing,242
1611,182.0,Archery,41
1612,182.0,Art Competitions,1
1613,182.0,Athletics,887
1614,182.0,Badminton,61
1615,182.0,Baseball,64
1616,182.0,Basketball,94
1617,182.0,Beach Volleyball,14
1618,182.0,Biathlon,167
1619,182.0,Bobsleigh,174
1620,182.0,Boxing,101
1621,182.0,Canoeing,281
1622,182.0,Cross Country Skiing,216
1623,182.0,Curling,10
1624,182.0,Cycling,344
1625,182.0,Diving,8
1626,182.0,Equestrianism,153
1627,182.0,Fencing,335
1628,182.0,Figure Skating,42
1629,182.0,Football,180
1630,182.0,Freestyle Skiing,17
1631,182.0,Gymnastics,21
1632,182.0,Handball,117
1633,182.0,Hockey,158
1634,182.0,Ice Hockey,183
1635,182.0,Judo,93
1636,182.0,Luge,55
1637,182.0,Modern Pentathlon,73
1638,182.0,Nordic Combined,29
1639,182.0,Rowing,248
1640,182.0,Rugby Sevens,7
1641,182.0,Sailing,206
1642,182.0,Shooting,261
1643,182.0,Short Track Speed Skating,31
1644,182.0,Skeleton,6
1645,182.0,Ski Jumping,71
1646,182.0,Snowboarding,21
1647,182.0,Softball,8
1648,182.0,Speed Skating,166
1649,182.0,Swimming,607
1650,182.0,Synchronized Swimming,1
1651,182.0,Table Tennis,39
1652,182.0,Taekwondo,13
1653,182.0,Tennis,83
1654,182.0,Triathlon,19
1655,182.0,Tug-Of-War,4
1656,182.0,Volleyball,91
1657,182.0,Water Polo,98
1658,182.0,Weightlifting,53
1659,182.0,Wrestling,116
1660,183.0,Alpine Skiing,223
1661,183.0,Archery,70
1662,183.0,Art Competitions,3
1663,183.0,Athletics,1593
1664,183.0,Badminton,56
1665,183.0,Baseball,61
1666,183.0,Basketball,168
1667,183.0,Beach Volleyball,24
1668,183.0,Biathlon,186
1669,183.0,Bobsleigh,236
1670,183.0,Boxing,124
1671,183.0,Canoeing,269
1672,183.0,Cross Country Skiing,303
1673,183.0,Curling,27
1674,183.0,Cycling,391
1675,183.0,Diving,23
1676,183.0,Equestrianism,164
1677,183.0,Fencing,385
1678,183.0,Figure Skating,58
1679,183.0,Football,161
1680,183.0,Freestyle Skiing,22
1681,183.0,Golf,10
1682,183.0,Gymnastics,69
1683,183.0,Handball,120
1684,183.0,Hockey,156
1685,183.0,Ice Hockey,343
1686,183.0,Judo,105
1687,183.0,Luge,65
1688,183.0,Modern Pentathlon,45
1689,183.0,Nordic Combined,66
1690,183.0,Rowing,440
1691,183.0,Rugby,6
1692,183.0,Rugby Sevens,10
1693,183.0,Sailing,264
1694,183.0,Shooting,303
1695,183.0,Short Track Speed Skating,17
1696,183.0,Skeleton,3
1697,183.0,Ski Jumping,87
1698,183.0,Snowboarding,24
1699,183.0,Softball,5
1700,183.0,Speed Skating,194
1701,183.0,Swimming,850
1702,183.0,Table Tennis,11
1703,183.0,Taekwondo,27
1704,183.0,Tennis,90
1705,183.0,Trampolining,1
1706,183.0,Triathlon,14
1707,183.0,Tug-Of-War,1
1708,183.0,Volleyball,116
1709,183.0,Water Polo,122
1710,183.0,Weightlifting,50
1711,183.0,Wrestling,123
1712,184.0,Alpine Skiing,192
1713,184.0,Archery,39
1714,184.0,Art Competitions,5
1715,184.0,Athletics,679
1716,184.0,Badminton,28
1717,184.0,Baseball,32
1718,184.0,Basketball,50
1719,184.0,Beach Volleyball,18
1720,184.0,Biathlon,101
1721,184.0,Bobsleigh,97
1722,184.0,Boxing,58
1723,184.0,Canoeing,197
1724,184.0,Cross Country Skiing,121
1725,184.0,Curling,14
1726,184.0,Cycling,157
1727,184.0,Diving,3
1728,184.0,Equestrianism,66
1729,184.0,Fencing,192
1730,184.0,Figure Skating,11
1731,184.0,Football,102
1732,184.0,Freestyle Skiing,7
1733,184.0,Golf,1
1734,184.0,Gymnastics,19
1735,184.0,Handball,110
1736,184.0,Hockey,89
1737,184.0,Ice Hockey,119
1738,184.0,Judo,61
1739,184.0,Luge,43
1740,184.0,Modern Pentathlon,41
1741,184.0,Nordic Combined,34
1742,184.0,Rowing,278
1743,184.0,Rugby,1
1744,184.0,Rugby Sevens,4
1745,184.0,Sailing,151
1746,184.0,Shooting,152
1747,184.0,Short Track Speed Skating,19
1748,184.0,Skeleton,6
1749,184.0,Ski Jumping,83
1750,184.0,Snowboarding,25
1751,184.0,Softball,5
1752,184.0,Speed Skating,84
1753,184.0,Swimming,501
1754,184.0,Table Tennis,22
1755,184.0,Taekwondo,10
1756,184.0,Tennis,47
1757,184.0,Triathlon,13
1758,184.0,Tug-Of-War,1
1759,184.0,Volleyball,109
1760,184.0,Water Polo,68
1761,184.0,Weightlifting,13
1762,184.0,Wrestling,82
1763,185.0,Alpine Skiing,135
1764,185.0,Archery,46
1765,185.0,Athletics,1151
1766,185.0,Badminton,26
1767,185.0,Baseball,64
1768,185.0,Basketball,172
1769,185.0,Beach Volleyball,14
1770,185.0,Biathlon,123
1771,185.0,Bobsleigh,126
1772,185.0,Boxing,117
1773,185.0,Canoeing,239
1774,185.0,Cross Country Skiing,239
1775,185.0,Curling,22
1776,185.0,Cycling,300
1777,185.0,Diving,7
1778,185.0,Equestrianism,111
1779,185.0,Fencing,275
1780,185.0,Figure Skating,20
1781,185.0,Football,140
1782,185.0,Freestyle Skiing,10
1783,185.0,Golf,3
1784,185.0,Gymnastics,11
1785,185.0,Handball,116
1786,185.0,Hockey,113
1787,185.0,Ice Hockey,260
1788,185.0,Judo,99
1789,185.0,Luge,58
1790,185.0,Modern Pentathlon,58
1791,185.0,Nordic Combined,22
1792,185.0,Rowing,382
1793,185.0,Rugby Sevens,17
1794,185.0,Sailing,262
1795,185.0,Shooting,145
1796,185.0,Short Track Speed Skating,10
1797,185.0,Skeleton,10
1798,185.0,Ski Jumping,70
1799,185.0,Snowboarding,39
1800,185.0,Softball,3
1801,185.0,Speed Skating,165
1802,185.0,Swimming,921
1803,185.0,Synchronized Swimming,2
1804,185.0,Table Tennis,55
1805,185.0,Taekwondo,27
1806,185.0,Tennis,153
1807,185.0,Trampolining,1
1808,185.0,Triathlon,19
1809,185.0,Tug-Of-War,3
1810,185.0,Volleyball,136
1811,185.0,Water Polo,160
1812,185.0,Weightlifting,53
1813,185.0,Wrestling,129
1814,186.0,Alpine Skiing,104
1815,186.0,Archery,32
1816,186.0,Athletics,809
1817,186.0,Badminton,21
1818,186.0,Baseball,40
1819,186.0,Basketball,80
1820,186.0,Beach Volleyball,23
1821,186.0,Biathlon,96
1822,186.0,Bobsleigh,102
1823,186.0,Boxing,65
1824,186.0,Canoeing,196
1825,186.0,Cross Country Skiing,103
1826,186.0,Curling,5
1827,186.0,Cycling,181
1828,186.0,Diving,5
1829,186.0,Equestrianism,94
1830,186.0,Fencing,187
1831,186.0,Figure Skating,11
1832,186.0,Football,95
1833,186.0,Freestyle Skiing,11
1834,186.0,Golf,2
1835,186.0,Handball,137
1836,186.0,Hockey,46
1837,186.0,Ice Hockey,156
1838,186.0,Judo,72
1839,186.0,Luge,44
1840,186.0,Modern Pentathlon,44
1841,186.0,Nordic Combined,17
1842,186.0,Rowing,326
1843,186.0,Rugby Sevens,5
1844,186.0,Sailing,151
1845,186.0,Shooting,103
1846,186.0,Short Track Speed Skating,16
1847,186.0,Skeleton,9
1848,186.0,Ski Jumping,28
1849,186.0,Snowboarding,36
1850,186.0,Speed Skating,67
1851,186.0,Swimming,519
1852,186.0,Table Tennis,48
1853,186.0,Taekwondo,13
1854,186.0,Tennis,22
1855,186.0,Triathlon,12
1856,186.0,Volleyball,126
1857,186.0,Water Polo,137
1858,186.0,Weightlifting,12
1859,186.0,Wrestling,94
1860,187.0,Alpine Skiing,40
1861,187.0,Archery,16
1862,187.0,Athletics,643
1863,187.0,Badminton,26
1864,187.0,Baseball,27
1865,187.0,Basketball,111
1866,187.0,Beach Volleyball,7
1867,187.0,Biathlon,67
1868,187.0,Bobsleigh,59
1869,187.0,Boxing,32
1870,187.0,Canoeing,149
1871,187.0,Cross Country Skiing,64
1872,187.0,Curling,11
1873,187.0,Cycling,128
1874,187.0,Equestrianism,46
1875,187.0,Fencing,103
1876,187.0,Figure Skating,17
1877,187.0,Football,72
1878,187.0,Freestyle Skiing,2
1879,187.0,Golf,2
1880,187.0,Handball,121
1881,187.0,Hockey,53
1882,187.0,Ice Hockey,110
1883,187.0,Judo,49
