,Year,Height,Sport,count
7569,1976,175.0,Fencing,21
7570,1976,175.0,Figure Skating,3
7571,1976,175.0,Football,19
7572,1976,175.0,Gymnastics,30
7573,1976,175.0,Handball,9
7574,1976,175.0,Hockey,10
7575,1976,175.0,Ice Hockey,14
7576,1976,175.0,Judo,4
7577,1976,175.0,Luge,8
7578,1976,175.0,Modern Pentathlon,2
7579,1976,175.0,Nordic Combined,2
7580,1976,175.0,Rowing,19
7581,1976,175.0,Sailing,11
7582,1976,175.0,Shooting,35
7583,1976,175.0,Ski Jumping,7
7584,1976,175.0,Speed Skating,14
7585,1976,175.0,Swimming,31
7586,1976,175.0,Volleyball,10
7587,1976,175.0,Water Polo,4
7588,1976,175.0,Weightlifting,4
7589,1976,175.0,Wrestling,18
7590,1976,176.0,Alpine Skiing,9
7591,1976,176.0,Archery,2
7592,1976,176.0,Athletics,38
7593,1976,176.0,Basketball,3
7594,1976,176.0,Biathlon,6
7595,1976,176.0,Bobsleigh,2
7596,1976,176.0,Boxing,12
7597,1976,176.0,Canoeing,15
7598,1976,176.0,Cross Country Skiing,7
7599,1976,176.0,Cycling,20
7600,1976,176.0,Diving,2
7601,1976,176.0,Equestrianism,12
7602,1976,176.0,Fencing,23
7603,1976,176.0,Football,11
7604,1976,176.0,Gymnastics,16
7605,1976,176.0,Handball,5
7606,1976,176.0,Hockey,6
7607,1976,176.0,Ice Hockey,11
7608,1976,176.0,Judo,3
7609,1976,176.0,Luge,5
7610,1976,176.0,Modern Pentathlon,10
7611,1976,176.0,Nordic Combined,3
7612,1976,176.0,Rowing,10
7613,1976,176.0,Sailing,16
7614,1976,176.0,Shooting,16
7615,1976,176.0,Ski Jumping,3
7616,1976,176.0,Speed Skating,8
7617,1976,176.0,Swimming,23
7618,1976,176.0,Volleyball,5
7619,1976,176.0,Water Polo,4
7620,1976,176.0,Weightlifting,2
7621,1976,176.0,Wrestling,9
7622,1976,177.0,Alpine Skiing,4
7623,1976,177.0,Archery,1
7624,1976,177.0,Athletics,31
7625,1976,177.0,Basketball,5
7626,1976,177.0,Bobsleigh,2
7627,1976,177.0,Boxing,5
7628,1976,177.0,Canoeing,12
7629,1976,177.0,Cross Country Skiing,6
7630,1976,177.0,Cycling,15
7631,1976,177.0,Equestrianism,3
7632,1976,177.0,Fencing,14
7633,1976,177.0,Figure Skating,1
7634,1976,177.0,Football,5
7635,1976,177.0,Handball,4
7636,1976,177.0,Hockey,7
7637,1976,177.0,Ice Hockey,4
7638,1976,177.0,Judo,3
7639,1976,177.0,Luge,1
7640,1976,177.0,Modern Pentathlon,6
7641,1976,177.0,Nordic Combined,2
7642,1976,177.0,Rowing,11
7643,1976,177.0,Sailing,7
7644,1976,177.0,Shooting,15
7645,1976,177.0,Speed Skating,3
7646,1976,177.0,Swimming,10
7647,1976,177.0,Volleyball,6
7648,1976,177.0,Water Polo,2
7649,1976,177.0,Weightlifting,5
7650,1976,177.0,Wrestling,7
7651,1976,178.0,Alpine Skiing,15
7652,1976,178.0,Archery,2
7653,1976,178.0,Athletics,58
7654,1976,178.0,Basketball,7
7655,1976,178.0,Biathlon,5
7656,1976,178.0,Bobsleigh,13
7657,1976,178.0,Boxing,11
7658,1976,178.0,Canoeing,28
7659,1976,178.0,Cross Country Skiing,19
7660,1976,178.0,Cycling,24
7661,1976,178.0,Diving,1
7662,1976,178.0,Equestrianism,14
7663,1976,178.0,Fencing,35
7664,1976,178.0,Figure Skating,4
7665,1976,178.0,Football,10
7666,1976,178.0,Gymnastics,16
7667,1976,178.0,Handball,9
7668,1976,178.0,Hockey,12
7669,1976,178.0,Ice Hockey,22
7670,1976,178.0,Judo,9
7671,1976,178.0,Luge,13
7672,1976,178.0,Modern Pentathlon,4
7673,1976,178.0,Nordic Combined,2
7674,1976,178.0,Rowing,31
7675,1976,178.0,Sailing,19
7676,1976,178.0,Shooting,30
7677,1976,178.0,Ski Jumping,4
7678,1976,178.0,Speed Skating,12
7679,1976,178.0,Swimming,29
7680,1976,178.0,Volleyball,5
7681,1976,178.0,Water Polo,12
7682,1976,178.0,Weightlifting,1
7683,1976,178.0,Wrestling,14
7684,1976,179.0,Archery,3
7685,1976,179.0,Athletics,16
7686,1976,179.0,Basketball,1
7687,1976,179.0,Biathlon,5
7688,1976,179.0,Bobsleigh,5
7689,1976,179.0,Boxing,8
7690,1976,179.0,Canoeing,15
7691,1976,179.0,Cross Country Skiing,1
7692,1976,179.0,Cycling,19
7693,1976,179.0,Diving,1
7694,1976,179.0,Equestrianism,4
7695,1976,179.0,Fencing,4
7696,1976,179.0,Football,7
7697,1976,179.0,Handball,7
7698,1976,179.0,Hockey,8
7699,1976,179.0,Ice Hockey,4
7700,1976,179.0,Judo,3
7701,1976,179.0,Luge,3
7702,1976,179.0,Modern Pentathlon,4
7703,1976,179.0,Nordic Combined,3
7704,1976,179.0,Rowing,7
7705,1976,179.0,Sailing,6
7706,1976,179.0,Shooting,8
7707,1976,179.0,Ski Jumping,3
7708,1976,179.0,Speed Skating,3
7709,1976,179.0,Swimming,26
7710,1976,179.0,Volleyball,4
7711,1976,179.0,Water Polo,2
7712,1976,179.0,Weightlifting,4
7713,1976,179.0,Wrestling,7
7714,1976,180.0,Alpine Skiing,12
7715,1976,180.0,Archery,5
7716,1976,180.0,Athletics,100
7717,1976,180.0,Basketball,10
7718,1976,180.0,Biathlon,18
7719,1976,180.0,Bobsleigh,11
7720,1976,180.0,Boxing,8
7721,1976,180.0,Canoeing,34
7722,1976,180.0,Cross Country Skiing,17
7723,1976,180.0,Cycling,42
7724,1976,180.0,Diving,2
7725,1976,180.0,Equestrianism,21
7726,1976,180.0,Fencing,45
7727,1976,180.0,Figure Skating,4
7728,1976,180.0,Football,24
7729,1976,180.0,Gymnastics,23
7730,1976,180.0,Handball,15
7731,1976,180.0,Hockey,10
7732,1976,180.0,Ice Hockey,16
7733,1976,180.0,Judo,10
7734,1976,180.0,Luge,6
7735,1976,180.0,Modern Pentathlon,13
7736,1976,180.0,Rowing,21
7737,1976,180.0,Sailing,30
7738,1976,180.0,Shooting,28
7739,1976,180.0,Ski Jumping,5
7740,1976,180.0,Speed Skating,31
7741,1976,180.0,Swimming,38
7742,1976,180.0,Volleyball,16
7743,1976,180.0,Water Polo,7
7744,1976,180.0,Weightlifting,3
7745,1976,180.0,Wrestling,12
7746,1976,181.0,Alpine Skiing,2
7747,1976,181.0,Athletics,27
7748,1976,181.0,Basketball,3
7749,1976,181.0,Biathlon,4
7750,1976,181.0,Bobsleigh,2
7751,1976,181.0,Boxing,3
7752,1976,181.0,Canoeing,11
7753,1976,181.0,Cross Country Skiing,5
7754,1976,181.0,Cycling,11
7755,1976,181.0,Diving,1
7756,1976,181.0,Equestrianism,3
7757,1976,181.0,Fencing,15
7758,1976,181.0,Football,3
7759,1976,181.0,Handball,7
7760,1976,181.0,Hockey,5
7761,1976,181.0,Ice Hockey,10
7762,1976,181.0,Judo,3
7763,1976,181.0,Luge,5
7764,1976,181.0,Modern Pentathlon,4
7765,1976,181.0,Rowing,10
7766,1976,181.0,Sailing,7
7767,1976,181.0,Shooting,3
7768,1976,181.0,Ski Jumping,5
7769,1976,181.0,Speed Skating,5
7770,1976,181.0,Swimming,20
7771,1976,181.0,Volleyball,5
7772,1976,181.0,Water Polo,8
7773,1976,181.0,Wrestling,6
7774,1976,182.0,Alpine Skiing,1
7775,1976,182.0,Archery,1
7776,1976,182.0,Athletics,29
7777,1976,182.0,Basketball,4
7778,1976,182.0,Biathlon,1
7779,1976,182.0,Bobsleigh,4
7780,1976,182.0,Boxing,6
7781,1976,182.0,Canoeing,18
7782,1976,182.0,Cross Country Skiing,3
7783,1976,182.0,Cycling,18
7784,1976,182.0,Diving,2
7785,1976,182.0,Equestrianism,8
7786,1976,182.0,Fencing,15
7787,1976,182.0,Football,7
7788,1976,182.0,Handball,8
7789,1976,182.0,Hockey,8
7790,1976,182.0,Ice Hockey,12
7791,1976,182.0,Judo,4
7792,1976,182.0,Luge,5
7793,1976,182.0,Modern Pentathlon,6
7794,1976,182.0,Rowing,10
7795,1976,182.0,Sailing,11
7796,1976,182.0,Shooting,18
7797,1976,182.0,Speed Skating,5
7798,1976,182.0,Swimming,24
7799,1976,182.0,Volleyball,4
7800,1976,182.0,Water Polo,7
7801,1976,182.0,Weightlifting,1
7802,1976,182.0,Wrestling,6
7803,1976,183.0,Alpine Skiing,5
7804,1976,183.0,Athletics,65
7805,1976,183.0,Basketball,7
7806,1976,183.0,Biathlon,2
7807,1976,183.0,Bobsleigh,7
7808,1976,183.0,Boxing,14
7809,1976,183.0,Canoeing,19
7810,1976,183.0,Cross Country Skiing,7
7811,1976,183.0,Cycling,18
7812,1976,183.0,Equestrianism,10
7813,1976,183.0,Fencing,28
7814,1976,183.0,Figure Skating,3
7815,1976,183.0,Football,6
7816,1976,183.0,Gymnastics,7
7817,1976,183.0,Handball,10
7818,1976,183.0,Hockey,12
7819,1976,183.0,Ice Hockey,8
7820,1976,183.0,Judo,14
7821,1976,183.0,Luge,6
7822,1976,183.0,Modern Pentathlon,4
7823,1976,183.0,Nordic Combined,4
7824,1976,183.0,Rowing,19
7825,1976,183.0,Sailing,17
7826,1976,183.0,Shooting,14
7827,1976,183.0,Ski Jumping,4
7828,1976,183.0,Speed Skating,9
7829,1976,183.0,Swimming,32
7830,1976,183.0,Volleyball,5
7831,1976,183.0,Water Polo,8
7832,1976,183.0,Weightlifting,2
7833,1976,183.0,Wrestling,15
7834,1976,184.0,Athletics,22
7835,1976,184.0,Basketball,3
7836,1976,184.0,Biathlon,3
7837,1976,184.0,Bobsleigh,1
7838,1976,184.0,Boxing,1
7839,1976,184.0,Canoeing,8
7840,1976,184.0,Cross Country Skiing,8
7841,1976,184.0,Cycling,13
7842,1976,184.0,Diving,1
7843,1976,184.0,Equestrianism,8
7844,1976,184.0,Fencing,9
7845,1976,184.0,Figure Skating,1
7846,1976,184.0,Football,1
7847,1976,184.0,Handball,7
7848,1976,184.0,Hockey,5
7849,1976,184.0,Ice Hockey,3
7850,1976,184.0,Judo,4
7851,1976,184.0,Luge,1
7852,1976,184.0,Modern Pentathlon,4
7853,1976,184.0,Rowing,12
7854,1976,184.0,Sailing,6
7855,1976,184.0,Shooting,8
7856,1976,184.0,Ski Jumping,2
7857,1976,184.0,Speed Skating,3
7858,1976,184.0,Swimming,16
7859,1976,184.0,Volleyball,8
7860,1976,184.0,Water Polo,3
7861,1976,184.0,Wrestling,4
7862,1976,185.0,Alpine Skiing,2
7863,1976,185.0,Archery,2
7864,1976,185.0,Athletics,51
7865,1976,185.0,Basketball,3
7866,1976,185.0,Biathlon,4
7867,1976,185.0,Bobsleigh,4
7868,1976,185.0,Boxing,7
7869,1976,185.0,Canoeing,11
7870,1976,185.0,Cross Country Skiing,12
7871,1976,185.0,Cycling,11
7872,1976,185.0,Equestrianism,3
7873,1976,185.0,Fencing,12
7874,1976,185.0,Football,4
7875,1976,185.0,Handball,6
7876,1976,185.0,Hockey,5
7877,1976,185.0,Ice Hockey,9
7878,1976,185.0,Judo,6
7879,1976,185.0,Luge,1
7880,1976,185.0,Modern Pentathlon,2
7881,1976,185.0,Nordic Combined,1
7882,1976,185.0,Rowing,23
7883,1976,185.0,Sailing,16
7884,1976,185.0,Shooting,13
7885,1976,185.0,Speed Skating,4
7886,1976,185.0,Swimming,7
7887,1976,185.0,Volleyball,8
7888,1976,185.0,Water Polo,7
7889,1976,185.0,Weightlifting,5
7890,1976,185.0,Wrestling,9
7891,1976,186.0,Athletics,39
7892,1976,186.0,Basketball,6
7893,1976,186.0,Biathlon,1
7894,1976,186.0,Bobsleigh,7
7895,1976,186.0,Boxing,4
7896,1976,186.0,Canoeing,17
7897,1976,186.0,Cycling,9
7898,1976,186.0,Diving,1
7899,1976,186.0,Equestrianism,2
7900,1976,186.0,Fencing,22
7901,1976,186.0,Football,3
7902,1976,186.0,Handball,14
7903,1976,186.0,Hockey,2
7904,1976,186.0,Ice Hockey,2
7905,1976,186.0,Judo,3
7906,1976,186.0,Luge,3
7907,1976,186.0,Modern Pentathlon,8
7908,1976,186.0,Nordic Combined,1
7909,1976,186.0,Rowing,23
7910,1976,186.0,Sailing,7
7911,1976,186.0,Shooting,2
7912,1976,186.0,Swimming,15
7913,1976,186.0,Volleyball,5
7914,1976,186.0,Water Polo,6
7915,1976,186.0,Wrestling,10
7916,1976,187.0,Athletics,30
7917,1976,187.0,Basketball,7
7918,1976,187.0,Bobsleigh,2
7919,1976,187.0,Boxing,3
7920,1976,187.0,Canoeing,10
7921,1976,187.0,Cycling,4
7922,1976,187.0,Equestrianism,2
7923,1976,187.0,Fencing,9
7924,1976,187.0,Figure Skating,1
7925,1976,187.0,Football,3
7926,1976,187.0,Handball,6
7927,1976,187.0,Hockey,2
7928,1976,187.0,Ice Hockey,2
7929,1976,187.0,Judo,4
7930,1976,187.0,Modern Pentathlon,2
7931,1976,187.0,Rowing,27
7932,1976,187.0,Sailing,11
7933,1976,187.0,Shooting,3
7934,1976,187.0,Swimming,18
7935,1976,187.0,Volleyball,7
7936,1976,187.0,Water Polo,10
7937,1976,187.0,Weightlifting,4
7938,1976,187.0,Wrestling,3
7939,1976,188.0,Alpine Skiing,1
7940,1976,188.0,Athletics,39
7941,1976,188.0,Basketball,7
7942,1976,188.0,Biathlon,2
7943,1976,188.0,Bobsleigh,4
7944,1976,188.0,Boxing,4
7945,1976,188.0,Canoeing,11
7946,1976,188.0,Cross Country Skiing,7
7947,1976,188.0,Cycling,6
7948,1976,188.0,Equestrianism,2
7949,1976,188.0,Fencing,12
7950,1976,188.0,Figure Skating,1
7951,1976,188.0,Football,1
7952,1976,188.0,Handball,12
7953,1976,188.0,Hockey,2
7954,1976,188.0,Ice Hockey,2
7955,1976,188.0,Judo,5
7956,1976,188.0,Luge,3
7957,1976,188.0,Modern Pentathlon,8
7958,1976,188.0,Rowing,28
7959,1976,188.0,Sailing,11
7960,1976,188.0,Shooting,3
7961,1976,188.0,Speed Skating,7
7962,1976,188.0,Swimming,7
7963,1976,188.0,Volleyball,12
7964,1976,188.0,Water Polo,9
7965,1976,188.0,Weightlifting,2
7966,1976,188.0,Wrestling,4
7967,1976,189.0,Athletics,10
7968,1976,189.0,Basketball,1
7969,1976,189.0,Bobsleigh,1
7970,1976,189.0,Boxing,1
7971,1976,189.0,Canoeing,6
7972,1976,189.0,Fencing,8
7973,1976,189.0,Football,1
7974,1976,189.0,Handball,9
7975,1976,189.0,Hockey,2
7976,1976,189.0,Judo,2
7977,1976,189.0,Rowing,11
7978,1976,189.0,Sailing,5
7979,1976,189.0,Shooting,1
7980,1976,189.0,Speed Skating,2
7981,1976,189.0,Swimming,10
7982,1976,189.0,Volleyball,10
7983,1976,189.0,Water Polo,2
7984,1976,189.0,Wrestling,2
7985,1976,190.0,Athletics,30
7986,1976,190.0,Basketball,15
7987,1976,190.0,Bobsleigh,2
7988,1976,190.0,Boxing,4
7989,1976,190.0,Canoeing,13
7990,1976,190.0,Cycling,1
7991,1976,190.0,Equestrianism,1
7992,1976,190.0,Fencing,13
7993,1976,190.0,Handball,11
7994,1976,190.0,Hockey,2
7995,1976,190.0,Ice Hockey,4
7996,1976,190.0,Judo,4
7997,1976,190.0,Luge,2
7998,1976,190.0,Rowing,38
7999,1976,190.0,Sailing,8
8000,1976,190.0,Shooting,1
8001,1976,190.0,Swimming,10
8002,1976,190.0,Volleyball,5
8003,1976,190.0,Water Polo,12
8004,1976,190.0,Weightlifting,1
8005,1976,190.0,Wrestling,9
8006,1976,191.0,Athletics,14
8007,1976,191.0,Basketball,3
8008,1976,191.0,Canoeing,3
8009,1976,191.0,Cycling,4
8010,1976,191.0,Equestrianism,1
8011,1976,191.0,Fencing,6
8012,1976,191.0,Handball,5
8013,1976,191.0,Judo,1
8014,1976,191.0,Rowing,18
8015,1976,191.0,Sailing,1
8016,1976,191.0,Shooting,2
8017,1976,191.0,Swimming,20
8018,1976,191.0,Volleyball,7
8019,1976,191.0,Water Polo,3
8020,1976,191.0,Weightlifting,1
8021,1976,191.0,Wrestling,1
8022,1976,192.0,Athletics,12
8023,1976,192.0,Basketball,6
8024,1976,192.0,Boxing,2
8025,1976,192.0,Cycling,2
8026,1976,192.0,Fencing,4
8027,1976,192.0,Football,1
8028,1976,192.0,Handball,7
8029,1976,192.0,Judo,3
8030,1976,192.0,Rowing,24
8031,1976,192.0,Sailing,3
8032,1976,192.0,Swimming,4
8033,1976,192.0,Volleyball,8
8034,1976,192.0,Water Polo,4
8035,1976,192.0,Wrestling,2
8036,1976,193.0,Athletics,15
8037,1976,193.0,Basketball,5
8038,1976,193.0,Biathlon,1
8039,1976,193.0,Boxing,1
8040,1976,193.0,Canoeing,1
8041,1976,193.0,Cycling,3
8042,1976,193.0,Fencing,6
8043,1976,193.0,Handball,6
8044,1976,193.0,Hockey,1
8045,1976,193.0,Judo,5
8046,1976,193.0,Rowing,35
8047,1976,193.0,Sailing,2
8048,1976,193.0,Shooting,3
8049,1976,193.0,Swimming,3
8050,1976,193.0,Volleyball,8
8051,1976,193.0,Water Polo,4
8052,1976,193.0,Weightlifting,2
8053,1976,193.0,Wrestling,3
8054,1976,194.0,Athletics,9
8055,1976,194.0,Basketball,5
8056,1976,194.0,Boxing,1
8057,1976,194.0,Canoeing,2
8058,1976,194.0,Fencing,2
8059,1976,194.0,Handball,7
8060,1976,194.0,Rowing,14
8061,1976,194.0,Sailing,1
8062,1976,194.0,Swimming,3
8063,1976,194.0,Volleyball,8
8064,1976,194.0,Water Polo,1
8065,1976,194.0,Wrestling,4
8066,1976,195.0,Athletics,8
8067,1976,195.0,Basketball,8
8068,1976,195.0,Canoeing,1
8069,1976,195.0,Handball,2
8070,1976,195.0,Rowing,7
8071,1976,195.0,Sailing,1
8072,1976,195.0,Swimming,3
8073,1976,195.0,Volleyball,3
8074,1976,195.0,Water Polo,5
8075,1976,196.0,Athletics,4
8076,1976,196.0,Basketball,6
8077,1976,196.0,Boxing,1
8078,1976,196.0,Cycling,1
8079,1976,196.0,Fencing,2
8080,1976,196.0,Handball,4
8081,1976,196.0,Rowing,13
8082,1976,196.0,Sailing,1
8083,1976,196.0,Ski Jumping,2
8084,1976,196.0,Swimming,8
8085,1976,196.0,Volleyball,4
8086,1976,196.0,Water Polo,3
8087,1976,197.0,Athletics,8
8088,1976,197.0,Basketball,6
8089,1976,197.0,Cross Country Skiing,4
8090,1976,197.0,Handball,2
8091,1976,197.0,Rowing,9
8092,1976,197.0,Shooting,1
8093,1976,197.0,Speed Skating,3
8094,1976,197.0,Swimming,1
8095,1976,197.0,Volleyball,3
8096,1976,198.0,Athletics,4
8097,1976,198.0,Basketball,11
8098,1976,198.0,Canoeing,2
8099,1976,198.0,Fencing,2
8100,1976,198.0,Football,1
8101,1976,198.0,Handball,3
8102,1976,198.0,Rowing,8
8103,1976,198.0,Sailing,1
8104,1976,198.0,Swimming,6
8105,1976,198.0,Volleyball,3
8106,1976,198.0,Water Polo,2
8107,1976,198.0,Wrestling,1
8108,1976,199.0,Athletics,1
8109,1976,199.0,Rowing,2
8110,1976,199.0,Volleyball,1
8111,1976,200.0,Athletics,1
8112,1976,200.0,Basketball,16
8113,1976,200.0,Biathlon,2
8114,1976,200.0,Handball,1
8115,1976,200.0,Rowing,3
8116,1976,200.0,Sailing,1
8117,1976,200.0,Volleyball,4
8118,1976,201.0,Basketball,3
8119,1976,201.0,Fencing,1
8120,1976,201.0,Rowing,3
8121,1976,202.0,Athletics,1
8122,1976,202.0,Basketball,2
8123,1976,202.0,Handball,2
8124,1976,202.0,Water Polo,1
8125,1976,203.0,Handball,1
8126,1976,204.0,Basketball,6
8127,1976,205.0,Basketball,2
8128,1976,206.0,Basketball,3
8129,1976,207.0,Basketball,2
8130,1976,208.0,Basketball,7
8131,1976,209.0,Basketball,2
8132,1976,210.0,Basketball,3
8133,1976,212.0,Basketball,2
8134,1976,213.0,Basketball,1
8135,1976,213.0,Judo,2
8136,1976,216.0,Basketball,1
8137,1976,218.0,Basketball,1
8138,1976,220.0,Basketball,1
8139,1980,131.0,Swimming,2
8140,1980,135.0,Gymnastics,12
8141,1980,136.0,Gymnastics,6
8142,1980,138.0,Hockey,1
8143,1980,140.0,Football,1
8144,1980,140.0,Handball,1
8145,1980,141.0,Gymnastics,6
8146,1980,142.0,Gymnastics,18
8147,1980,142.0,Swimming,3
8148,1980,143.0,Gymnastics,6
8149,1980,144.0,Gymnastics,24
8150,1980,145.0,Gymnastics,18
8151,1980,146.0,Gymnastics,6
8152,1980,146.0,Rowing,2
8153,1980,147.0,Gymnastics,10
8154,1980,147.0,Hockey,1
8155,1980,148.0,Gymnastics,24
8156,1980,148.0,Rowing,1
8157,1980,149.0,Gymnastics,6
8158,1980,149.0,Wrestling,1
8159,1980,150.0,Athletics,3
8160,1980,150.0,Boxing,1
8161,1980,150.0,Figure Skating,3
8162,1980,150.0,Gymnastics,5
8163,1980,150.0,Hockey,2
8164,1980,150.0,Rowing,1
8165,1980,150.0,Weightlifting,4
8166,1980,151.0,Athletics,2
8167,1980,151.0,Gymnastics,6
8168,1980,151.0,Rowing,2
8169,1980,151.0,Weightlifting,1
8170,1980,152.0,Athletics,1
8171,1980,152.0,Boxing,2
8172,1980,152.0,Diving,3
8173,1980,152.0,Fencing,2
8174,1980,152.0,Figure Skating,4
8175,1980,152.0,Football,1
8176,1980,152.0,Gymnastics,12
8177,1980,152.0,Hockey,4
8178,1980,152.0,Rowing,3
8179,1980,152.0,Shooting,1
8180,1980,152.0,Swimming,1
8181,1980,152.0,Weightlifting,2
8182,1980,153.0,Athletics,1
8183,1980,153.0,Boxing,1
8184,1980,153.0,Diving,2
8185,1980,153.0,Figure Skating,1
8186,1980,153.0,Gymnastics,26
8187,1980,153.0,Hockey,1
8188,1980,153.0,Rowing,3
8189,1980,153.0,Speed Skating,3
8190,1980,153.0,Weightlifting,1
8191,1980,153.0,Wrestling,3
8192,1980,154.0,Alpine Skiing,2
8193,1980,154.0,Athletics,2
8194,1980,154.0,Diving,1
8195,1980,154.0,Figure Skating,1
8196,1980,154.0,Gymnastics,6
8197,1980,154.0,Hockey,2
8198,1980,154.0,Rowing,4
8199,1980,154.0,Swimming,2
8200,1980,154.0,Weightlifting,4
8201,1980,154.0,Wrestling,7
8202,1980,155.0,Athletics,1
8203,1980,155.0,Bobsleigh,2
8204,1980,155.0,Boxing,2
8205,1980,155.0,Diving,2
8206,1980,155.0,Figure Skating,2
8207,1980,155.0,Gymnastics,22
8208,1980,155.0,Handball,1
8209,1980,155.0,Hockey,3
8210,1980,155.0,Judo,1
8211,1980,155.0,Rowing,2
8212,1980,155.0,Shooting,1
8213,1980,155.0,Weightlifting,6
8214,1980,155.0,Wrestling,5
8215,1980,156.0,Athletics,2
8216,1980,156.0,Boxing,5
8217,1980,156.0,Cross Country Skiing,2
8218,1980,156.0,Diving,2
8219,1980,156.0,Gymnastics,52
8220,1980,156.0,Hockey,6
8221,1980,156.0,Rowing,2
8222,1980,156.0,Swimming,1
8223,1980,156.0,Weightlifting,4
8224,1980,156.0,Wrestling,6
8225,1980,157.0,Alpine Skiing,1
8226,1980,157.0,Archery,1
8227,1980,157.0,Athletics,7
8228,1980,157.0,Boxing,2
8229,1980,157.0,Cross Country Skiing,6
8230,1980,157.0,Diving,2
8231,1980,157.0,Figure Skating,1
8232,1980,157.0,Gymnastics,25
8233,1980,157.0,Hockey,3
8234,1980,157.0,Judo,1
8235,1980,157.0,Luge,2
8236,1980,157.0,Rowing,3
8237,1980,157.0,Speed Skating,7
8238,1980,157.0,Weightlifting,5
8239,1980,157.0,Wrestling,2
8240,1980,158.0,Archery,1
8241,1980,158.0,Athletics,1
8242,1980,158.0,Boxing,4
8243,1980,158.0,Diving,4
8244,1980,158.0,Equestrianism,2
8245,1980,158.0,Fencing,2
8246,1980,158.0,Figure Skating,1
8247,1980,158.0,Gymnastics,26
8248,1980,158.0,Hockey,6
8249,1980,158.0,Rowing,5
8250,1980,158.0,Speed Skating,2
8251,1980,158.0,Swimming,6
8252,1980,158.0,Weightlifting,9
8253,1980,158.0,Wrestling,4
8254,1980,159.0,Athletics,3
8255,1980,159.0,Boxing,3
8256,1980,159.0,Cross Country Skiing,1
8257,1980,159.0,Cycling,2
8258,1980,159.0,Diving,1
8259,1980,159.0,Fencing,1
8260,1980,159.0,Figure Skating,1
8261,1980,159.0,Gymnastics,12
8262,1980,159.0,Hockey,3
8263,1980,159.0,Judo,1
8264,1980,159.0,Rowing,1
8265,1980,159.0,Swimming,8
8266,1980,159.0,Weightlifting,1
8267,1980,159.0,Wrestling,4
8268,1980,160.0,Alpine Skiing,6
8269,1980,160.0,Athletics,13
8270,1980,160.0,Biathlon,2
8271,1980,160.0,Boxing,12
8272,1980,160.0,Cross Country Skiing,12
8273,1980,160.0,Cycling,3
8274,1980,160.0,Diving,2
8275,1980,160.0,Equestrianism,2
8276,1980,160.0,Fencing,2
8277,1980,160.0,Figure Skating,4
8278,1980,160.0,Football,2
8279,1980,160.0,Gymnastics,11
8280,1980,160.0,Handball,2
8281,1980,160.0,Hockey,15
8282,1980,160.0,Ice Hockey,1
8283,1980,160.0,Judo,1
8284,1980,160.0,Luge,1
8285,1980,160.0,Rowing,5
8286,1980,160.0,Sailing,1
8287,1980,160.0,Shooting,7
8288,1980,160.0,Speed Skating,5
8289,1980,160.0,Swimming,4
8290,1980,160.0,Weightlifting,7
8291,1980,160.0,Wrestling,9
8292,1980,161.0,Alpine Skiing,2
8293,1980,161.0,Athletics,6
8294,1980,161.0,Boxing,2
8295,1980,161.0,Canoeing,1
8296,1980,161.0,Cross Country Skiing,3
8297,1980,161.0,Diving,1
8298,1980,161.0,Fencing,5
8299,1980,161.0,Football,1
8300,1980,161.0,Gymnastics,8
8301,1980,161.0,Hockey,3
8302,1980,161.0,Judo,2
8303,1980,161.0,Rowing,2
8304,1980,161.0,Swimming,7
8305,1980,161.0,Wrestling,5
8306,1980,162.0,Alpine Skiing,5
8307,1980,162.0,Archery,2
8308,1980,162.0,Athletics,19
8309,1980,162.0,Boxing,9
8310,1980,162.0,Canoeing,1
8311,1980,162.0,Cross Country Skiing,9
8312,1980,162.0,Diving,6
8313,1980,162.0,Fencing,4
8314,1980,162.0,Figure Skating,5
8315,1980,162.0,Football,1
8316,1980,162.0,Gymnastics,59
8317,1980,162.0,Hockey,5
8318,1980,162.0,Judo,1
8319,1980,162.0,Luge,2
8320,1980,162.0,Nordic Combined,1
8321,1980,162.0,Rowing,2
8322,1980,162.0,Shooting,3
8323,1980,162.0,Speed Skating,4
8324,1980,162.0,Swimming,5
8325,1980,162.0,Weightlifting,6
8326,1980,162.0,Wrestling,5
8327,1980,163.0,Alpine Skiing,11
8328,1980,163.0,Archery,1
8329,1980,163.0,Athletics,21
8330,1980,163.0,Boxing,6
8331,1980,163.0,Canoeing,1
8332,1980,163.0,Cross Country Skiing,8
8333,1980,163.0,Diving,1
8334,1980,163.0,Fencing,5
8335,1980,163.0,Figure Skating,1
8336,1980,163.0,Gymnastics,21
8337,1980,163.0,Handball,2
8338,1980,163.0,Hockey,5
8339,1980,163.0,Judo,1
8340,1980,163.0,Rowing,1
8341,1980,163.0,Shooting,1
8342,1980,163.0,Swimming,9
8343,1980,163.0,Weightlifting,4
8344,1980,163.0,Wrestling,6
8345,1980,164.0,Alpine Skiing,12
8346,1980,164.0,Archery,3
8347,1980,164.0,Athletics,13
8348,1980,164.0,Boxing,7
8349,1980,164.0,Canoeing,3
8350,1980,164.0,Cross Country Skiing,7
8351,1980,164.0,Diving,6
8352,1980,164.0,Equestrianism,6
8353,1980,164.0,Fencing,1
8354,1980,164.0,Figure Skating,1
8355,1980,164.0,Gymnastics,29
8356,1980,164.0,Handball,2
