Modern Pentathlon,,,,,,,,,,,,,,,1.0,,,,,,1.0,,3.0,,1.0,4.0,,6.0,,12.0,,12.0,,12.0,,11.0,,13.0,,20.0,,7.0,,42.0,,13.0,,19.0,3.0,29.0,,33.0,,55.0,,30.0,,49.0,,75.0,6.0,40.0,2.0,121.0,,48.0,,80.0,,74.0,,63.0,,,90.0,,58.0,,59.0,,,41.0,,24.0,,33.0,,8.0,,11.0,,28.0,,7.0,,4.0,,7.0,,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorboating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nordic Combined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,8.0,,3.0,,4.0,,20.0,,17.0,,34.0,,49.0,,31.0,,66.0,2.0,79.0,,58.0,,90.0,,55.0,,91.0,,83.0,,64.0,,70.0,,19.0,2.0,48.0,6.0,38.0,3.0,22.0,,,27.0,,7.0,,14.0,,,14.0,,3.0,,12.0,,4.0,,2.0,,14.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhythmic Gymnastics,,,1.0,,,1.0,,,3.0,4.0,9.0,4.0,16.0,11.0,23.0,25.0,30.0,29.0,33.0,56.0,56.0,,41.0,,58.0,29.0,,35.0,,34.0,,26.0,,31.0,,24.0,,11.0,,12.0,,4.0,,3.0,,1.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowing,,,,,,,,,,2.0,1.0,2.0,5.0,9.0,11.0,8.0,8.0,33.0,12.0,19.0,25.0,,10.0,,146.0,47.0,,70.0,,24.0,,25.0,,77.0,,21.0,,75.0,,33.0,,76.0,,59.0,,22.0,,27.0,,20.0,,31.0,1.0,51.0,,47.0,,49.0,,125.0,,101.0,,352.0,,149.0,,348.0,,243.0,,179.0,,,291.0,1.0,154.0,,184.0,,,192.0,,130.0,,254.0,,144.0,1.0,208.0,5.0,196.0,,257.0,,302.0,,255.0,,237.0,,214.0,3.0,217.0,,401.0,,185.0,,207.0,,242.0,,182.0,207.0,,140.0,,98.0,,114.0,,35.0,135.0,,27.0,,44.0,,36.0,,24.0,,37.0,,10.0,,2.0,,9.0,,3.0,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rugby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.0,,2.0,,1.0,,3.0,,1.0,,1.0,,,1.0,,2.0,,3.0,,,3.0,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rugby Sevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,3.0,,2.0,,3.0,,10.0,,2.0,,6.0,,4.0,,3.0,,10.0,,11.0,,10.0,,7.0,,4.0,,11.0,,7.0,,14.0,,4.0,,5.0,,12.0,,4.0,,,11.0,,3.0,,1.0,,,3.0,,3.0,,7.0,,3.0,,7.0,,8.0,,1.0,,9.0,,6.0,,7.0,,4.0,,5.0,,10.0,,3.0,,6.0,,8.0,,2.0,9.0,,4.0,,2.0,,7.0,,2.0,7.0,,2.0,,2.0,,3.0,,3.0,,7.0,,3.0,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sailing,,,,,,,,,,,,,,,,,,,,,5.0,,6.0,,12.0,4.0,,12.0,,14.0,,30.0,,35.0,2.0,43.0,,57.0,,64.0,,46.0,,109.0,,59.0,,105.0,,120.0,,102.0,,170.0,,111.0,,109.0,,213.0,1.0,105.0,1.0,308.0,1.0,87.0,,191.0,,193.0,,155.0,3.0,,211.0,1.0,112.0,,90.0,,,180.0,,66.0,3.0,223.0,,66.0,,180.0,,84.0,,122.0,,123.0,,62.0,,52.0,,60.0,,51.0,,101.0,,22.0,,62.0,,36.0,,26.0,82.0,,32.0,,30.0,,49.0,,13.0,79.0,,,,27.0,,21.0,,29.0,,15.0,,9.0,,4.0,,9.0,,2.0,,11.0,4.0,5.0,,3.0,5.0,5.0,6.0,,,,3.0,,,5.0,1.0,,2.0,,1.0,,,5.0,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shooting,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,16.0,11.0,28.0,23.0,,14.0,,84.0,62.0,,69.0,,69.0,,75.0,,114.0,4.0,95.0,,130.0,,114.0,,72.0,,265.0,,84.0,,97.0,4.0,194.0,,123.0,,271.0,,121.0,,183.0,,235.0,,95.0,3.0,360.0,,87.0,,235.0,,258.0,,197.0,1.0,,370.0,,167.0,,127.0,,,210.0,2.0,120.0,,385.0,,100.0,2.0,224.0,,176.0,,123.0,,205.0,2.0,122.0,,137.0,,98.0,,56.0,,197.0,,36.0,,45.0,,92.0,,30.0,128.0,,15.0,,29.0,,40.0,,24.0,62.0,,,,7.0,1.0,11.0,,17.0,,38.0,,3.0,,5.0,,3.0,,5.0,,9.0,1.0,2.0,,1.0,6.0,18.0,2.0,,3.0,,2.0,,,6.0,4.0,,,,,,,8.0,5.0,,,8.0,,,3.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Track Speed Skating,,,,,,,,,,,,,,,,4.0,,,18.0,,16.0,,32.0,,28.0,4.0,,46.0,,41.0,,61.0,,32.0,,54.0,,42.0,,56.0,,34.0,,114.0,,34.0,,61.0,,88.0,,25.0,,108.0,,24.0,,23.0,,35.0,,28.0,,47.0,,49.0,,27.0,,61.0,,37.0,,,63.0,,41.0,,32.0,,,25.0,,12.0,,35.0,,,,10.0,,25.0,,3.0,,6.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,3.0,,7.0,,1.0,,3.0,,10.0,,3.0,,6.0,,6.0,,4.0,,2.0,,5.0,,2.0,,2.0,,,,4.0,,,,2.0,,2.0,,2.0,,5.0,,1.0,,,9.0,,9.0,,,,,13.0,,4.0,,12.0,,2.0,,11.0,,5.0,,6.0,,5.0,,5.0,,,,4.0,,,,7.0,,,,3.0,,,,1.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ski Jumping,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,1.0,,,,10.0,12.0,,7.0,,16.0,,36.0,,58.0,4.0,43.0,1.0,39.0,,57.0,,58.0,,190.0,,71.0,,103.0,,110.0,,130.0,4.0,106.0,1.0,124.0,2.0,91.0,,124.0,,67.0,2.0,126.0,,26.0,,52.0,1.0,87.0,3.0,32.0,,,50.0,,22.0,5.0,11.0,,,42.0,,10.0,,19.0,,2.0,,5.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowboarding,,,,,,,,,,,,,,,,2.0,2.0,,1.0,3.0,5.0,,1.0,,11.0,2.0,,18.0,,13.0,,18.0,,18.0,,17.0,,42.0,,42.0,,17.0,,37.0,,27.0,,28.0,,29.0,,32.0,,34.0,,26.0,,11.0,,36.0,,6.0,,37.0,,14.0,,25.0,,19.0,,12.0,,,29.0,,16.0,,22.0,,,24.0,,9.0,,48.0,,10.0,,25.0,,32.0,,12.0,,46.0,,7.0,,5.0,,10.0,,3.0,,21.0,,10.0,,,,,,,6.0,,1.0,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Softball,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,7.0,,5.0,,1.0,,4.0,,6.0,,8.0,,20.0,,9.0,,34.0,,16.0,,16.0,,27.0,,21.0,,37.0,,23.0,,17.0,,29.0,,8.0,,27.0,,3.0,,18.0,,19.0,,6.0,,,15.0,,3.0,,8.0,,,3.0,,2.0,,13.0,,2.0,,1.0,,1.0,,2.0,,9.0,,2.0,,,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,3.0,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed Skating,,,,,,,,,,,,,,,,,,,8.0,4.0,12.0,,2.0,,24.0,30.0,,45.0,,23.0,,32.0,,50.0,,92.0,,133.0,,166.0,,121.0,7.0,135.0,,148.0,,148.0,,135.0,,113.0,,171.0,2.0,168.0,,114.0,,127.0,,61.0,,233.0,,108.0,,189.0,,139.0,,97.0,,,252.0,4.0,120.0,,116.0,,,140.0,,95.0,,195.0,,48.0,,127.0,,47.0,,70.0,,132.0,,44.0,,18.0,,52.0,,10.0,,51.0,,2.0,,17.0,,17.0,,,12.0,,9.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swimming,,,,,,,,,,,,2.0,4.0,3.0,2.0,13.0,21.0,11.0,19.0,43.0,64.0,,45.0,,180.0,93.0,,262.0,2.0,226.0,,286.0,,370.0,6.0,330.0,,431.0,,468.0,,425.0,,807.0,2.0,477.0,3.0,603.0,,579.0,8.0,593.0,,614.0,2.0,501.0,,464.0,,633.0,,278.0,2.0,856.0,,325.0,,534.0,,605.0,,504.0,,,819.0,,477.0,8.0,429.0,,6.0,470.0,,343.0,,720.0,,274.0,7.0,399.0,,391.0,,402.0,,467.0,,260.0,,295.0,,233.0,,105.0,,277.0,,114.0,,117.0,,102.0,,46.0,125.0,,39.0,,26.0,,48.0,,29.0,34.0,,2.0,,2.0,,,,14.0,,9.0,,,,7.0,,3.0,,,,1.0,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synchronized Swimming,,,,,,,,,,,,1.0,,,,1.0,,1.0,5.0,7.0,26.0,,19.0,,51.0,33.0,,51.0,,56.0,,93.0,,89.0,,65.0,,57.0,,74.0,,43.0,,59.0,,28.0,,26.0,,15.0,,14.0,,14.0,,3.0,,12.0,,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table Tennis,,,,,,,,,,,,,,,4.0,2.0,,11.0,9.0,12.0,28.0,,11.0,,39.0,15.0,,27.0,,56.0,,68.0,,61.0,,56.0,,22.0,,99.0,,54.0,,133.0,,19.0,,75.0,,75.0,,47.0,,88.0,,36.0,,40.0,,73.0,,25.0,,95.0,,24.0,,63.0,,46.0,,38.0,,,50.0,,44.0,,33.0,,,24.0,,25.0,,47.0,,8.0,,14.0,,17.0,,15.0,,36.0,,2.0,,1.0,,9.0,,4.0,,1.0,,,,,,3.0,,,2.0,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taekwondo,,,,,,,,,,,,,,,,,,,2.0,1.0,6.0,,56.0,,1.0,3.0,,4.0,,3.0,,2.0,,6.0,,12.0,,61.0,,56.0,,4.0,,,,2.0,,8.0,,10.0,,5.0,3.0,8.0,1.0,5.0,,62.0,,58.0,,9.0,4.0,12.0,,2.0,,7.0,,8.0,,5.0,,,6.0,,1.0,,7.0,,,10.0,,9.0,3.0,47.0,,4.0,,4.0,,11.0,,8.0,,5.0,,2.0,,6.0,,6.0,,,,7.0,,4.0,,1.0,,1.0,,4.0,5.0,,1.0,,4.0,,,,1.0,6.0,,,,2.0,,,4.0,2.0,,,,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennis,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,3.0,,15.0,,20.0,,21.0,,57.0,,60.0,,36.0,,62.0,,70.0,,126.0,,37.0,,69.0,,45.0,,63.0,,70.0,,34.0,,21.0,,75.0,,29.0,,94.0,,8.0,,58.0,,47.0,,52.0,,,110.0,,35.0,,75.0,,,57.0,,74.0,,107.0,,36.0,,43.0,,41.0,,37.0,,30.0,,32.0,,38.0,,23.0,,8.0,,39.0,,16.0,,14.0,,3.0,,,1.0,,2.0,,4.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trampolining,,,,,,,,,,,,,,,,1.0,,,,2.0,7.0,,1.0,,3.0,7.0,,15.0,,9.0,,7.0,,10.0,,2.0,,8.0,,5.0,,6.0,,4.0,,5.0,,8.0,,5.0,,9.0,,3.0,,2.0,,5.0,,5.0,,4.0,,4.0,,1.0,,2.0,,1.0,,1.0,,,,,2.0,,1.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triathlon,,,,,,,,,,,,,,,,,3.0,1.0,6.0,2.0,16.0,,7.0,,19.0,14.0,,11.0,,29.0,,22.0,,20.0,,28.0,,17.0,,14.0,,16.0,,24.0,,19.0,,18.0,,10.0,,19.0,,21.0,,12.0,,16.0,,16.0,,18.0,,30.0,,11.0,,23.0,,11.0,,12.0,,,15.0,,6.0,,4.0,,,7.0,,4.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tug-Of-War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,2.0,,3.0,,1.0,,,,1.0,,,,,,2.0,,3.0,,1.0,,1.0,,,,2.0,,1.0,7.0,,1.0,,1.0,,1.0,,2.0,8.0,,,,1.0,,,,4.0,,,,,,,,1.0,,2.0,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volleyball,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,3.0,,8.0,,4.0,,14.0,,8.0,,15.0,,12.0,,30.0,,57.0,,31.0,,62.0,,81.0,,57.0,,86.0,,63.0,,81.0,,93.0,,48.0,,137.0,,63.0,,116.0,,93.0,,82.0,,,144.0,,100.0,,54.0,,,98.0,,58.0,,122.0,,40.0,,107.0,,77.0,,108.0,,126.0,,88.0,,63.0,,77.0,,75.0,,125.0,,49.0,,59.0,,57.0,,72.0,71.0,,36.0,,43.0,,39.0,,9.0,40.0,,13.0,,17.0,,13.0,,14.0,,19.0,,3.0,,2.0,,1.0,,2.0,,3.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Polo,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,3.0,,2.0,,2.0,,8.0,,11.0,,16.0,,19.0,,31.0,,26.0,,25.0,,42.0,,18.0,,25.0,,41.0,,31.0,,63.0,,26.0,,58.0,,55.0,,56.0,,,86.0,,61.0,,63.0,,,83.0,,41.0,,124.0,,57.0,,139.0,,89.0,,87.0,,86.0,,81.0,,59.0,,95.0,,53.0,,112.0,,58.0,,85.0,,54.0,,56.0,107.0,,64.0,,37.0,,56.0,,13.0,80.0,,15.0,,40.0,,17.0,,22.0,,36.0,,13.0,,6.0,,10.0,,9.0,,17.0,6.0,7.0,,3.0,1.0,25.0,,,,,5.0,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weightlifting,,,,,,,,,,,,,,,,,,,,6.0,55.0,,3.0,,5.0,11.0,2.0,105.0,2.0,48.0,,31.0,9.0,41.0,8.0,257.0,,13.0,5.0,99.0,,81.0,18.0,192.0,7.0,5.0,,86.0,,68.0,14.0,30.0,2.0,22.0,8.0,38.0,10.0,144.0,10.0,58.0,4.0,167.0,5.0,29.0,8.0,19.0,6.0,25.0,5.0,37.0,9.0,78.0,12.0,3.0,176.0,7.0,29.0,7.0,90.0,3.0,6.0,24.0,15.0,17.0,2.0,35.0,2.0,36.0,13.0,101.0,3.0,79.0,7.0,13.0,5.0,102.0,6.0,19.0,4.0,14.0,6.0,24.0,4.0,33.0,4.0,139.0,,14.0,,16.0,,12.0,2.0,85.0,15.0,2.0,10.0,2.0,11.0,3.0,21.0,4.0,30.0,67.0,2.0,9.0,2.0,9.0,4.0,8.0,2.0,11.0,2.0,93.0,4.0,9.0,4.0,19.0,,27.0,4.0,20.0,,61.0,2.0,11.0,1.0,3.0,13.0,4.0,2.0,2.0,3.0,2.0,7.0,2.0,5.0,16.0,3.0,,2.0,,7.0,3.0,9.0,15.0,5.0,6.0,2.0,7.0,,3.0,16.0,2.0,6.0,,,6.0,,2.0,8.0,3.0,8.0,,2.0,3.0,3.0,3.0,7.0,5.0,,2.0,4.0,8.0,12.0,2.0,1.0,9.0,,9.0,,2.0,2.0,4.0,4.0,2.0,9.0,6.0,3.0,,2.0,2.0,,2.0,,,,,,
Wrestling,,,,,,,,,,,,,,,1.0,,,,,1.0,183.0,,1.0,,17.0,20.0,,273.0,,28.0,2.0,70.0,1.0,172.0,1.0,31.0,2.0,306.0,,91.0,3.0,41.0,1.0,180.0,7.0,33.0,2.0,233.0,1.0,154.0,,30.0,2.0,78.0,,165.0,,87.0,,223.0,1.0,80.0,,89.0,4.0,29.0,,55.0,,77.0,,328.0,1.0,,53.0,,76.0,3.0,23.0,,4.0,73.0,2.0,64.0,,44.0,,13.0,3.0,169.0,,23.0,5.0,153.0,,86.0,,42.0,3.0,80.0,3.0,32.0,1.0,21.0,,174.0,,14.0,3.0,28.0,,19.0,1.0,11.0,23.0,,117.0,,109.0,,29.0,,28.0,174.0,,14.0,,22.0,,12.0,,5.0,,17.0,,8.0,,9.0,,8.0,,3.0,,24.0,7.0,5.0,,5.0,3.0,23.0,7.0,,5.0,,15.0,,,134.0,,,3.0,,,,5.0,41.0,4.0,6.0,,10.0,,,75.0,,2.0,,3.0,3.0,,2.0,2.0,,,,,,,,,1.0,,,,,2.0,,,3.0,,4.0,,,,,,,,,,,,,,,,,2.0,1.0,,
